select t.INDEX_NAME || '|' ||
CEB_CVE_FK_I|NORMAL|CMO_ECD_BNF_UNC|VISIBLE|NONUNIQUE|VALID
CEB_PK|NORMAL|CMO_ECD_BNF_UNC|VISIBLE|UNIQUE|VALID
CEC_LOC_FK_I|NORMAL|CMP_EDR_CTT|VISIBLE|NONUNIQUE|VALID
CEC_PCO_FK_I|NORMAL|CMP_EDR_CTT|VISIBLE|NONUNIQUE|VALID
CEC_PK|NORMAL|CMP_EDR_CTT|VISIBLE|UNIQUE|VALID
CED_PK|NORMAL|CTL_ECD_RSR_CCD|VISIBLE|UNIQUE|VALID
CEE_CCJ_FK_I|NORMAL|CMO_ELG_CGO_ETU|VISIBLE|NONUNIQUE|VALID
CEE_EBS_FK_I|NORMAL|CMO_ELG_CGO_ETU|VISIBLE|NONUNIQUE|VALID
CEE_PK|NORMAL|CMO_ELG_CGO_ETU|VISIBLE|UNIQUE|VALID
CEFC_PK|NORMAL|CTL_EMS_FCA|VISIBLE|UNIQUE|VALID
CEFC_PPE_FK_I|NORMAL|CTL_EMS_FCA|VISIBLE|NONUNIQUE|VALID
CEFC_UK|NORMAL|CTL_EMS_FCA|VISIBLE|UNIQUE|VALID
CEFE_I|NORMAL|CTL_EMS_FCA|VISIBLE|NONUNIQUE|VALID
CEF_I|NORMAL|CTL_EMS_FCA|VISIBLE|NONUNIQUE|VALID
CEF_ORI_I|NORMAL|CTL_EMS_FCA|VISIBLE|NONUNIQUE|VALID
CEF_PK|NORMAL|CTL_EMS_FCA_RENOM|VISIBLE|UNIQUE|VALID
CEF_UK|NORMAL|CTL_EMS_FCA_RENOM|VISIBLE|UNIQUE|VALID
CEG_CCJ_FK_I|NORMAL|CMO_ELG_CGO|VISIBLE|NONUNIQUE|VALID
CEG_ECB_FK_I|NORMAL|CMO_ELG_CGO|VISIBLE|NONUNIQUE|VALID
CEG_PK|NORMAL|CMO_ELG_CGO|VISIBLE|UNIQUE|VALID
CEJ_CJU_FK_I|NORMAL|CMO_ETU_PSJ|VISIBLE|NONUNIQUE|VALID
CEJ_ETU_FK_I|NORMAL|CMO_ETU_PSJ|VISIBLE|NONUNIQUE|VALID
CEJ_PK|NORMAL|CMO_ETU_PSJ|VISIBLE|UNIQUE|VALID
CEM_PK|NORMAL|CMO_ECA_MRB|VISIBLE|UNIQUE|VALID
CEN_PK|NORMAL|CNF_ECD_FNC|VISIBLE|UNIQUE|VALID
CEPJ_EPJ_FK_I|NORMAL|CMO_EST_PSS_JRD_TIP|VISIBLE|NONUNIQUE|VALID
CEPJ_PK|NORMAL|CMO_EST_PSS_JRD_TIP|VISIBLE|UNIQUE|VALID
CEP_LOG8_I|NORMAL|CEP_LOG|VISIBLE|NONUNIQUE|VALID
CEP_PK|NORMAL|CEP|VISIBLE|UNIQUE|VALID
CER_ADE_I|NORMAL|CPT_ECD_RSU|VISIBLE|NONUNIQUE|VALID
CER_AMC_I|NORMAL|CPT_ECD_RSU|VISIBLE|NONUNIQUE|VALID
CER_CPF_BSE_I|NORMAL|CPT_ECD_RSU|VISIBLE|NONUNIQUE|VALID
CER_DAT_EVT_I|NORMAL|CPT_ECD_RSU|VISIBLE|NONUNIQUE|VALID
CER_PK|NORMAL|CPT_ECD_RSU|VISIBLE|UNIQUE|VALID
CER_TIP_PRC_I|NORMAL|CPT_ECD_RSU|VISIBLE|NONUNIQUE|VALID
CES_BRR_FK_I|NORMAL|COD_EPC|VISIBLE|NONUNIQUE|VALID
CES_PK|NORMAL|COD_EPC|VISIBLE|UNIQUE|VALID
CEX_CIR_FK_I|NORMAL|CLI_OPN_ETS|VISIBLE|NONUNIQUE|VALID
CEX_PK|NORMAL|CLI_OPN_ETS|VISIBLE|UNIQUE|VALID
CFB_FCO_FK_I|NORMAL|CMO_FRM_BNF_FML|VISIBLE|NONUNIQUE|VALID
CFB_FML_FK_I|NORMAL|CMO_FRM_BNF_FML|VISIBLE|NONUNIQUE|VALID
CFB_PK|NORMAL|CMO_FRM_BNF_FML|VISIBLE|UNIQUE|VALID
CFC_CCJ_FK_I|NORMAL|CMO_FSC_CGO_JRD|VISIBLE|NONUNIQUE|VALID
CFC_CFI_FK_I|NORMAL|CMO_FSC_CGO_JRD|VISIBLE|NONUNIQUE|VALID
CFC_PK|NORMAL|CMO_FSC_CGO_JRD|VISIBLE|UNIQUE|VALID
CFE_PK|NORMAL|CTL_FCA_EXN|VISIBLE|UNIQUE|VALID
CFF_FCC_FK_I|NORMAL|CMO_FRM_CTC_FML|VISIBLE|NONUNIQUE|VALID
CFF_FML_FK_I|NORMAL|CMO_FRM_CTC_FML|VISIBLE|NONUNIQUE|VALID
CFF_PK|NORMAL|CMO_FRM_CTC_FML|VISIBLE|UNIQUE|VALID
CFG_SRV_PK|NORMAL|CFG_SRV|VISIBLE|UNIQUE|VALID
CFI_CLI_COD_I|NORMAL|PRM_CNC|VISIBLE|NONUNIQUE|VALID
CFI_CUF_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_ECV_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_LOD_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PAS_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PAS_NAS_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PAS_OBR_FIS_001_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PAS_OBR_FIS_002_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PAS_OBR_FIS_003_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PAS_RES_FIS_FK_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CFI_PK|NORMAL|CLI_PSS_FSC|VISIBLE|UNIQUE|VALID
CFR_FCR_FK_I|NORMAL|CMO_FRM_RSR_FML|VISIBLE|NONUNIQUE|VALID
CFR_FML_FK_I|NORMAL|CMO_FRM_RSR_FML|VISIBLE|NONUNIQUE|VALID
CFR_PK|NORMAL|CMO_FRM_RSR_FML|VISIBLE|UNIQUE|VALID
CFS_CFI_FK_I|NORMAL|CMO_FSC_JRD_SAL|VISIBLE|NONUNIQUE|VALID
CFS_CJU_FK_I|NORMAL|CMO_FSC_JRD_SAL|VISIBLE|NONUNIQUE|VALID
CFS_PK|NORMAL|CMO_FSC_JRD_SAL|VISIBLE|UNIQUE|VALID
CFS_RMO_FK_I|NORMAL|CMO_FSC_JRD_SAL|VISIBLE|NONUNIQUE|VALID
CGC_I|NORMAL|CLI_PSS_JRD|VISIBLE|NONUNIQUE|VALID
CGC_PK|NORMAL|CGA_MNS_CLB_RMN_VRV|VISIBLE|UNIQUE|VALID
CGO_PK|NORMAL|CGO|VISIBLE|UNIQUE|VALID
CG_REF_CODES_I|NORMAL|CG_REF_CODES|VISIBLE|NONUNIQUE|VALID
CHC_CTP_I|NORMAL|HST_CTP_CRT|VISIBLE|NONUNIQUE|VALID
CHD_PK|NORMAL|CHD_RPC|VISIBLE|UNIQUE|VALID
CHP_CAI_FK_I|NORMAL|CHQ_PAG|VISIBLE|NONUNIQUE|VALID
CHP_CAP_FK_I|NORMAL|CHQ_PAG|VISIBLE|NONUNIQUE|VALID
CHP_CLO_FK_I|NORMAL|CHQ_PAG|VISIBLE|NONUNIQUE|VALID
CHP_PK|NORMAL|CHQ_PAG|VISIBLE|UNIQUE|VALID
CIA_ADE_I|NORMAL|CTL_IMP_ATN|VISIBLE|NONUNIQUE|VALID
CIA_PK|NORMAL|CTL_IMP_ATN|VISIBLE|UNIQUE|VALID
CIB_PK|NORMAL|CRT_INB|VISIBLE|UNIQUE|VALID
CIC_PK|NORMAL|CMO_CLI_CTO|VISIBLE|UNIQUE|VALID
CIC_UK|NORMAL|CMO_CLI_CTO|VISIBLE|UNIQUE|VALID
CIF_BSA_FK_I|NORMAL|CTC_IFD_BNF_SBG|VISIBLE|NONUNIQUE|VALID
CIF_PK|NORMAL|CTC_IFD_BNF_SBG|VISIBLE|UNIQUE|VALID
CIM_LOD_FK_I|NORMAL|CAC_IMT_MNC|VISIBLE|NONUNIQUE|VALID
CIM_PK|NORMAL|CAC_IMT_MNC|VISIBLE|UNIQUE|VALID
CIN_PK|NORMAL|CAR_IVT|VISIBLE|UNIQUE|VALID
CIN_RMO_FK_I|NORMAL|CAR_IVT|VISIBLE|NONUNIQUE|VALID
CIO_PK|NORMAL|CLI_CTO|VISIBLE|UNIQUE|VALID
CIP_PK|NORMAL|CAC_IMT_RND|VISIBLE|UNIQUE|VALID
CIR_PK|NORMAL|CLF_IMT_RND|VISIBLE|UNIQUE|VALID
CISC_PK|NORMAL|CTL_ITL_SIS_CLC|VISIBLE|UNIQUE|VALID
CJU_GRE_FK_I|NORMAL|CLI_PSS_JRD|VISIBLE|NONUNIQUE|VALID
CJU_PK|NORMAL|CLI_PSS_JRD|VISIBLE|UNIQUE|VALID
CLA_PK|NORMAL|CTL_IPR_PRA|VISIBLE|UNIQUE|VALID
CLB_CFI_FK_I|NORMAL|CLB|VISIBLE|NONUNIQUE|VALID
CLB_PK|NORMAL|CLB|VISIBLE|UNIQUE|VALID
CLC_ATC_FK_I|NORMAL|CMO_CTA_CTB_CLS|VISIBLE|NONUNIQUE|VALID
CLC_ATC_SUN_FK_I|NORMAL|CMO_CTA_CTB_CLS_SUN|VISIBLE|NONUNIQUE|VALID
CLC_CAH_FK_I|NORMAL|CMO_CTA_CTB_CLS|VISIBLE|NONUNIQUE|VALID
CLC_CAH_SUN_FK_I|NORMAL|CMO_CTA_CTB_CLS_SUN|VISIBLE|NONUNIQUE|VALID
CLC_CCT_FK_I|NORMAL|CMO_CTA_CTB_CLS|VISIBLE|NONUNIQUE|VALID
CLC_CCT_SUN_FK_I|NORMAL|CMO_CTA_CTB_CLS_SUN|VISIBLE|NONUNIQUE|VALID
CLC_FCL_FK_I|NORMAL|CMO_CTA_CTB_CLS|VISIBLE|NONUNIQUE|VALID
CLC_FCL_SUN_FK_I|NORMAL|CMO_CTA_CTB_CLS_SUN|VISIBLE|NONUNIQUE|VALID
CLC_PK|NORMAL|CMO_CTA_CTB_CLS|VISIBLE|UNIQUE|VALID
CLC_SUN_PK|NORMAL|CMO_CTA_CTB_CLS_SUN|VISIBLE|UNIQUE|VALID
CLC_UK|NORMAL|CMO_CTA_CTB_CLS|VISIBLE|UNIQUE|VALID
CLI_PK|NORMAL|CLI|VISIBLE|UNIQUE|VALID
CLM_CLS_FK_I|NORMAL|CMO_LCT_MVM_BNF|VISIBLE|NONUNIQUE|VALID
CLM_LCC_FK_I|NORMAL|CMO_LCT_MVM_BNF|VISIBLE|NONUNIQUE|VALID
CLM_MBA_FK_I|NORMAL|CMO_LCT_MVM_BNF|VISIBLE|NONUNIQUE|VALID
CLM_PK|NORMAL|CMO_LCT_MVM_BNF|VISIBLE|UNIQUE|VALID
CLO_CFI_FK_I|NORMAL|CLI_OPN|VISIBLE|NONUNIQUE|VALID
CLO_EPJ_FK_I|NORMAL|CLI_OPN|VISIBLE|NONUNIQUE|VALID
CLO_PK|NORMAL|CLI_OPN|VISIBLE|UNIQUE|VALID
CLP_CAP_FK_I|NORMAL|CMO_LCT_CTS_PAG|VISIBLE|NONUNIQUE|VALID
CLP_CLS_FK_I|NORMAL|CMO_LCT_CTS_PAG|VISIBLE|NONUNIQUE|VALID
CLP_LCC_FK_I|NORMAL|CMO_LCT_CTS_PAG|VISIBLE|NONUNIQUE|VALID
CLP_PK|NORMAL|CMO_LCT_CTS_PAG|VISIBLE|UNIQUE|VALID
CLR_CLS_FK_I|NORMAL|CMO_LCT_CTS_RCR|VISIBLE|NONUNIQUE|VALID
CLR_CRD_FK_I|NORMAL|CMO_LCT_CTS_RCR|VISIBLE|NONUNIQUE|VALID
CLR_LCC_FK_I|NORMAL|CMO_LCT_CTS_RCR|VISIBLE|NONUNIQUE|VALID
CLR_PK|NORMAL|CMO_LCT_CTS_RCR|VISIBLE|UNIQUE|VALID
CLS_PK|NORMAL|CLS_CTB|VISIBLE|UNIQUE|VALID
CLS_SUN_PK|NORMAL|CLS_CTB_SUN|VISIBLE|UNIQUE|VALID
CLT_LIT_FK_I|NORMAL|CAC_LMT_TCO|VISIBLE|NONUNIQUE|VALID
CLT_PK|NORMAL|CAC_LMT_TCO|VISIBLE|UNIQUE|VALID
CLT_RMO_FK_I|NORMAL|CAC_LMT_TCO|VISIBLE|NONUNIQUE|VALID
CMA_CBS_FK_I|NORMAL|CMO_CTC_APL|VISIBLE|NONUNIQUE|VALID
CMA_CSG_FK_I|NORMAL|CMO_CTC_APL|VISIBLE|NONUNIQUE|VALID
CMA_PK|NORMAL|CMO_CTC_APL|VISIBLE|UNIQUE|VALID
CMC_PK|NORMAL|COM_CRN|VISIBLE|UNIQUE|VALID
CME_PK|NORMAL|CMP_EMS_SGR|VISIBLE|UNIQUE|VALID
CMM_PK|NORMAL|CMO_AMC_EMS|VISIBLE|UNIQUE|VALID
CMO_CAP_SRI_PK|NORMAL|CMO_CAP_SRI|VISIBLE|UNIQUE|VALID
CMO_COD_CIA_SGM_PK|NORMAL|CMO_COD_CIA_SGM|VISIBLE|UNIQUE|VALID
CMO_CTC_APL_IX|NORMAL|CMO_CTC_APL|VISIBLE|NONUNIQUE|VALID
CMO_CTP_DIA_PK|NORMAL|CMO_CTP_DIA|VISIBLE|UNIQUE|VALID
CMO_CTP_FNC_F_FVG|FUNCTION-BASED NORMAL|CMO_CTP_FNC|VISIBLE|NONUNIQUE|VALID
CMO_CTP_FNC_PK|NORMAL|CMO_CTP_FNC|VISIBLE|UNIQUE|VALID
CMO_CTP_ITE_I1|NORMAL|CMO_CTP_ITE|VISIBLE|NONUNIQUE|VALID
CMO_CTP_ITE_IF1|FUNCTION-BASED NORMAL|CMO_CTP_ITE|VISIBLE|NONUNIQUE|VALID
CMO_CTP_ITE_IX|NORMAL|CMO_CTP_ITE|VISIBLE|NONUNIQUE|VALID
CMO_CTP_ITE_PK|NORMAL|CMO_CTP_ITE|VISIBLE|UNIQUE|VALID
CMO_ETR_MRB_I|NORMAL|CMO_ETR_MRB|VISIBLE|NONUNIQUE|VALID
CMO_ETR_MRB_PK|NORMAL|CMO_ETR_MRB|VISIBLE|UNIQUE|VALID
CMO_EVR_MRB_I|NORMAL|CMO_EVR_MRB|VISIBLE|NONUNIQUE|VALID
CMO_EVR_MRB_PK|NORMAL|CMO_EVR_MRB|VISIBLE|UNIQUE|VALID
CMO_LOC_CTO_PK|NORMAL|CMO_LOC_CTO|VISIBLE|UNIQUE|VALID
CMO_LOT_ETR_MSG_PK|NORMAL|CMO_LOT_ETR_MSG|VISIBLE|UNIQUE|VALID
CMO_MRB_MCC_FK_MCC|NORMAL|CMO_MRB_MCC|VISIBLE|NONUNIQUE|VALID
CMO_MRB_MCC_FK_MRB|NORMAL|CMO_MRB_MCC|VISIBLE|NONUNIQUE|VALID
CMO_MRB_MCC_PK|NORMAL|CMO_MRB_MCC|VISIBLE|UNIQUE|VALID
CMO_MVM_CTO_IX2|NORMAL|CMO_MVM_CTO|VISIBLE|NONUNIQUE|VALID
CMO_SEQ_MVM_PK|NORMAL|CMO_CLI_PRA_SEQ_MVM|VISIBLE|UNIQUE|VALID
CMO_SEQ_RJC_PK|NORMAL|CMO_CLI_PRA_SEQ_RJC|VISIBLE|UNIQUE|VALID
CMO_TIP_PGT_CLF_PK|NORMAL|CMO_TIP_PGT_CLF|VISIBLE|UNIQUE|VALID
CMO_TIP_SNS_CAU_EVT_PK|NORMAL|CMO_TIP_SNS_CAU_EVT|VISIBLE|UNIQUE|VALID
CMR_CCS_FK_I|NORMAL|CMS_CTC_PRR|VISIBLE|NONUNIQUE|VALID
CMR_CLO_FK_I|NORMAL|CMS_CTC_PRR|VISIBLE|NONUNIQUE|VALID
CMR_CTP_FK_I|NORMAL|CMS_CTC_PRR|VISIBLE|NONUNIQUE|VALID
CMR_MCC_FK_I|NORMAL|CMS_CTC_PRR|VISIBLE|NONUNIQUE|VALID
CMR_PK|NORMAL|CMS_CTC_PRR|VISIBLE|UNIQUE|VALID
CMR_RMO_FK_I|NORMAL|CMS_CTC_PRR|VISIBLE|NONUNIQUE|VALID
CMS_RCP_FK_MCC|NORMAL|CMS_RCP|VISIBLE|NONUNIQUE|VALID
CMS_RCP_FK_MRB|NORMAL|CMS_RCP|VISIBLE|NONUNIQUE|VALID
CMS_RCP_PK|NORMAL|CMS_RCP|VISIBLE|UNIQUE|VALID
CMS_RCP_STA_I0|NORMAL|CMS_RCP|VISIBLE|NONUNIQUE|VALID
CMT_PK|NORMAL|CMO_MVM_CTO|VISIBLE|UNIQUE|VALID
CMX_I_01|NORMAL|CTL_EMS_EXR|VISIBLE|NONUNIQUE|VALID
CMX_I_02|NORMAL|CTL_EMS_EXR|VISIBLE|NONUNIQUE|VALID
CNB_AIM_FK_I|NORMAL|CNV_BCO|VISIBLE|NONUNIQUE|VALID
CNB_CAI_FK_I|NORMAL|CNV_BCO|VISIBLE|NONUNIQUE|VALID
CNB_ESB_FK_I|NORMAL|CNV_BCO|VISIBLE|NONUNIQUE|VALID
CNB_PK|NORMAL|CNV_BCO|VISIBLE|UNIQUE|VALID
CNB_RMO_FK_I|NORMAL|CNV_BCO|VISIBLE|NONUNIQUE|VALID
CNC_BNC_FK_I|NORMAL|CVS_COD_BNC|VISIBLE|NONUNIQUE|VALID
CNC_DCB_FK_I|NORMAL|CVS_COD_BNC|VISIBLE|NONUNIQUE|VALID
CNC_PK|NORMAL|CVS_COD_BNC|VISIBLE|UNIQUE|VALID
CNC_UN|NORMAL|CVS_COD_BNC|VISIBLE|UNIQUE|VALID
CNE_PK|NORMAL|CNJ_CBE|VISIBLE|UNIQUE|VALID
CNO_CLO_FK_I|NORMAL|CMO_NGC_CLI_OPN|VISIBLE|NONUNIQUE|VALID
CNO_ETN_FK_I|NORMAL|CMO_NGC_CLI_OPN|VISIBLE|NONUNIQUE|VALID
CNO_PK|NORMAL|CMO_NGC_CLI_OPN|VISIBLE|UNIQUE|VALID
COC_AIM_FK_I|NORMAL|CNV_CTO_CRD|VISIBLE|NONUNIQUE|VALID
COC_EPJ_FK_I|NORMAL|CNV_CTO_CRD|VISIBLE|NONUNIQUE|VALID
COC_PK|NORMAL|CNV_CTO_CRD|VISIBLE|UNIQUE|VALID
COD_ORI_I|NORMAL|ADE|VISIBLE|NONUNIQUE|VALID
CONTR_I|NORMAL|T_REC_PET|VISIBLE|NONUNIQUE|VALID
COP_ACD_FK_I|NORMAL|CMO_ACD_OPR_PRD|VISIBLE|NONUNIQUE|VALID
COP_PK|NORMAL|CMO_ACD_OPR_PRD|VISIBLE|UNIQUE|VALID
COP_PRD_FK_I|NORMAL|CMO_ACD_OPR_PRD|VISIBLE|NONUNIQUE|VALID
CPA_ICS_I|NORMAL|CTS_PAG_DIV|VISIBLE|NONUNIQUE|VALID
CPA_MNT_I|NORMAL|CTS_PAG_DIV|VISIBLE|NONUNIQUE|VALID
CPA_PK|NORMAL|CMO_PRD_CAP|VISIBLE|UNIQUE|VALID
CPB_CNB_FK_I|NORMAL|CMO_PRD_CNV_BCO|VISIBLE|NONUNIQUE|VALID
CPB_PK|NORMAL|CMO_PRD_CNV_BCO|VISIBLE|UNIQUE|VALID
CPB_PRD_FK_I|NORMAL|CMO_PRD_CNV_BCO|VISIBLE|NONUNIQUE|VALID
CPC_PCB_FK_I|NORMAL|CAC_PRM_CTC_CMO|VISIBLE|NONUNIQUE|VALID
CPC_PK|NORMAL|CAC_PRM_CTC_CMO|VISIBLE|UNIQUE|VALID
CPC_RMO_FK_I|NORMAL|CAC_PRM_CTC_CMO|VISIBLE|NONUNIQUE|VALID
CPD_I|NORMAL|CTS_PAG_DIV|VISIBLE|NONUNIQUE|VALID
CPFT_CFI_FK_I|NORMAL|CMO_PSS_FSC_TIP|VISIBLE|NONUNIQUE|VALID
CPFT_PK|NORMAL|CMO_PSS_FSC_TIP|VISIBLE|UNIQUE|VALID
CPF_I|NORMAL|CLI_PSS_FSC|VISIBLE|NONUNIQUE|VALID
CPF_NAS_I|NORMAL|CLI_CTO|VISIBLE|NONUNIQUE|VALID
CPF_PARTIC_I|NORMAL|T_REC_PET|VISIBLE|NONUNIQUE|VALID
CPF_PP_IR_PK|NORMAL|CPF_PP_IR|VISIBLE|NONUNIQUE|VALID
CPG_AAI_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_CLO_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_CSG_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_CTC_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_CTP_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_PK|NORMAL|CMS_PAG|VISIBLE|UNIQUE|VALID
CPG_PRD_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_RMO_FK_I|NORMAL|CMS_PAG|VISIBLE|NONUNIQUE|VALID
CPG_SAP_PK|NORMAL|CMS_PAG_SAP|VISIBLE|UNIQUE|VALID
CPJT_CJU_FK_I|NORMAL|CMO_PSS_JRD_TIP|VISIBLE|NONUNIQUE|VALID
CPJT_PK|NORMAL|CMO_PSS_JRD_TIP|VISIBLE|UNIQUE|VALID
CPJT_TIP_I|NORMAL|CMO_PSS_JRD_TIP|VISIBLE|NONUNIQUE|VALID
CPL_PK|NORMAL|CMO_PRD_TBL_LMT|VISIBLE|UNIQUE|VALID
CPL_PRD_FK_I|NORMAL|CMO_PRD_TBL_LMT|VISIBLE|NONUNIQUE|VALID
CPL_TLV_FK_I|NORMAL|CMO_PRD_TBL_LMT|VISIBLE|NONUNIQUE|VALID
CPM_MSG_FK_I|NORMAL|CMO_PRD_MSG|VISIBLE|NONUNIQUE|VALID
CPM_PK|NORMAL|CMO_PRD_MSG|VISIBLE|UNIQUE|VALID
CPM_PRD_FK_I|NORMAL|CMO_PRD_MSG|VISIBLE|NONUNIQUE|VALID
CPN_NTA_FK_I|NORMAL|CMO_PRD_NOT|VISIBLE|NONUNIQUE|VALID
CPN_PK|NORMAL|CMO_PRD_NOT|VISIBLE|UNIQUE|VALID
CPN_PRD_FK_I|NORMAL|CMO_PRD_NOT|VISIBLE|NONUNIQUE|VALID
CPO_PK|NORMAL|CAC_PRD|VISIBLE|UNIQUE|VALID
CPO_PRD_I|NORMAL|CAC_PRD|VISIBLE|NONUNIQUE|VALID
CPP_PK|NORMAL|CAC_CMO_PAR_PRD|VISIBLE|UNIQUE|VALID
CPQ_PK|NORMAL|CMO_PRD_QST|VISIBLE|UNIQUE|VALID
CPQ_PRD_FK_I|NORMAL|CMO_PRD_QST|VISIBLE|NONUNIQUE|VALID
CPQ_QST_FK_I|NORMAL|CMO_PRD_QST|VISIBLE|NONUNIQUE|VALID
CPR_PK|NORMAL|CMO_PAR_PRD|VISIBLE|UNIQUE|VALID
CPS_PK|NORMAL|CAC_PRT_SRV|VISIBLE|UNIQUE|VALID
CPS_PSE_FK_I|NORMAL|CAC_PRT_SRV|VISIBLE|NONUNIQUE|VALID
CPT_PK|NORMAL|CMO_PRD_TBL_VLC|VISIBLE|UNIQUE|VALID
CPT_PRD_FK_I|NORMAL|CMO_PRD_TBL_VLC|VISIBLE|NONUNIQUE|VALID
CPT_TVV_FK_I|NORMAL|CMO_PRD_TBL_VLC|VISIBLE|NONUNIQUE|VALID
CPV_PK|NORMAL|CMS_PRD_TIP_VND|VISIBLE|UNIQUE|VALID
CPV_PRD_FK_I|NORMAL|CMS_PRD_TIP_VND|VISIBLE|NONUNIQUE|VALID
CPV_TPV_FK_I|NORMAL|CMS_PRD_TIP_VND|VISIBLE|NONUNIQUE|VALID
CQI_PK|NORMAL|CMO_QUO_INX_PRD|VISIBLE|UNIQUE|VALID
CQI_RMO_FK_I|NORMAL|CMO_QUO_INX_PRD|VISIBLE|NONUNIQUE|VALID
CQI_RMO_INX_FK_I|NORMAL|CMO_QUO_INX_PRD|VISIBLE|NONUNIQUE|VALID
CRA_ANQ_FK_I|NORMAL|CLF_RSC_ANL|VISIBLE|NONUNIQUE|VALID
CRA_FK_I|NORMAL|CTL_RSM_ARC|VISIBLE|NONUNIQUE|VALID
CRA_PK|NORMAL|CLF_RSC_ANL|VISIBLE|UNIQUE|VALID
CRB_BSA_FK_I|NORMAL|CTC_RTR_BNF_SBG|VISIBLE|NONUNIQUE|VALID
CRB_ECR_FK_I|NORMAL|CTC_RTR_BNF_SBG|VISIBLE|NONUNIQUE|VALID
CRB_PK|NORMAL|CTC_RTR_BNF_SBG|VISIBLE|UNIQUE|VALID
CRB_RMO_FK_I|NORMAL|CTC_RTR_BNF_SBG|VISIBLE|NONUNIQUE|VALID
CRCB_PK|NORMAL|CTL_RET_CNV_BNC|VISIBLE|UNIQUE|VALID
CRC_CNB_FK_I|NORMAL|CTL_RET_CNV_BNC|VISIBLE|NONUNIQUE|VALID
CRC_CRD_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRC_CTP_FK_I|NORMAL|CHQ_RCR|VISIBLE|NONUNIQUE|VALID
CRC_PK|NORMAL|CHQ_RCR|VISIBLE|UNIQUE|VALID
CRD_2008_IX|NORMAL|CRD_2008|VISIBLE|NONUNIQUE|VALID
CRD_2008_IX1|NORMAL|CRD_2008|VISIBLE|NONUNIQUE|VALID
CRD_2009_IX|NORMAL|CRD_2009|VISIBLE|NONUNIQUE|VALID
CRD_2009_IX1|NORMAL|CRD_2009|VISIBLE|NONUNIQUE|VALID
CRD_CLO_COD_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRD_CLO_FK_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRD_DAT_CTB_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRD_DAT_CTB_SUN_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRD_PK|NORMAL|CTS_RCR_DIV|VISIBLE|UNIQUE|VALID
CRD_RMO_FK_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRD_TMP_I|NORMAL|CTS_RCR_DIV_TMP|VISIBLE|NONUNIQUE|VALID
CRD_VCT_STU_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRE_PK|NORMAL|CTL_RMS_RET_PAR|VISIBLE|UNIQUE|VALID
CRIA_ACC_FK_I|NORMAL|CTL_RMS_INF_ADE|VISIBLE|NONUNIQUE|VALID
CRIA_CRI_COD_FK_I|NORMAL|CTL_RMS_INF_ADE|VISIBLE|NONUNIQUE|VALID
CRIC_I|NORMAL|CTL_RMS_INF_CMS|VISIBLE|NONUNIQUE|VALID
CRI_ADE_PK|NORMAL|CTL_RMS_INF_ADE|VISIBLE|UNIQUE|VALID
CRI_COD_FK_I|NORMAL|CTL_RMS_INF|VISIBLE|NONUNIQUE|VALID
CRI_MVM_CMS_PK|NORMAL|CTL_RMS_INF_CMS|VISIBLE|UNIQUE|VALID
CRI_PK|NORMAL|CTL_RMS_INF|VISIBLE|UNIQUE|VALID
CRM_PK|NORMAL|COT_RFR_MNR|VISIBLE|UNIQUE|VALID
CRM_RMO_FK_I_IX2|NORMAL|COT_RFR_MNR|VISIBLE|NONUNIQUE|VALID
CRO_PK|NORMAL|CMO_PRD_CTO|VISIBLE|UNIQUE|VALID
