select t.INDEX_NAME || '|' ||
CRO_UK|NORMAL|CMO_PRD_CTO|VISIBLE|UNIQUE|VALID
CRP_CVE_FK_I|NORMAL|CMO_RSR_PTT|VISIBLE|NONUNIQUE|VALID
CRP_PK|NORMAL|CMO_RSR_PTT|VISIBLE|UNIQUE|VALID
CRR_CNB_FK_I|NORMAL|CTL_RMS_CNV_BNC|VISIBLE|NONUNIQUE|VALID
CRR_CRD_I|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CRR_PK|NORMAL|CTL_RMS_CNV_BNC|VISIBLE|UNIQUE|VALID
CRS_PK|NORMAL|CTL_RMS_SIS_PAG|VISIBLE|UNIQUE|VALID
CRT_PK|NORMAL|CRT|VISIBLE|UNIQUE|VALID
CRV_PK|NORMAL|CTP_RMN_VRV|VISIBLE|UNIQUE|VALID
CSC_CRD_FK_I|NORMAL|CMO_ESU_CRD|VISIBLE|NONUNIQUE|VALID
CSC_ESU_FK_I|NORMAL|CMO_ESU_CRD|VISIBLE|NONUNIQUE|VALID
CSC_PK|NORMAL|CMO_ESU_CRD|VISIBLE|UNIQUE|VALID
CSG_PK|NORMAL|CTR_SGR|VISIBLE|UNIQUE|VALID
CSG_PK_TMP|NORMAL|CTR_SGR_TMP|VISIBLE|UNIQUE|VALID
CSI_PK|NORMAL|CAU_EVT_SNS|VISIBLE|UNIQUE|VALID
CSM_CLO_FK_I|NORMAL|CTR_SGR_CMS|VISIBLE|NONUNIQUE|VALID
CSM_CSG_FK_I|NORMAL|CTR_SGR_CMS|VISIBLE|NONUNIQUE|VALID
CSM_PK|NORMAL|CTR_SGR_CMS|VISIBLE|UNIQUE|VALID
CSP_PK|NORMAL|CTL_SEQ_PRA|VISIBLE|UNIQUE|VALID
CST_EMP_PK|NORMAL|CST_EMP|VISIBLE|UNIQUE|VALID
CTA_ADE_FK_I|NORMAL|CTC_ADE|VISIBLE|NONUNIQUE|VALID
CTA_CTB_TST_PK|NORMAL|CTA_CTB_TST|VISIBLE|UNIQUE|VALID
CTA_CTC_FK_I|NORMAL|CTC_ADE|VISIBLE|NONUNIQUE|VALID
CTA_PK|NORMAL|CTC_ADE|VISIBLE|UNIQUE|VALID
CTA_RMO_FK_I|NORMAL|CTC_ADE|VISIBLE|NONUNIQUE|VALID
CTB_PK|NORMAL|CEI_CTB|VISIBLE|UNIQUE|VALID
CTB_SUN_PK|NORMAL|CEI_CTB_SUN|VISIBLE|UNIQUE|VALID
CTC_AGC_FK_I|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_CRD_FK_I|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_CSD_0809_IX|FUNCTION-BASED NORMAL|CTC_CSD_0809|VISIBLE|NONUNIQUE|VALID
CTC_CSD_0809_IX1|NORMAL|CTC_CSD_0809|VISIBLE|NONUNIQUE|VALID
CTC_CSD_GTT_IX|NORMAL|CTC_CSD_GTT|VISIBLE|NONUNIQUE|VALID
CTC_CSD_IX|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_CSD_IX1|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_DCC_FK_I|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_PCT_FK_I|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_PK|NORMAL|CTC_CSD|VISIBLE|UNIQUE|VALID
CTC_RMO_FK_I|NORMAL|CTC_CSD|VISIBLE|NONUNIQUE|VALID
CTC_TMP_I|NORMAL|CTC_CSD_TMP|VISIBLE|NONUNIQUE|VALID
CTF_PK|NORMAL|CMO_APL_FXA|VISIBLE|UNIQUE|VALID
CTG_I1|NORMAL|CTR_SGR|VISIBLE|UNIQUE|VALID
CTI_DAT_ICS_I|NORMAL|CTI|VISIBLE|NONUNIQUE|VALID
CTI_DAT_SLC_I|NORMAL|CTI|VISIBLE|NONUNIQUE|VALID
CTI_PK|NORMAL|CTI|VISIBLE|UNIQUE|VALID
CTL_EMS_FCA_OTIMZ|NORMAL|CTL_EMS_FCA|VISIBLE|NONUNIQUE|VALID
CTL_FCA_EXN_IX_2|NORMAL|CTL_FCA_EXN|VISIBLE|NONUNIQUE|VALID
CTL_PRC_SUS_PK|NORMAL|CTL_PRC_SUS|VISIBLE|UNIQUE|VALID
CTL_RMS_RET_PK|NORMAL|CTL_RMS_RET|VISIBLE|UNIQUE|VALID
CTL_RSM_ARC_I|NORMAL|CTL_RSM_ARC|VISIBLE|NONUNIQUE|VALID
CTL_RSM_ARC_IX|NORMAL|CTL_RSM_ARC|VISIBLE|NONUNIQUE|VALID
CTL_RSM_ARC_IX1|NORMAL|CTL_RSM_ARC|VISIBLE|NONUNIQUE|VALID
CTO_PK|NORMAL|CTO|VISIBLE|UNIQUE|VALID
CTP_AAI_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_ACD_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_ASR_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_CLO_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_CNB_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_CNO_AGC_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_CNO_CRT_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_ETN_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_IX|NORMAL|CTR_PRV|VISIBLE|UNIQUE|VALID
CTP_PAR_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_PK|NORMAL|CTR_PRV|VISIBLE|UNIQUE|VALID
CTP_PRD_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTP_TPV_FK_I|NORMAL|CTR_PRV|VISIBLE|NONUNIQUE|VALID
CTR_CJU_FK_I|NORMAL|CTR|VISIBLE|NONUNIQUE|VALID
CTR_PK|NORMAL|CTR|VISIBLE|UNIQUE|VALID
CTR_SGR_MCC_I|NORMAL|MVM_CMS_CRT|VISIBLE|NONUNIQUE|VALID
CTS_PAG_DIV_I|NORMAL|CTS_PAG_DIV|VISIBLE|NONUNIQUE|VALID
CTS_PAG_DIV_OTIMZ|NORMAL|CTS_PAG_DIV|VISIBLE|NONUNIQUE|VALID
CTS_PAG_DIV_OTIMZ2|NORMAL|CTS_PAG_DIV|VISIBLE|NONUNIQUE|VALID
CTS_PK|NORMAL|CTL_RTR_SIS_PAG|VISIBLE|UNIQUE|VALID
CTS_RCR_DIV_2008_IX|NORMAL|CTS_RCR_DIV_2008|VISIBLE|UNIQUE|VALID
CTS_RCR_DIV_2008_IX1|NORMAL|CTS_RCR_DIV_2008|VISIBLE|UNIQUE|VALID
CTS_RCR_DIV_2008_IX2|NORMAL|CTS_RCR_DIV_2008|VISIBLE|UNIQUE|VALID
CTS_RCR_DIV_2009_IX|NORMAL|CTS_RCR_DIV_2009|VISIBLE|UNIQUE|VALID
CTS_RCR_DIV_GTT2_IX|NORMAL|CTS_RCR_DIV_GTT2|VISIBLE|NONUNIQUE|VALID
CTS_RCR_DIV_GTT2_IX1|NORMAL|CTS_RCR_DIV_GTT2|VISIBLE|NONUNIQUE|VALID
CTS_RCR_DIV_GTT_IX|NORMAL|CTS_RCR_DIV_GTT|VISIBLE|NONUNIQUE|VALID
CTS_RCR_DIV_IX|NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VALID
CTS_RCR_DIV_TRUNC_DAT_MNT|FUNCTION-BASED NORMAL|CTS_RCR_DIV|VISIBLE|NONUNIQUE|VA
CTX_CPC_FK_I|NORMAL|CAC_PRM_CTC_TXA_RSG|VISIBLE|NONUNIQUE|VALID
CTX_PK|NORMAL|CAC_PRM_CTC_TXA_RSG|VISIBLE|UNIQUE|VALID
CUF_PK|NORMAL|COD_UND_FDR|VISIBLE|UNIQUE|VALID
CUF_RGB_FK_I|NORMAL|COD_UND_FDR|VISIBLE|NONUNIQUE|VALID
CVE_PK|NORMAL|CAC_VRS_ECD|VISIBLE|UNIQUE|VALID
CVE_RMO_FK_I|NORMAL|CAC_VRS_ECD_TMP|VISIBLE|NONUNIQUE|VALID
CVE_VPR_FK_I|NORMAL|CAC_VRS_ECD_TMP|VISIBLE|NONUNIQUE|VALID
CVP_PK|NORMAL|CAC_VRS_PRD|VISIBLE|UNIQUE|VALID
CVP_VPR_FK_I|NORMAL|CAC_VRS_PRD|VISIBLE|NONUNIQUE|VALID
D32_ADE_FK_I|NORMAL|D326100F_LOG|VISIBLE|NONUNIQUE|VALID
D32_ECA_FK_I|NORMAL|D326100F_LOG|VISIBLE|NONUNIQUE|VALID
D32_PK|NORMAL|D326100F_LOG|VISIBLE|UNIQUE|VALID
DATAPEND_I|NORMAL|T_REC_PET_HST|VISIBLE|NONUNIQUE|VALID
DAT_MVM_I|NORMAL|MVM_CMS_CRT_PTA|VISIBLE|NONUNIQUE|VALID
DCB_PK|NORMAL|DES_COD_BNC|VISIBLE|UNIQUE|VALID
DCC_CNB_FK_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_COC_FK_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_CRD_FK_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_DAT_ICS_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_DAT_MNT_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_DAT_VCT_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCC_PK|NORMAL|DCM_COB|VISIBLE|UNIQUE|VALID
DCC_RMO_FK_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCM_COB_I|NORMAL|DCM_COB|VISIBLE|NONUNIQUE|VALID
DCO_PK|NORMAL|DCM_OBG|VISIBLE|UNIQUE|VALID
DCP_PK|NORMAL|DVL_CTC_PND|VISIBLE|UNIQUE|VALID
DDO_BFR_PK|NORMAL|DDO_BFR|VISIBLE|UNIQUE|VALID
DDO_BNF_PK|NORMAL|DDO_BNF|VISIBLE|UNIQUE|VALID
DDO_CLI_ATL_PK|NORMAL|DDO_CLI_ATL|VISIBLE|UNIQUE|VALID
DDO_CLI_IX|NORMAL|DDO_CLI|VISIBLE|NONUNIQUE|VALID
DDO_CLI_PK|NORMAL|DDO_CLI|VISIBLE|UNIQUE|VALID
DDO_CTP_ATL_PK|NORMAL|DDO_CTP_ATL|VISIBLE|UNIQUE|VALID
DDO_CTP_PK|NORMAL|DDO_CTP|VISIBLE|UNIQUE|VALID
DDO_CTP_UK|NORMAL|DDO_CTP|VISIBLE|UNIQUE|VALID
DDO_EMS_PK|NORMAL|DDO_EMS|VISIBLE|UNIQUE|VALID
DDO_PRL_ATL_IX|NORMAL|DDO_PRL_ATL|VISIBLE|NONUNIQUE|VALID
DDO_PRL_ATL_PK|NORMAL|DDO_PRL_ATL|VISIBLE|UNIQUE|VALID
DDO_PRL_PK|NORMAL|DDO_PRL|VISIBLE|UNIQUE|VALID
DDO_RSG_PK|NORMAL|DDO_RSG|VISIBLE|UNIQUE|VALID
DEA_CCT_CONTRA_PARTIDA_FK_I|NORMAL|CMO_DFN_LCT_ATM|VISIBLE|NONUNIQUE|VALID
DEA_CCT_FK_I|NORMAL|CMO_DFN_LCT_ATM|VISIBLE|NONUNIQUE|VALID
DEA_PK|NORMAL|CMO_DFN_LCT_ATM|VISIBLE|UNIQUE|VALID
DEA_UK|NORMAL|CMO_DFN_LCT_ATM|VISIBLE|UNIQUE|VALID
DEGUSTA_I|NORMAL|DEGUSTACAO_NET_CLUBE|VISIBLE|NONUNIQUE|VALID
DEGUSTA_IUF|NORMAL|DEGUSTACAO_NET_CLUBE|VISIBLE|NONUNIQUE|VALID
DEPAR_PK|NORMAL|T_DPT|VISIBLE|UNIQUE|VALID
DEPAR_UK|NORMAL|T_DPT|VISIBLE|UNIQUE|VALID
DOC_SIN_PK|NORMAL|DOC_SIN|VISIBLE|UNIQUE|VALID
DOP_PK|NORMAL|DVS_OPN|VISIBLE|UNIQUE|VALID
DO_SIN_PK_I|NORMAL|DOC_SIN|VISIBLE|UNIQUE|VALID
DSC_PK|NORMAL|DPV_SRF_CAD|VISIBLE|UNIQUE|VALID
DSP_PK|NORMAL|DPV_SRF_PTT|VISIBLE|UNIQUE|VALID
DTA_PK|NORMAL|DVL_TXA_ADM_DTL|VISIBLE|UNIQUE|VALID
DTS_PK|NORMAL|CMO_DCM_TIP_SNS|VISIBLE|UNIQUE|VALID
DTS_TDO_FK_I|NORMAL|CMO_DCM_TIP_SNS|VISIBLE|NONUNIQUE|VALID
DTS_TPS_FK_I|NORMAL|CMO_DCM_TIP_SNS|VISIBLE|NONUNIQUE|VALID
EAP_PK|NORMAL|EAP|VISIBLE|UNIQUE|VALID
EBS_BSE_FK_I|NORMAL|ELG_BNF_SBG_ETU|VISIBLE|NONUNIQUE|VALID
EBS_PK|NORMAL|ELG_BNF_SBG_ETU|VISIBLE|UNIQUE|VALID
EBS_RMO_MNM_BNF_FK_I|NORMAL|ELG_BNF_SBG_ETU|VISIBLE|NONUNIQUE|VALID
EBS_RMO_MNM_SAL_FK_I|NORMAL|ELG_BNF_SBG_ETU|VISIBLE|NONUNIQUE|VALID
ECA_ADE_FK_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECA_CAU_FK_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECA_DAT_ICS_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECA_DAT_MNT_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECA_EMS_FK_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECA_PCN_FK_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECA_PK|NORMAL|EVT_CNL|VISIBLE|UNIQUE|VALID
ECA_RMO_FK_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
ECB_CBV_FK_I|NORMAL|ELG_CMO_BNF|VISIBLE|NONUNIQUE|VALID
ECB_PK|NORMAL|ELG_CMO_BNF|VISIBLE|UNIQUE|VALID
ECB_RMO_FK_I|NORMAL|ELG_CMO_BNF|VISIBLE|NONUNIQUE|VALID
ECB_RMO_VALORIZADO_POR_FK_I|NORMAL|ELG_CMO_BNF|VISIBLE|NONUNIQUE|VALID
ECN_MBA_I|NORMAL|EVT_CNL_BNF|VISIBLE|NONUNIQUE|VALID
ECN_PK|NORMAL|EVT_CNL_BNF|VISIBLE|UNIQUE|VALID
ECR_CTC_FK_I|NORMAL|EVT_CTC_RTR|VISIBLE|NONUNIQUE|VALID
ECR_PK|NORMAL|EVT_CTC_RTR|VISIBLE|UNIQUE|VALID
ECR_RMO_FK_I|NORMAL|EVT_CTC_RTR|VISIBLE|NONUNIQUE|VALID
ECV_PK|NORMAL|ETO_CVL|VISIBLE|UNIQUE|VALID
EDA_ADE_FK_I|NORMAL|EVT_DVL_ADE|VISIBLE|NONUNIQUE|VALID
EDA_EDC_FK_I|NORMAL|EVT_DVL_ADE|VISIBLE|NONUNIQUE|VALID
EDA_PK|NORMAL|EVT_DVL_ADE|VISIBLE|UNIQUE|VALID
EDC_AGC_FK_I|NORMAL|EVT_DVL_CTC|VISIBLE|NONUNIQUE|VALID
EDC_PK|NORMAL|EVT_DVL_CTC|VISIBLE|UNIQUE|VALID
EEC_DAT_I|NORMAL|EVT_ECR_CTP|VISIBLE|NONUNIQUE|VALID
EEC_PK|NORMAL|EVT_ECR_CTP|VISIBLE|UNIQUE|VALID
EES_MRB_EST_FK_I|NORMAL|EVT_EST|VISIBLE|NONUNIQUE|VALID
EES_PK|NORMAL|EVT_EST|VISIBLE|UNIQUE|VALID
EMS_DAT_ICS_I|NORMAL|EMS|VISIBLE|NONUNIQUE|VALID
EMS_IX|NORMAL|EMS|VISIBLE|UNIQUE|VALID
EMS_PK|NORMAL|EMS|VISIBLE|UNIQUE|VALID
EMS_RMO_FK_I|NORMAL|EMS|VISIBLE|NONUNIQUE|VALID
ENA_AAI_FK_I|NORMAL|CMO_ETT_NGC_AGC|VISIBLE|NONUNIQUE|VALID
ENA_ETN_FK_I|NORMAL|CMO_ETT_NGC_AGC|VISIBLE|NONUNIQUE|VALID
ENA_PK|NORMAL|CMO_ETT_NGC_AGC|VISIBLE|UNIQUE|VALID
EPJ_CJU_CLI_I|NORMAL|EST_CLI_PSS_JRD|VISIBLE|NONUNIQUE|VALID
EPJ_PK|NORMAL|EST_CLI_PSS_JRD|VISIBLE|UNIQUE|VALID
ERC_PK|NORMAL|EVT_RCL|VISIBLE|UNIQUE|VALID
ERD_PK|NORMAL|ETT_RMN_VRV_DTL|VISIBLE|UNIQUE|VALID
ERL_ADE_I|NORMAL|EVT_RSG_PRG_LOG|VISIBLE|NONUNIQUE|VALID
ERL_PK|NORMAL|EVT_RSG_PRG_LOG|VISIBLE|UNIQUE|VALID
ERP_PK|NORMAL|EVT_RSG_PRG|VISIBLE|UNIQUE|VALID
ERV_PK|NORMAL|ETT_RMN_VRV|VISIBLE|UNIQUE|VALID
ESA_ADE_FK_I|NORMAL|EVT_SUS_ADE|VISIBLE|NONUNIQUE|VALID
ESA_PK|NORMAL|EVT_SUS_ADE|VISIBLE|UNIQUE|VALID
ESB_PK|NORMAL|EST_BNC|VISIBLE|UNIQUE|VALID
ESC_ADE_FK_I|NORMAL|EVT_SNS_CNL|VISIBLE|NONUNIQUE|VALID
ESC_EMS_FK_I|NORMAL|EVT_SNS_CNL|VISIBLE|NONUNIQUE|VALID
ESC_EVS_FK_I|NORMAL|EVT_SNS_CNL|VISIBLE|NONUNIQUE|VALID
ESC_PK|NORMAL|EVT_SNS_CNL|VISIBLE|UNIQUE|VALID
EST_BNC_I|NORMAL|EST_BNC|VISIBLE|NONUNIQUE|VALID
ESU_CTP_FK_I|NORMAL|EVT_SUS_CTC|VISIBLE|NONUNIQUE|VALID
ESU_PK|NORMAL|EVT_SUS_CTC|VISIBLE|UNIQUE|VALID
ETC_CTP_ETD_FK_I|NORMAL|EVT_TRF_RSR_CCD|VISIBLE|NONUNIQUE|VALID
ETC_CTP_SAI_FK_I|NORMAL|EVT_TRF_RSR_CCD|VISIBLE|NONUNIQUE|VALID
ETC_PK|NORMAL|EVT_TRF_RSR_CCD|VISIBLE|UNIQUE|VALID
ETJ_PK|NORMAL|ETP_PRC_JRD|VISIBLE|UNIQUE|VALID
ETJ_PRJ_FK_I|NORMAL|ETP_PRC_JRD|VISIBLE|NONUNIQUE|VALID
ETL_CLO_FK_I|NORMAL|ETL|VISIBLE|NONUNIQUE|VALID
ETL_IX|NORMAL|ETL|VISIBLE|UNIQUE|VALID
ETL_PK|NORMAL|ETL|VISIBLE|UNIQUE|VALID
ETN_PK|NORMAL|ETT_NGC|VISIBLE|UNIQUE|VALID
ETR_ADE_FK_I|NORMAL|EVT_TRF|VISIBLE|NONUNIQUE|VALID
ETR_CJU_FK_I|NORMAL|EVT_TRF|VISIBLE|NONUNIQUE|VALID
ETR_OCP_FK_I|NORMAL|EVT_TRF|VISIBLE|NONUNIQUE|VALID
ETR_PK|NORMAL|EVT_TRF|VISIBLE|UNIQUE|VALID
ETR_PPE_FK_I|NORMAL|EVT_TRF|VISIBLE|NONUNIQUE|VALID
ETR_PTA_FK_I|NORMAL|EVT_TRF|VISIBLE|NONUNIQUE|VALID
ETU_AAE_FK_I|NORMAL|ETU|VISIBLE|NONUNIQUE|VALID
ETU_CLB_FK_I|NORMAL|ETU|VISIBLE|NONUNIQUE|VALID
ETU_PK|NORMAL|ETU|VISIBLE|UNIQUE|VALID
ETU_PRD_FK_I|NORMAL|ETU|VISIBLE|NONUNIQUE|VALID
EUS_EMS_FK_I|NORMAL|EMS_UTL_SDO_ECD|VISIBLE|NONUNIQUE|VALID
EUS_PK|NORMAL|EMS_UTL_SDO_ECD|VISIBLE|UNIQUE|VALID
EUS_PUE_FK_I|NORMAL|EMS_UTL_SDO_ECD|VISIBLE|NONUNIQUE|VALID
EVA_BSA_FK_I|NORMAL|EVT_SNS_ADE|VISIBLE|NONUNIQUE|VALID
EVA_EMS_FK_I|NORMAL|EVT_SNS_ADE|VISIBLE|NONUNIQUE|VALID
EVA_EVS_FK_I|NORMAL|EVT_SNS_ADE|VISIBLE|NONUNIQUE|VALID
EVA_PK|NORMAL|EVT_SNS_ADE|VISIBLE|UNIQUE|VALID
EVA_PTA_FK_I|NORMAL|EVT_SNS_ADE|VISIBLE|NONUNIQUE|VALID
EVB_BFR_FK_I|NORMAL|EVT_SNS_BFR|VISIBLE|NONUNIQUE|VALID
EVB_EVA_FK_I|NORMAL|EVT_SNS_BFR|VISIBLE|NONUNIQUE|VALID
EVB_PK|NORMAL|EVT_SNS_BFR|VISIBLE|UNIQUE|VALID
EVC_BFR_FK_I|NORMAL|EVT_SNS_CNL_BFR|VISIBLE|NONUNIQUE|VALID
EVC_ESC_FK_I|NORMAL|EVT_SNS_CNL_BFR|VISIBLE|NONUNIQUE|VALID
EVC_PCN_FK_I|NORMAL|EVT_SNS_CNL_BFR|VISIBLE|NONUNIQUE|VALID
EVC_PK|NORMAL|EVT_SNS_CNL_BFR|VISIBLE|UNIQUE|VALID
EVJ_BSA_FK_I|NORMAL|EVT_JUB|VISIBLE|NONUNIQUE|VALID
EVJ_EMS_FK_I|NORMAL|EVT_JUB|VISIBLE|NONUNIQUE|VALID
EVJ_OCP_FK_I|NORMAL|EVT_JUB|VISIBLE|NONUNIQUE|VALID
EVJ_PCN_FK_I|NORMAL|EVT_JUB|VISIBLE|NONUNIQUE|VALID
EVJ_PK|NORMAL|EVT_JUB|VISIBLE|UNIQUE|VALID
EVJ_PTA_FK_I|NORMAL|EVT_JUB|VISIBLE|NONUNIQUE|VALID
EVP_MRB_FK_I|NORMAL|EVT_PNL|VISIBLE|NONUNIQUE|VALID
EVP_MRB_PNL_FK_I|NORMAL|EVT_PNL|VISIBLE|NONUNIQUE|VALID
EVP_PK|NORMAL|EVT_PNL|VISIBLE|UNIQUE|VALID
EVP_RCE_FK_I|NORMAL|EVT_PNL|VISIBLE|NONUNIQUE|VALID
EVR_ADE_FK_I|NORMAL|EVT_RSG|VISIBLE|NONUNIQUE|VALID
EVR_OCP_FK_I|NORMAL|EVT_RSG|VISIBLE|NONUNIQUE|VALID
EVR_PK|NORMAL|EVT_RSG|VISIBLE|UNIQUE|VALID
EVR_PPE_FK_I|NORMAL|EVT_RSG|VISIBLE|NONUNIQUE|VALID
EVS_CFI_FK_I|NORMAL|EVT_SNS|VISIBLE|NONUNIQUE|VALID
EVS_CSI_FK_I|NORMAL|EVT_SNS|VISIBLE|NONUNIQUE|VALID
EVS_PK|NORMAL|EVT_SNS|VISIBLE|UNIQUE|VALID
EVS_TPS_FK_I|NORMAL|EVT_SNS|VISIBLE|NONUNIQUE|VALID
EVT_CNL_ATM_CTP_I|NORMAL|EVT_CNL_ATM|VISIBLE|NONUNIQUE|VALID
EVT_CNL_ATM_PK|NORMAL|EVT_CNL_ATM|VISIBLE|UNIQUE|VALID
EVT_CNL_DAT_I|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
EVT_CNL_IX|FUNCTION-BASED NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
EVT_CNL_IX1|NORMAL|EVT_CNL|VISIBLE|NONUNIQUE|VALID
EVT_RGD_PK|NORMAL|EVT_RGD|VISIBLE|UNIQUE|VALID
EVT_SNS_UK|NORMAL|EVT_SNS|VISIBLE|UNIQUE|VALID
EXP_SNS_I1|NORMAL|EXP_SNS|VISIBLE|NONUNIQUE|VALID
EXP_SNS_PK|NORMAL|EXP_SNS|VISIBLE|UNIQUE|VALID
FCC_FCO_FK_I|NORMAL|FRM_CCT_CTC|VISIBLE|NONUNIQUE|VALID
FCC_PK|NORMAL|FRM_CCT_CTC|VISIBLE|UNIQUE|VALID
FCL_CLS_FK_I|NORMAL|FMC_CLS_CTB|VISIBLE|NONUNIQUE|VALID
FCL_CLS_SUN_FK_I|NORMAL|FMC_CLS_CTB_SUN|VISIBLE|NONUNIQUE|VALID
FCL_PK|NORMAL|FMC_CLS_CTB|VISIBLE|UNIQUE|VALID
FCL_SUN_PK|NORMAL|FMC_CLS_CTB_SUN|VISIBLE|UNIQUE|VALID
FCO_PK|NORMAL|FRM_CCT|VISIBLE|UNIQUE|VALID
FCR_FCO_FK_I|NORMAL|FRM_CCT_RSR|VISIBLE|NONUNIQUE|VALID
FCR_MCR_FK_I|NORMAL|FRM_CCT_RSR|VISIBLE|NONUNIQUE|VALID
FCR_PK|NORMAL|FRM_CCT_RSR|VISIBLE|UNIQUE|VALID
FCT_PK|NORMAL|FRM_CLF_CTB|VISIBLE|UNIQUE|VALID
FDO_PK|NORMAL|FDO|VISIBLE|UNIQUE|VALID
FEC_CTC_ARQ_EXN_FK_I|NORMAL|FEC_CTC|VISIBLE|NONUNIQUE|VALID
FEC_CTC_CAU_FK_I|NORMAL|FEC_CTC|VISIBLE|NONUNIQUE|VALID
FEC_CTC_PK|NORMAL|FEC_CTC|VISIBLE|UNIQUE|VALID
FEC_PTT_ARQ_EXN_FK_I|NORMAL|FEC_PTT|VISIBLE|NONUNIQUE|VALID
FEC_PTT_CAU_FK_I|NORMAL|FEC_PTT|VISIBLE|NONUNIQUE|VALID
FML_PK|NORMAL|FML|VISIBLE|UNIQUE|VALID
FPD_CVE_FK_I|NORMAL|FXA_PTT_DST_ECD|VISIBLE|NONUNIQUE|VALID
FPD_PK|NORMAL|FXA_PTT_DST_ECD|VISIBLE|UNIQUE|VALID
FQB_BSG_FK_I|NORMAL|FML_QTC_BNF|VISIBLE|NONUNIQUE|VALID
FQB_FML_FK_I|NORMAL|FML_QTC_BNF|VISIBLE|NONUNIQUE|VALID
FQB_PK|NORMAL|FML_QTC_BNF|VISIBLE|UNIQUE|VALID
FRC_PK|NORMAL|FRC|VISIBLE|UNIQUE|VALID
FRD_PFR_FK_I|NORMAL|PRM_FRM_RSG_DTL|VISIBLE|NONUNIQUE|VALID
FRD_PK|NORMAL|PRM_FRM_RSG_DTL|VISIBLE|UNIQUE|VALID
FRE_CVE_FK_I|NORMAL|FXA_RSR_DST_ECD|VISIBLE|NONUNIQUE|VALID
FRE_PK|NORMAL|FXA_RSR_DST_ECD|VISIBLE|UNIQUE|VALID
FRM_CCT_IX|NORMAL|FRM_CCT|VISIBLE|UNIQUE|VALID
FTA_CTC_FK_I|NORMAL|FTA|VISIBLE|NONUNIQUE|VALID
FTA_PK|NORMAL|FTA|VISIBLE|UNIQUE|VALID
FTA_TRN_I1|NORMAL|FTA_TRN|VISIBLE|NONUNIQUE|VALID
FTA_TRN_I2|NORMAL|FTA_TRN|VISIBLE|NONUNIQUE|VALID
FTA_TRN_I3|NORMAL|FTA_TRN|VISIBLE|NONUNIQUE|VALID
FTA_TRN_I4|NORMAL|FTA_TRN|VISIBLE|NONUNIQUE|VALID
FTA_TRN_PK|NORMAL|FTA_TRN|VISIBLE|UNIQUE|VALID
GERA_I|NORMAL|GERA_FORM|VISIBLE|UNIQUE|VALID
GRE_PAS_FK_I|NORMAL|GRP_EPS|VISIBLE|NONUNIQUE|VALID
GRE_PK|NORMAL|GRP_EPS|VISIBLE|UNIQUE|VALID
GRP_PK|NORMAL|GRU_PAT|VISIBLE|UNIQUE|VALID
