select t.OWNER || '|' ||
WEBMETHODSADM|BMPTSTPTRNSNST_RBI|BAM_PT_STEP_TRANS_INST|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|CONTAIN_INSERT_ID|TBLREL_CONTAINER|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|CACHEHASH_INSERT_ID|TBLCACHEHASH|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|CRITERION_INSERT_ID|TBLSUBSCRIPTION|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|EVENT_INSERT_ID|TBLEVENT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|INBOX_INSERT_ID|TBLINBOX|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|NAME_INSERT_ID|TBLTHINGNAME|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|NOTE_INSERT_ID|TBLNOTE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|RELTHING_INSERT_ID|TBLREL_THING|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|THING_INSERT_ID|TBLTHING|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|TRINBOXDELETE|TBLINBOX|AFTER EACH ROW||ENABLED
WEBMETHODSADM|TRINBOXINSERT|TBLINBOX|AFTER EACH ROW||ENABLED
WEBMETHODSADM|TRONRELDELETE|TBLREL_CONTAINER|AFTER EACH ROW||ENABLED
WEBMETHODSADM|TRONRELINSERT|TBLREL_CONTAINER|AFTER EACH ROW||ENABLED
WEBMETHODSADM|T_TASK_AUDIT_INSERT_ID|T_TASK_AUDIT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNMGR_RBIU|OPERATION_MGR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNPRMTR_RBIU|OPERATION_PARAMETER|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNLG_RBI|OPERATION_LOG|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNLG_RBIU|OPERATION_LOG|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNPRMTR_RBI|OPERATION_PARAMETER|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNCNTRL_RBIU|OPERATION_CONTROL|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNCNTRL_RBI|OPERATION_CONTROL|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNSQLPNDNG_RBIU|OPERATION_SQL_PENDING|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|PRTNSQLPNDNG_RBI|OPERATION_SQL_PENDING|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMLGCNTSTT_RBI|BAM_ALG_COUNT_STATE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMLGMNTR_RBI|BAM_ALG_MONITOR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMCKPGG_RBI|BAM_CKPI_AGG|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMCKPGGDM_RBI|BAM_CKPI_AGG_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMCSTMTR_RBI|BAM_CUSTOM_TREE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMCSTMTRCCSS_RBI|BAM_CUSTOM_TREE_ACCESS|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMCSTMTRDMFLTR_RBI|BAM_CUSTOM_TREE_DIM_FILTER|BEFORE EACH ROW||ENA
WEBMETHODSADM|BMCSTMTRFLTR_RBI|BAM_CUSTOM_TREE_FILTER|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMCSTMTRKWRDFLTR_RBI|BAM_CUSTOM_TREE_KWRD_FILTER|BEFORE EACH ROW||
WEBMETHODSADM|BMCSTMTRND_RBI|BAM_CUSTOM_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMDF_RBI|BAM_DIM_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMDFTTR_RBI|BAM_DIM_DEF_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMJNTMP_RBI|BAM_DIM_JOIN_TMP|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMPRSPRPS_RBI|BAM_DIM_PERS_PROPS|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMPRSTBLS_RBI|BAM_DIM_PERS_TABLES|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMTMP_RBI|BAM_DIM_TMP|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMTMPTTR_RBI|BAM_DIM_TMP_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMNSNJN_RBI|BAM_DIMENSION_JOIN|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDMNSNSBSCRBR_RBI|BAM_DIMENSION_SUBSCRIBER|BEFORE EACH ROW||ENABL
WEBMETHODSADM|BMDSBSCR_RBI|BAM_EDA_SUBSCR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMDSCVRY_RBI|BAM_DISCOVERY|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTGGDM_RBI|BAM_EVENT_AGG_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTGGFCT_RBI|BAM_EVENT_AGG_FACT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTGGRGTN_RBI|BAM_EVENT_AGGREGATION|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTDTTTR_RBI|BAM_EVENT_DATE_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTDTCL_RBI|BAM_EVENT_DATE_COL|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTDBDF_RBI|BAM_EVENT_DB_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTDF_RBI|BAM_EVENT_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTDMLNK_RBI|BAM_EVENT_DIM_LINK|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTDMNSNCL_RBI|BAM_EVENT_DIMENSION_COL|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTFCTTTR_RBI|BAM_EVENT_FACT_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTFCTCL_RBI|BAM_EVENT_FACT_COL|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTGNRCTTR_RBI|BAM_EVENT_GENERIC_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTGNRCTTRCL_RBI|BAM_EVENT_GENERIC_ATTR_COL|BEFORE EACH ROW||ENA
WEBMETHODSADM|BMVNTMTDT_RBI|BAM_EVENT_METADATA|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTMTDTTTR_RBI|BAM_EVENT_METADATA_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTMTDTDSPLY_RBI|BAM_EVENT_METADATA_DISPLAY|BEFORE EACH ROW||ENA
WEBMETHODSADM|BMVNTNWDM_RBI|BAM_EVENT_NEW_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTTPTDF_RBI|BAM_EVENT_OUTPUT_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTTMP_RBI|BAM_EVENT_TMP|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMVNTTMPTTR_RBI|BAM_EVENT_TMP_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMFLTR_RBI|BAM_FILTER|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMFLTRDMNSN_RBI|BAM_FILTER_DIMENSION|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMFLTRDMNSNDS_RBI|BAM_FILTER_DIMENSION_IDS|BEFORE EACH ROW||ENABLE
WEBMETHODSADM|BMFLTRTRND_RBI|BAM_FILTER_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMFLDRTRND_RBI|BAM_FOLDER_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMHRRCHYTTR_RBI|BAM_HIERARCHY_ATTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMHRRCHYDF_RBI|BAM_HIERARCHY_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMHRRCHYJN_RBI|BAM_HIERARCHY_JOIN|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMHRRCHYTXN_RBI|BAM_HIERARCHY_TXN|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMJBDT_RBI|BAM_JOB_AUDIT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMJBDTMP_RBI|BAM_JOB_DATA_MAP|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMJBDTL_RBI|BAM_JOB_DETAIL|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMKPCHLDRLTNSHP_RBI|BAM_KPI_CHILD_RELATIONSHIP|BEFORE EACH ROW||EN
WEBMETHODSADM|BMKPDF_RBI|BAM_KPI_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMKPFNCTNDTSRC_RBI|BAM_KPI_FUNCTION_DATASOURCE|BEFORE EACH ROW||EN
WEBMETHODSADM|BMKPTRND_RBI|BAM_KPI_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMKPWHSDTSRC_RBI|BAM_KPI_WHS_DATASOURCE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMKPWHSDTSRCTTR_RBI|BAM_KPI_WHS_DATASOURCE_ATTR|BEFORE EACH ROW||E
WEBMETHODSADM|BMLNKDF_RBI|BAM_LINK_DEF|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMLNKPRM_RBI|BAM_LINK_PARAM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMLPMRK_RBI|BAM_LP_MARK|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMMTSGMNT_RBI|BAM_META_SEGMENT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMMTSGMNTBJCT_RBI|BAM_META_SEGMENT_OBJECT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMMNTRDM_RBI|BAM_MONITOR_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMMNTRLSTRDNG_RBI|BAM_MONITOR_LAST_READING|BEFORE EACH ROW||ENABLE
WEBMETHODSADM|BMMNTRPTH_RBI|BAM_MONITOR_PATH|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMMNTRRDNG_RBI|BAM_MONITOR_READING|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMPRCSSTRND_RBI|BAM_PROCESS_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMRLNSTTMNTR_RBI|BAM_RLINST_TO_MNTR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMRLNSTTPRC_RBI|BAM_RLINST_TO_PRC|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMRLDT_RBI|BAM_RULE_AUDIT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMRLCMPLNCFCT_RBI|BAM_RULE_COMPLIANCE_FACT|BEFORE EACH ROW||ENABLE
WEBMETHODSADM|BMRLDM_RBI|BAM_RULE_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMRLVLTN_RBI|BAM_RULE_VIOLATION|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMSTPTRND_RBI|BAM_STEP_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|BMSTGTRND_RBI|BAM_STAGE_TREE_NODE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGCTNJMSVNTPRMS_RBI|DG_ACTION_JMSVNT_PARAMS|BEFORE EACH ROW||ENABL
WEBMETHODSADM|DGCTNWBSVCPRMS_RBI|DG_ACTION_WEBSVC_PARAMS|BEFORE EACH ROW||ENABLE
WEBMETHODSADM|DGNLYSSCTN_RBI|DG_ANALYSIS_ACTION|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGNLYSSMNTR_RBI|DG_ANALYSIS_MONITOR|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGNLYSSRL_RBI|DG_ANALYSIS_RULE|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGWRHSDTDM_RBI|DG_WAREHOUSE_DATE_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGWRHSRLDM_RBI|DG_WAREHOUSE_RULE_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGWRHSSTTSFCT_RBI|DG_WAREHOUSE_STATS_FACT|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|DGWRHSTMDM_RBI|DG_WAREHOUSE_TIME_DIM|BEFORE EACH ROW||ENABLED
WEBMETHODSADM|WMSERVICE_RAIU|WMSERVICE|AFTER EACH ROW||ENABLED
SYSMAN|MASTER_AGENT_CHANGE_TRIGGER|MGMT_MASTER_AGENT|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_ASSOC_DEF_INS_UPD|MGMT_TARGET_ASSOC_DEFS|BEFORE EACH ROW||ENABLED
SYSMAN|METRICS_INSERT_TRIGGER|MGMT_METRICS|BEFORE EACH ROW||ENABLED
SYSMAN|METRICS_UPDATE_TRIGGER|MGMT_METRICS|BEFORE EACH ROW||ENABLED
SYSMAN|TARGET_PROP_DEFS_TR|MGMT_TARGET_PROP_DEFS|BEFORE EACH ROW||ENABLED
SYSMAN|TYPE_PROPERTIES_TR|MGMT_TYPE_PROPERTIES|BEFORE EACH ROW||ENABLED
SYSMAN|ALL_TARGET_PROPS_TR|MGMT_ALL_TARGET_PROPS|BEFORE EACH ROW||ENABLED
SYSMAN|TARGETS_INSERT_TRIGGER|MGMT_TARGETS|BEFORE EACH ROW||ENABLED
SYSMAN|TARGETS_AVAILABILITY_DEFAULT|MGMT_TARGETS|AFTER EACH ROW||ENABLED
SYSMAN|CHECK_DUPLICATE_TARGETS|MGMT_TARGETS|BEFORE EACH ROW||ENABLED
SYSMAN|EM_TARGETS_DELETE|MGMT_TARGETS|BEFORE EACH ROW||ENABLED
SYSMAN|METRIC_ERRORS_CUR_AND_DUPES|MGMT_METRIC_ERRORS|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_TARGET_PROPERTY_CHANGE|MGMT_TARGET_PROPERTIES|AFTER EACH ROW||ENABLE
SYSMAN|BLACKOUT_CHANGE|MGMT_BLACKOUT_STATE|BEFORE EACH ROW||ENABLED
SYSMAN|BLACKOUT_STATUS|MGMT_BLACKOUT_FLAT_TARGETS|AFTER EACH ROW||ENABLED
SYSMAN|INSERT_FLAT_TARGETS|MGMT_BLACKOUT_TARGET_DETAILS|AFTER EACH ROW||ENABLED
SYSMAN|UPDATE_SOURCE|MGMT_BLACKOUT_SCHEDULE|BEFORE EACH ROW||ENABLED
SYSMAN|BLACKOUT_WINDOW_INSERT|MGMT_BLACKOUT_WINDOWS|BEFORE EACH ROW||ENABLED
SYSMAN|HANDLE_RELATED_TARGETS|MGMT_BLACKOUT_STATE|BEFORE EACH ROW||ENABLED
SYSMAN|COMPUTE_AGENT_SIDE_STATUS|MGMT_BLACKOUTS|BEFORE EACH ROW||ENABLED
SYSMAN|EM_INSERT_POLICY_INFO|MGMT_METRIC_THRESHOLDS|INSTEAD OF||ENABLED
SYSMAN|EM_DELETE_POLICY_CFG|MGMT_METRIC_THRESHOLDS|INSTEAD OF||ENABLED
SYSMAN|EM_UPDATE_POLICY_CFG|MGMT_METRIC_THRESHOLDS|INSTEAD OF||ENABLED
SYSMAN|EM_INSERT_COLL_ITEM_PROPERTY|MGMT_COLLECTION_PROPERTIES|INSTEAD OF||ENABL
SYSMAN|EM_UPDATE_COLL_ITEM_PROPERTY|MGMT_COLLECTION_PROPERTIES|INSTEAD OF||ENABL
SYSMAN|EM_DELETE_COLL_ITEM_PROPERTY|MGMT_COLLECTION_PROPERTIES|INSTEAD OF||ENABL
SYSMAN|EM_INSERT_COLLECTION|MGMT_METRIC_COLLECTIONS|INSTEAD OF||ENABLED
SYSMAN|EM_UPDATE_COLLECTION|MGMT_METRIC_COLLECTIONS|INSTEAD OF||ENABLED
SYSMAN|EM_DELETE_COLLECTION|MGMT_METRIC_COLLECTIONS|INSTEAD OF||ENABLED
SYSMAN|COLLECTION_DISABLE_TRIGGER|MGMT_COLLECTIONS|BEFORE EACH ROW||ENABLED
SYSMAN|COLL_ITEMS_INS_TRIG|MGMT_COLL_ITEMS|BEFORE EACH ROW||ENABLED
SYSMAN|COLL_ITEMS_METRICS_INS_TRIG|MGMT_COLL_ITEM_METRICS|BEFORE EACH ROW||ENABL
SYSMAN|MGMT_CREDS_UPD|MGMT_CREDENTIALS2|AFTER STATEMENT||ENABLED
SYSMAN|MGMT_CREDS_INS_UPD|MGMT_CREDENTIALS2|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_TARGET_CREDS_DEL|MGMT_TARGET_CREDENTIALS|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_HOST_CREDS_DEL|MGMT_HOST_CREDENTIALS|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_CONT_CREDS_DEL|MGMT_CONTAINER_CREDENTIALS|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_ENT_CREDS_DEL|MGMT_ENTERPRISE_CREDENTIALS|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_JOB_CREDS_DEL|MGMT_JOB_CREDENTIALS|AFTER EACH ROW||ENABLED
SYSMAN|ECM_MD_TABLES_TR|MGMT_ECM_SNAPSHOT_MD_TABLES|BEFORE EACH ROW||ENABLED
SYSMAN|ECM_MD_COLUMNS_TR|MGMT_ECM_SNAPSHOT_MD_COLUMNS|BEFORE EACH ROW||ENABLED
SYSMAN|ECM_METADATA_TR|MGMT_ECM_SNAPSHOT_METADATA|BEFORE EACH ROW||ENABLED
SYSMAN|MEMBERSHIPS_INSERT_TRIGGER|MGMT_TARGET_MEMBERSHIPS|INSTEAD OF||ENABLED
SYSMAN|EXECPLAN_INSERT_TRIGGER|MGMT_JOB_EXECPLAN|BEFORE EACH ROW||ENABLED
SYSMAN|EXECPLAN_DELETE_TRIGGER|MGMT_JOB_EXECPLAN|AFTER EACH ROW||ENABLED
SYSMAN|JOB_SUMM_INS_TRIGGER|MGMT_JOB_EXEC_SUMMARY|BEFORE EACH ROW||ENABLED
SYSMAN|JOB_SUMM_INS_TRIGGER2|MGMT_JOB_EXEC_SUMMARY|AFTER EACH ROW||ENABLED
SYSMAN|JOB_DELETE_TRIGGER|MGMT_JOB|AFTER EACH ROW||ENABLED
SYSMAN|JOB_TARGET_INSERT_TRIGGER|MGMT_JOB_TARGET|AFTER EACH ROW||ENABLED
SYSMAN|JOB_TARGET_DEL_TRIGGER|MGMT_JOB_TARGET|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_JOB_EXEC_INSERT|MGMT_JOB_EXECUTION|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_JOB_EXEC_UPDATE|MGMT_JOB_EXECUTION|BEFORE EACH ROW||ENABLED
SYSMAN|JOB_CMD_BLK_DELETE_TRIGGER|MGMT_JOB_STEP_COMMAND_LOG|BEFORE EACH ROW||ENA
SYSMAN|JOB_EXEC_DELETE_TRIGGER|MGMT_JOB_HISTORY|AFTER EACH ROW||ENABLED
SYSMAN|JOB_EXEC_UPDATE_TRIGGER|MGMT_JOB_EXECUTION|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_JOB_PARAM_INSERT|MGMT_JOB_PARAMETER|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_JOB_PARAM_UPDATE_LARGE|MGMT_JOB_PARAMETER|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_JOB_PARAM_DELETE|MGMT_JOB_PARAMETER|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_STEP_PARAM_INSERT|MGMT_JOB_STEP_PARAMS|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_STEP_PARAM_DELETE|MGMT_JOB_STEP_PARAMS|AFTER EACH ROW||ENABLED
SYSMAN|JOB_UPDATE_RECENT_VERSIONS|MGMT_JOB_TYPE_INFO|AFTER EACH ROW||ENABLED
SYSMAN|JOB_CLEANUP_MAX_VERSIONS|MGMT_JOB_TYPE_INFO|BEFORE EACH ROW||ENABLED
SYSMAN|JOB_SET_MAX_VERSIONS|MGMT_JOB_TYPE_INFO|AFTER STATEMENT||ENABLED
SYSMAN|JOB_INSERT_CRED_TYPE_DATA|MGMT_JOB_CRED_PARAMS|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_NESTED_JOB_CREDS_DEL|MGMT_NESTED_JOB_CRED_INFO|AFTER EACH ROW||ENABL
SYSMAN|JOB_STATE_CHG_INS_TRIGGER|MGMT_JOB_STATE_CHANGES|AFTER EACH ROW||ENABLED
SYSMAN|EM_INSERT_VIOLATIONS|MGMT_SEVERITY|INSTEAD OF||ENABLED
SYSMAN|EM_UPDATE_VIOLATIONS|MGMT_SEVERITY|INSTEAD OF||ENABLED
SYSMAN|EM_DELETE_VIOLATIONS|MGMT_SEVERITY|INSTEAD OF||ENABLED
SYSMAN|EM_VIOLATION_CHECKS|MGMT_VIOLATIONS|BEFORE EACH ROW||ENABLED
SYSMAN|EM_VIOLATION_UPDATE|MGMT_VIOLATIONS|BEFORE EACH ROW||ENABLED
SYSMAN|EM_VIOLATION_DELETE|MGMT_VIOLATIONS|AFTER EACH ROW||ENABLED
SYSMAN|SEV_ANNOTATION_INSERT_TR|MGMT_SEVERITY_ANNOTATION|INSTEAD OF||ENABLED
SYSMAN|SEV_ANNOTATION_DELETE_TR|MGMT_SEVERITY_ANNOTATION|INSTEAD OF||ENABLED
SYSMAN|EM_VIOLATION_STMT_INS|MGMT_VIOLATIONS|AFTER STATEMENT||ENABLED
SYSMAN|MGMT_IP_DERIVED_TARGET_GUID|MGMT_IP_REPORT_ELEM_TARGETS|BEFORE EACH ROW||
SYSMAN|BCN_TXN_INSERT_TRIGGER|MGMT_BCN_TXN_DEFN|BEFORE EACH ROW||ENABLED
SYSMAN|BCN_STEP_INSERT_TRIGGER|MGMT_BCN_STEP_DEFN|BEFORE EACH ROW||ENABLED
SYSMAN|BCN_STEPGROUP_INSERT_TRIGGER|MGMT_BCN_STEPGROUP_DEFN|BEFORE EACH ROW||ENA
SYSMAN|BCN_TXN_DELETE_TRIGGER|MGMT_BCN_TXN_DEFN|AFTER EACH ROW||ENABLED
SYSMAN|BCN_STEP_DELETE_TRIGGER|MGMT_BCN_STEP_DEFN|AFTER EACH ROW||ENABLED
SYSMAN|BCN_STEPGROUP_DELETE_TRIGGER|MGMT_BCN_STEPGROUP_DEFN|AFTER EACH ROW||ENAB
SYSMAN|MGMT_RT_METRICS_RAW_TR|MGMT_RT_METRICS_RAW|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_RT_REGION_MAPPING_TR|MGMT_RT_REGION_MAPPING|AFTER EACH ROW||ENABLED
SYSMAN|EM_ADAPTIVE_THRESHOLDS_INS|EM_ADAPTIVE_THRESHOLDS|INSTEAD OF||ENABLED
SYSMAN|EM_POLICY_ASSOC_CFG_PARAMS|MGMT_POLICY_ASSOC_CFG_PARAMS|BEFORE EACH ROW||
SYSMAN|MGMT_DB_HDM_METRIC_TR|MGMT_DB_HDM_METRIC_HELPER|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_SQL_METRIC_TR|MGMT_SQL_METRIC_HELPER|BEFORE EACH ROW||ENABLED
SYSMAN|MGMT_CM_BL_CLEAN_SS|MGMT_CM_BASELINES|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_CM_COMP_CLEAN_SS_SM|MGMT_CM_COMPARISONS|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_CM_COMP_CLEAN_ANT|MGMT_CM_COMPARISON_OBJECTS|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_CM_SYNCH_CLEAN_SS_SM_TBL|MGMT_CM_SYNCHRONIZATIONS|AFTER EACH ROW||EN
SYSMAN|SPACE_METRICS_PURGE_TRIGGER|MGMT_SPACE_PURGE|INSTEAD OF||ENABLED
SYSMAN|MGMT_PAF_PROCEDURES_TR|MGMT_PAF_PROCEDURES|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_PAF_INSTANCES_TR|MGMT_PAF_INSTANCES|AFTER EACH ROW||ENABLED
SYSMAN|MGMT_PAF_NOTIF_TR|MGMT_PAF_INSTANCES|AFTER EACH ROW||ENABLED
FLOWS_FILES|WWV_BIU_FLOW_FILE_OBJECTS|WWV_FLOW_FILE_OBJECTS$|BEFORE EACH ROW||EN
APEX_030200|WWV_FLOW_BIW_APPBLDPREF|WWV_FLOW_APP_BUILD_PREF|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_FLOW_PLATFORM_PREFS|WWV_FLOW_PLATFORM_PREFS|BEFORE EACH ROW|
APEX_030200|WWV_BIU_FLOW_COMPANIES|WWV_FLOW_COMPANIES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_COMPANY_SCHEMAS|WWV_FLOW_COMPANY_SCHEMAS|BEFORE EACH RO
APEX_030200|WWV_BIU_FLOWS|WWV_FLOWS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_ALTERNATE_CONFIG|WWV_FLOW_ALTERNATE_CONFIG|BEFORE EACH
APEX_030200|WWV_BIU_FLOW_ALT_CONFIG_DET|WWV_FLOW_ALT_CONFIG_DETAIL|BEFORE EACH R
APEX_030200|WWV_FLOW_APP_COMMENTS_T1|WWV_FLOW_APP_COMMENTS|BEFORE EACH ROW||ENAB
APEX_030200|WWV_BIU_FLOW_SEC_SCHEMES|WWV_FLOW_SECURITY_SCHEMES|BEFORE EACH ROW||
APEX_030200|WWV_BIU_FLOW_TEMPL_PREFS|WWV_FLOW_TEMPLATE_PREFERENCES|BEFORE EACH R
APEX_030200|WWV_BIU_FLOW_BANNER|WWV_FLOW_BANNER|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_LANGUAGES|WWV_FLOW_LANGUAGES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_LANG_MAP|WWV_FLOW_LANGUAGE_MAP|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_TRANSLATABLE_TEXT|WWV_FLOW_TRANSLATABLE_TEXT$|BEFORE EA
APEX_030200|WWV_BIU_FLOW_DYNAMIC_TRANS|WWV_FLOW_DYNAMIC_TRANSLATIONS$|BEFORE EAC
APEX_030200|WWV_BIU_FLOW_PAGE_CACHE|WWV_FLOW_PAGE_CACHE|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_TEMPLATES|WWV_FLOW_TEMPLATES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_FLD_TEMPLATES|WWV_FLOW_FIELD_TEMPLATES|BEFORE EACH ROW|
APEX_030200|WWV_BIU_FLOW_ROLES|WWV_FLOW_REQUIRED_ROLES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_FLOW_ICON_BAR|WWV_FLOW_ICON_BAR|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWICONBAR|WWV_FLOW_ICON_BAR|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_PROCESSING|WWV_FLOW_PROCESSING|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BD_FLOWPROCESSING|WWV_FLOW_PROCESSING|BEFORE EACH ROW||ENABLED
