select t.OWNER || '|' ||
APEX_030200|WWV_BIU_MIG_ACC_MDL_PERM|WWV_MIG_ACC_MODULES_PERM|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_ACC_PAGES|WWV_MIG_ACC_PAGES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_WWV_MIG_REV_TABLES|WWV_MIG_REV_TABLES|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_WWV_MIG_REV_QUERIES|WWV_MIG_REV_QUERIES|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_WWV_MIG_REV_REPORTS|WWV_MIG_REV_REPORTS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_WWV_MIG_REV_FORMS|WWV_MIG_REV_FORMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_WWV_MIG_REV_APEX|WWV_MIG_REV_APEXAPP|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_MIG_GEN_APPLICATIONS|WWV_MIG_GENERATED_APPLICATIONS|BEFORE E
APEX_030200|WWV_BIU_MIG_FRM_XMLTAGTABLEMAP|WWV_MIG_FRM_XMLTAGTABLEMAP|BEFORE EAC
APEX_030200|WWV_BIU_MIG_RPT_XMLTAGTABLEMAP|WWV_MIG_RPT_XMLTAGTABLEMAP|BEFORE EAC
APEX_030200|WWV_BIU_MIG_PROJ_COMPS|WWV_MIG_PROJECT_COMPONENTS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_PROJ_TRIGS|WWV_MIG_PROJECT_TRIGGERS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_FORMS|WWV_MIG_FORMS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_PLLS|WWV_MIG_PLSQL_LIBS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_MODULES|WWV_MIG_FRM_MODULES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_FORMMODULES|WWV_MIG_FRM_FORMMODULES|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_FRM_ATACHEDLIBRARY|WWV_MIG_FRM_ATTACHEDLIBRARY|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_MODULPARAMETER|WWV_MIG_FRM_MODULEPARAMETER|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_FMB_MENU|WWV_MIG_FRM_FMB_MENU|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_FRM_FMB_MENUITEM|WWV_MIG_FRM_FMB_MENU_MENUITEM|BEFORE EA
APEX_030200|WWV_BIU_MIG_FMB_MNUITEMRL|WWV_MIG_FRM_FMB_MENUITEM_ROLE|BEFORE EACH
APEX_030200|WWV_BIU_MIG_FRM_REPORT|WWV_MIG_FRM_REPORT|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_OBJECTGROUP|WWV_MIG_FRM_OBJECTGROUP|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_FRM_OBJGROUPCHILD|WWV_MIG_FRM_OBJECTGROUPCHILD|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_COORDINATES|WWV_MIG_FRM_COORDINATES|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_FRM_ALERTS|WWV_MIG_FRM_ALERTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_TRIGGERS|WWV_MIG_FRM_TRIGGERS|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_FRM_BLOCKS|WWV_MIG_FRM_BLOCKS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_BLK_ITEMS|WWV_MIG_FRM_BLK_ITEMS|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_FRM_BLK_ITEM_TRG|WWV_MIG_FRM_BLK_ITEM_TRIGGERS|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_BLK_ITEM_LIE|WWV_MIG_FRM_BLK_ITEM_LIE|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_FRM_BLK_ITEM_RADIO|WWV_MIG_FRM_BLK_ITEM_RADIO|BEFORE EAC
APEX_030200|WWV_BIU_MIG_FRM_BLK_DSA|WWV_MIG_FRM_BLK_DSA|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_BLK_DSC|WWV_MIG_FRM_BLK_DSC|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_BLK_TRIGGERS|WWV_MIG_FRM_BLK_TRIGGERS|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_FRM_BLK_RELATIONS|WWV_MIG_FRM_BLK_RELATIONS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_FRM_CANVAS|WWV_MIG_FRM_CANVAS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_CNVS_GRAPHICS|WWV_MIG_FRM_CNVS_GRAPHICS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_FRM_CNVG_CPDTXT|WWV_MIG_FRM_CNVG_COMPOUNDTEXT|BEFORE EAC
APEX_030200|WWV_BIU_MIG_FRM_CPDTXT_TXTSGMT|WWV_MIG_FRM_CPDTXT_TEXTSEGMENT|BEFORE
APEX_030200|WWV_BIU_MIG_FRM_CNVS_TABPAGE|WWV_MIG_FRM_CNVS_TABPAGE|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_FRM_EDITOR|WWV_MIG_FRM_EDITOR|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_LOV|WWV_MIG_FRM_LOV|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_LOVCOLMAPPING|WWV_MIG_FRM_LOVCOLUMNMAPPING|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_PROGRAMUNIT|WWV_MIG_FRM_PROGRAMUNIT|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_FRM_PROPERTYCLASS|WWV_MIG_FRM_PROPERTYCLASS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_FRM_RECORDGROUPS|WWV_MIG_FRM_RECORDGROUPS|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_FRM_RECGRPCOLUMN|WWV_MIG_FRM_RECORDGROUPCOLUMN|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_VISUALATTR|WWV_MIG_FRM_VISUALATTRIBUTES|BEFORE EACH
APEX_030200|WWV_BIU_MIG_FRM_WINDOWS|WWV_MIG_FRM_WINDOWS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_REV_APEX_APP|WWV_MIG_FRM_REV_APEX_APP|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_FRM_REV_FORMMODULE|WWV_MIG_FRM_REV_FORMMODULES|BEFORE EA
APEX_030200|WWV_BIU_MIG_FRM_REV_BLOCKS|WWV_MIG_FRM_REV_BLOCKS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_FRM_REV_BLK_ITEMS|WWV_MIG_FRM_REV_BLK_ITEMS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_FRM_REV_LOV|WWV_MIG_FRM_REV_LOV|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_FRM_REV_LCM|WWV_MIG_FRM_REV_LOVCOLMAPS|BEFORE EACH ROW||
APEX_030200|WWV_BIU_MIG_RPTS|WWV_MIG_RPTS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_REPORT|WWV_MIG_REPORT|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_REPDATA|WWV_MIG_RPT_DATA|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_REPSRC|WWV_MIG_RPT_DATASRC|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_SELECT|WWV_MIG_RPT_DATASRC_SELECT|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_GRP|WWV_MIG_RPT_DATASRC_GRP|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_GRP_ITEM|WWV_MIG_RPT_GRP_DATAITEM|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_GRP_ITEMDESC|WWV_MIG_RPT_GRP_DATAITEM_DESC|BEFORE EACH R
APEX_030200|WWV_BIU_MIG_GRP_ITEMPRIV|WWV_MIG_RPT_GRP_DATAITEM_PRIV|BEFORE EACH R
APEX_030200|WWV_BIU_MIG_GRP_SUM|WWV_MIG_RPT_GRP_SUMMARY|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_GRP_FORM|WWV_MIG_RPT_GRP_FORMULA|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_MIG_GRP_ROW|WWV_MIG_RPT_GRP_ROWDELIM|BEFORE EACH ROW||ENABLE
APEX_030200|WWV_BIU_MIG_GRP_FILTER|WWV_MIG_RPT_GRP_FILTER|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_GRP_FIELD|WWV_MIG_RPT_GRP_FIELD|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_RPT_DATASUM|WWV_MIG_RPT_DATA_SUMMARY|BEFORE EACH ROW||EN
APEX_030200|WWV_BIU_MIG_RPTPRIV|WWV_MIG_RPT_REPORTPRIVATE|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_MENUS|WWV_MIG_FRM_MENUS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_MNU_MODULES|WWV_MIG_FRM_MENUS_MODULES|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_MNU_MNUMODULES|WWV_MIG_FRM_MENUS_MENUMODULES|BEFORE EACH
APEX_030200|WWV_BIU_MIG_MNU_MODROLES|WWV_MIG_FRM_MENUSMODULEROLES|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_MNU|WWV_MIG_FRM_MENU|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_MNUITEM|WWV_MIG_FRM_MENU_MENUITEM|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_MNUITEMRL|WWV_MIG_FRM_MENUITEM_ROLE|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_MNU_PROGUNIT|WWV_MIG_FRM_MENUS_PROGRAMUNIT|BEFORE EACH R
APEX_030200|WWV_BIU_MIG_MNU_XMLTAGTABLEMAP|WWV_MIG_MENU_XMLTAGTABLEMAP|BEFORE EA
APEX_030200|WWV_BIU_MIG_OLB_XMLTAGTABLEMAP|WWV_MIG_FRM_OLB_XMLTAGTABLEMAP|BEFORE
APEX_030200|WWV_BIU_MIG_OLB|WWV_MIG_OLB|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_OLB_MODULES|WWV_MIG_OLB_MODULES|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_OLB_OBJECTLIBRARY|WWV_MIG_OLB_OBJECTLIBRARY|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_OBJLIBTAB|WWV_MIG_OLB_OBJECTLIBRARYTAB|BEFORE EACH R
APEX_030200|WWV_BIU_MIG_OLB_BLOCK|WWV_MIG_OLB_BLOCK|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_OLB_CANVAS|WWV_MIG_OLB_CANVAS|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_OLB_PROGRAMUNIT|WWV_MIG_OLB_PROGRAMUNIT|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_OLB_PROPERTYCLASS|WWV_MIG_OLB_PROPERTYCLASS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_VISUALATTRBUTE|WWV_MIG_OLB_VISUALATTRIBUTE|BEFORE EA
APEX_030200|WWV_BIU_MIG_OLB_WINDOW|WWV_MIG_OLB_WINDOW|BEFORE EACH ROW||ENABLED
APEX_030200|WWV_BIU_MIG_OLB_OLT_ALERT|WWV_MIG_OLB_OLT_ALERT|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_OLB_OLT_BLOCK|WWV_MIG_OLB_OLT_BLOCK|BEFORE EACH ROW||ENA
APEX_030200|WWV_BIU_MIG_OLB_OLT_CANVAS|WWV_MIG_OLB_OLT_CANVAS|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_OLB_OLT_GRAPHICS|WWV_MIG_OLB_OLT_GRAPHICS|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_OLB_OLT_ITEM|WWV_MIG_OLB_OLT_ITEM|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_OLB_OLT_MENU|WWV_MIG_OLB_OLT_MENU|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_OLB_OLT_OBJGRP|WWV_MIG_OLB_OLT_OBJECTGROUP|BEFORE EACH R
APEX_030200|WWV_BIU_MIG_OLB_OLT_REPORT|WWV_MIG_OLB_OLT_REPORT|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_OLB_OLT_TABPAGE|WWV_MIG_OLB_OLT_TABPAGE|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_OLB_OLT_VA|WWV_MIG_OLB_OLT_VISUALATTRBUTE|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_OLB_OLT_WINDOW|WWV_MIG_OLB_OLT_WINDOW|BEFORE EACH ROW||E
APEX_030200|WWV_BIU_MIG_OLB_BLK_ITEM|WWV_MIG_OLB_BLK_ITEM|BEFORE EACH ROW||ENABL
APEX_030200|WWV_BIU_MIG_OLB_BLK_ITEM_LIE|WWV_MIG_OLB_BLK_ITEM_LIE|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_OLB_BI_TRIGGER|WWV_MIG_OLB_BLK_ITEM_TRIGGER|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_BLK_DSC|WWV_MIG_OLB_BLK_DATASOURCECOL|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_OLB_BLK_TRIGGER|WWV_MIG_OLB_BLK_TRIGGER|BEFORE EACH ROW|
APEX_030200|WWV_BIU_MIG_OLB_CNVS_GRAPHICS|WWV_MIG_OLB_CNVS_GRAPHICS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_OLT_BLK_ITEM|WWV_MIG_OLB_OLT_BLK_ITEM|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_OLB_OLT_CNV_GRPHCS|WWV_MIG_OLB_OLT_CNVS_GRAPHICS|BEFORE
APEX_030200|WWV_BIU_MIG_OLB_OLT_M_MENUITEM|WWV_MIG_OLB_OLT_MENU_MENUITEM|BEFORE
APEX_030200|WWV_BIU_MIG_OLB_OLT_OB_OBCHILD|WWV_MIG_OLB_OLT_OB_OBJGRPCHILD|BEFORE
APEX_030200|WWV_BIU_MIG_OLB_OLT_TP_GRAPHCS|WWV_MIG_OLB_OLT_TABPG_GRAPHICS|BEFORE
APEX_030200|WWV_BIU_MIG_OLB_T_TP_G_GRAPHCS|WWV_MIG_OLB_T_TP_G_GRAPHICS|BEFORE EA
APEX_030200|WWV_BIU_MIG_OLB_T_TP_GG_CT|WWV_MIG_OLB_T_TP_GG_CPDTXT|BEFORE EACH RO
APEX_030200|WWV_BIU_MIG_OLB_TTPGGCTTS|WWV_MIG_OLB_T_TP_GG_CT_TXTSGT|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_T_TP_GG_GRPHCS|WWV_MIG_OLB_T_TP_GG_GRAPHICS|BEFORE E
APEX_030200|WWV_BIU_MIG_OLB_T_TP_GGG_CT|WWV_MIG_OLB_T_TP_GGG_CPDTXT|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_TTPGGGCTTS|WWV_MIG_OLB_T_TP_GGG_CT_TXTSGT|BEFORE EAC
APEX_030200|WWV_BIU_MIG_OLB_T_TP_GGGG|WWV_MIG_OLB_T_TP_GGG_GRAPHICS|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_TTPGGGGCT|WWV_MIG_OLB_T_TP_GGGG_CPDTXT|BEFORE EACH R
APEX_030200|WWV_BIU_MIG_OLB_TTPGGGGCTTS|WWV_MIG_OLB_T_TP_GGGG_CT_TXSGT|BEFORE EA
APEX_030200|WWV_BIU_MIG_OLB_T_TP_GGGGG|WWV_MIG_OLB_T_TP_GGGG_GRAPHICS|BEFORE EAC
APEX_030200|WWV_BIU_MIG_OLB_TTPGGGGGCT|WWV_MIG_OLB_T_TP_GGGGG_CPDTXT|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_TTP5GCTTS|WWV_MIG_OLB_T_TP_GGGGG_CT_TXST|BEFORE EACH
APEX_030200|WWV_BIU_MIG_OLB_OLT_BI_TRIGGER|WWV_MIG_OLB_OLT_BLK_ITEM_TRIGR|BEFORE
APEX_030200|WWV_BIU_MIG_OLB_CG_COMPOUNDTXT|WWV_MIG_OLB_CG_COMPOUNDTEXT|BEFORE EA
APEX_030200|WWV_BIU_MIG_OLB_CG_CT_TXTSGMNT|WWV_MIG_OLB_CG_CT_TEXTSEGMENT|BEFORE
KONYMFCONSOLEDB1|DEL_FIELD_MAP_CAS_REL_KEYS|FIELD_MAPPING|BEFORE EACH ROW||ENABL
KONYMFCONSOLEDB1|DEL_ARTIFACTS_BLOBS_WORKSPACE|WORKSPACES|BEFORE EACH ROW||ENABL
KONYMFCONSOLEDB1|DELETE_ARTIFACTS_BLOBS_PROJECT|PROJECTS|BEFORE EACH ROW||ENABLE
KONYMFCONSOLEDB1|DEL_FIELD_MAP_CAS_ENTITY_TYPE|ENTITY_TYPE|BEFORE EACH ROW||ENAB
KONYMFCONSOLEDB1|DEL_ENTITY_REL_CAS_REL_KEYS|ENTITY_RELATIONSHIP|BEFORE EACH ROW
KONYMFACCOUNTSDB1|ACCOUNTS_CREATED_DATE|ACCOUNTS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|ACCOUNTS_UPDATE_DATE|ACCOUNTS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|APPLICATIONS_CREATED_DATE|APPLICATIONS|BEFORE EACH ROW||ENABLE
KONYMFACCOUNTSDB1|APPLICATIONS_UPDATE_DATE|APPLICATIONS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|ENVIRONMENTS_CREATED_DATE|ENVIRONMENTS|BEFORE EACH ROW||ENABLE
KONYMFACCOUNTSDB1|ENVIRONMENTS_UPDATE_DATE|ENVIRONMENTS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|PROXIES_CREATED_DATE|PROXIES|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|PROXIES_UPDATE_DATE|PROXIES|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|FEATURES_CREATED_DATE|FEATURES|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|FEATURES_UPDATE_DATE|FEATURES|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|PROJECTS_CREATED_DATE|PROJECTS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|PROJECTS_UPDATE_DATE|PROJECTS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|PROJECT_PARTS_CREATED_DATE|PROJECT_PARTS|BEFORE EACH ROW||ENAB
KONYMFACCOUNTSDB1|PROJECT_PARTS_UPDATE_DATE|PROJECT_PARTS|BEFORE EACH ROW||ENABL
KONYMFACCOUNTSDB1|USERS_CREATED_DATE|USERS|BEFORE EACH ROW||ENABLED
KONYMFACCOUNTSDB1|USERS_UPDATE_DATE|USERS|BEFORE EACH ROW||ENABLED
KONYMFREPORTSDB1|TRG_SERVICE_MAPPING|SERVICE_MAPPING|BEFORE EACH ROW||ENABLED
KONYMFREPORTSDB1|TRG_FORM_MAPPING|FORM_MAPPING|BEFORE EACH ROW||ENABLED
KONYMFREPORTSDB1|TRG_REPORTS_SETTINGS|REPORTS_SETTINGS|BEFORE EACH ROW||ENABLED
KONYMFREPORTSDB1|TRG_SEQ_DIM_DATE|DIM_DATE|BEFORE EACH ROW||ENABLED
KONYADMINDB1|TRG_USERS|USERS|BEFORE EACH ROW||ENABLED
KONYADMINDB1|TRG_ROLES|ROLES|BEFORE EACH ROW||ENABLED
KONYADMINDB1|TRG_MOBILEFABRIC_CONFIGURATION|MOBILEFABRIC_CONFIGURATION|BEFORE EA
KONYADMINDB1|TRG_MOBILEFABRIC_ENVIRONMENT|MOBILEFABRIC_ENVIRONMENT|BEFORE EACH R
KONYADMINDB1|TRG_APP_WAR_INFO|APP_WAR_INFO|BEFORE EACH ROW||ENABLED
KONYADMINDB1|TRG_APP_INFO|APP_INFO|BEFORE EACH ROW||ENABLED
KONYADMINDB1|TRG_JAR_INFO|JAR_INFO|BEFORE EACH ROW||ENABLED
SYS|LOGMNRGGC_TRIGGER||BEFORE EVENT||DISABLED
SYS|AW_DROP_TRG||AFTER EVENT||ENABLED
SYS|AW_REN_TRG||AFTER EVENT||ENABLED
SYS|AW_TRUNC_TRG||AFTER EVENT||ENABLED
SYS|CONTROLA_ACESSO||AFTER EVENT||DISABLED
SYS|CIR_ACESSO||AFTER EVENT||DISABLED
SYS|CDC_DROP_CTABLE_BEFORE||BEFORE EVENT||DISABLED
SYS|CDC_CREATE_CTABLE_BEFORE||BEFORE EVENT||DISABLED
SYS|CDC_CREATE_CTABLE_AFTER||AFTER EVENT||DISABLED
SYS|XDB_PI_TRIG||BEFORE EVENT||ENABLED
SYS|CDC_ALTER_CTABLE_BEFORE||BEFORE EVENT||DISABLED
WMSYS|NO_VM_DROP_A||AFTER EVENT||DISABLED
WMSYS|NO_VM_DDL||BEFORE EVENT||DISABLED
EXFSYS|EXPFIL_ALTEREXPTAB_MAINT||AFTER EVENT||DISABLED
EXFSYS|EXPFIL_RESTRICT_TYPEEVOLVE||BEFORE EVENT||DISABLED
EXFSYS|EXPFIL_DROPUSR_MAINT||AFTER EVENT||DISABLED
EXFSYS|EXPFIL_DROPOBJ_MAINT||BEFORE EVENT||DISABLED
SYSMAN|MGMT_STARTUP||AFTER EVENT||ENABLED

Executed in 6,25 seconds
spool off
