select t.TABLE_NAME || '|' ||
       s.COLUMN_NAME || '|' ||
       s.DATA_TYPE || '|' ||
	   s.DATA_LENGTH || '|' ||
	   s.DATA_PRECISION || '|' ||
	   t.NUM_ROWS
from DBA_TABLES t,DBA_TAB_COLUMNS s
where t.table_name = s.table_name
and   t.OWNER  = '&schema';
&schema: CRIVOADM
LOGPARAMETROINCREMENTAL|ID_REGIONAL|NUMBER|22|10|73378
LOGPARAMETROINCREMENTAL|MD5PARAMETROS|CHAR|32||73378
LOGPARAMETROINCREMENTAL|MD5PARAMETROSCHAVE|CHAR|32||73378
LOGPARAMETROINCREMENTAL|ID_FOTO|NUMBER|22|10|73378
HIST_PARAMETROINCREMENTAL|IDHISTPARAMETROINCREMENTAL|NUMBER|22|10|2
HIST_PARAMETROINCREMENTAL|NOMECAMPO|VARCHAR2|255||2
HIST_PARAMETROINCREMENTAL|DATA|DATE|7||2
HIST_PARAMETROINCREMENTAL|OPERACAO|CHAR|1||2
AGENDAMENTO_LOTE|ID_AGENDAMENTOLOTE|NUMBER|22|10|1
AGENDAMENTO_LOTE|ID_LOTE|NUMBER|22|10|1
AGENDAMENTO_LOTE|ID_USUARIO|NUMBER|22|10|1
AGENDAMENTO_LOTE|ID_USUARIO_CANCELOU|NUMBER|22|10|1
AGENDAMENTO_LOTE|ARQUIVO|VARCHAR2|200||1
AGENDAMENTO_LOTE|ARQUIVO_FISICO|VARCHAR2|200||1
AGENDAMENTO_LOTE|ENVIO|DATE|7||1
AGENDAMENTO_LOTE|DATA_EXECUCAO|DATE|7||1
AGENDAMENTO_LOTE|STATUS|VARCHAR2|50||1
AGENDAMENTO_LOTE|REGISTROS_TOTAL|NUMBER|22|10|1
AGENDAMENTO_LOTE|ULTIMA_ATUALIZACAO|DATE|7||1
AGENDAMENTO_LOTE|IDENTIFICACAO|VARCHAR2|50||1
AGENDAMENTO_LOTE|SERVIDOR|VARCHAR2|255||1
AGENDAMENTO_LOTE|ID_FOTO|NUMBER|22|10|1
ACESSO_CONFIGURACAOCOLETOR|ID_ACESSO_CONFIGCOLETOR|NUMBER|22|10|0
ACESSO_CONFIGURACAOCOLETOR|ID_GRUPO|NUMBER|22|10|0
ACESSO_CONFIGURACAOCOLETOR|ID_GRUPO_ACESSO|NUMBER|22|10|0
ACESSO_CONFIGURACAOCOLETOR|ID_REGIONAL|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|ID_ACOMPANHAMENTOLISTASCUSTOM|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|NOME|VARCHAR2|50||0
ACOMPANHAMENTO_LISTASCUSTOM|TIPO|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|DIRETORIO|VARCHAR2|255||0
ACOMPANHAMENTO_LISTASCUSTOM|ID_USUARIO|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|STATUS|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|LINHAS_PROC|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|LINHAS_TOTAL|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|LINHAS_INVALIDAS|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|DATA_INICIO|DATE|7||0
ACOMPANHAMENTO_LISTASCUSTOM|DATA_TERMINO|DATE|7||0
ACOMPANHAMENTO_LISTASCUSTOM|ID_USUARIO_CANCELOU|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|SERVIDOR|VARCHAR2|255||0
ACOMPANHAMENTO_LISTASCUSTOM|ID_MAQUINA|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|ID_REGIONAL|NUMBER|22|10|0
ACOMPANHAMENTO_LISTASCUSTOM|ID_GRUPO|NUMBER|22|10|0
TIPOLISTACUSTOMIZADA|IDTIPOLISTACUSTOMIZADA|NUMBER|22|10|0
TIPOLISTACUSTOMIZADA|NOME|VARCHAR2|100||0
TIPOLISTACUSTOMIZADA|ATIVO|NUMBER|22|1|0
TIPOLISTACUSTOMIZADA|TIPOPRODUTO|NUMBER|22|5|0
TIPOLISTACUSTOMIZADA|TAMANHOCAMPO|NUMBER|22|5|0
LISTACUSTOMIZADA|IDLISTACUSTOMIZADA|NUMBER|22|10|0
LISTACUSTOMIZADA|CONTEUDO|VARCHAR2|100||0
LISTACUSTOMIZADA|IDTIPOLISTACUSTOMIZADA|NUMBER|22|10|0
LISTACUSTOMIZADA|ID_USUARIO|NUMBER|22|10|0
LISTACUSTOMIZADA|DATA_INSERCAO|DATE|7||0
LISTACUSTOMIZADA|MENSAGEM|VARCHAR2|1000||0
LISTACUSTOMIZADA|CATEGORIA|NUMBER|22|10|0
LISTACUSTOMIZADA|DATA_ATUALIZACAO|DATE|7||0
FILTROPARAMETRO|ID_FILTROPARAMETRO|NUMBER|22|10|0
FILTROPARAMETRO|ID_REGIONAL|NUMBER|22|10|0
FILTROPARAMETRO|ID_GRUPO|NUMBER|22|10|0
FILTROPARAMETRO|PARAMETRO|VARCHAR2|255||0
FILTRORESPOSTA|ID_FILTRORESPOSTA|NUMBER|22|10|0
FILTRORESPOSTA|ID_REGIONAL|NUMBER|22|10|0
FILTRORESPOSTA|ID_GRUPO|NUMBER|22|10|0
FILTRORESPOSTA|RESPOSTA|VARCHAR2|50||0
FOTO_ORDENACAOPOLITICA|ID_FOTO_ORDENACAOPOLITICA|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|ID_ORDENACAOPOLITICA|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|CRITERIOPOLITICA|VARCHAR2|100||0
FOTO_ORDENACAOPOLITICA|CRITERIO|VARCHAR2|100||0
FOTO_ORDENACAOPOLITICA|IDCRITERIOPOLITICA|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|IDCRITERIO|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|IDGRUPO|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|ORDEM|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|DATA|DATE|7||0
FOTO_ORDENACAOPOLITICA|IDUSUARIO|NUMBER|22|10|0
FOTO_ORDENACAOPOLITICA|OBJETOANALISE|VARCHAR2|50||0
ORDENACAOPOLITICA|ID_ORDENACAOPOLITICA|NUMBER|22|10|0
ORDENACAOPOLITICA|CRITERIOPOLITICA|VARCHAR2|100||0
ORDENACAOPOLITICA|CRITERIO|VARCHAR2|100||0
ORDENACAOPOLITICA|IDCRITERIOPOLITICA|NUMBER|22|10|0
ORDENACAOPOLITICA|IDCRITERIO|NUMBER|22|10|0
ORDENACAOPOLITICA|IDGRUPO|NUMBER|22|10|0
ORDENACAOPOLITICA|ORDEM|NUMBER|22|10|0
ORDENACAOPOLITICA|DATA|DATE|7||0
ORDENACAOPOLITICA|IDUSUARIO|NUMBER|22|10|0
ORDENACAOPOLITICA|OBJETOANALISE|VARCHAR2|50||0
HISTORICO_ORDENACAOPOLITICA|ID_FOTO_ORDENACAOPOLITICA|NUMBER|22|10|0
HISTORICO_ORDENACAOPOLITICA|ID_FOTO_INICIO|NUMBER|22|10|0
HISTORICO_ORDENACAOPOLITICA|ID_FOTO_FIM|NUMBER|22|10|0
PROCESSOATUALIZACAODRIVER|ID|NUMBER|22|10|266
PROCESSOATUALIZACAODRIVER|NOMEDRIVER|VARCHAR2|30||266
PROCESSOATUALIZACAODRIVER|VERSAOATUALIZACAO|NUMBER|22|10|266
PROCESSOATUALIZACAODRIVER|VERSAOANTERIOR|NUMBER|22|10|266
PROCESSOATUALIZACAODRIVER|FINALIZADO|NUMBER|22|1|266
PROCESSOATUALIZACAODRIVER|EMEXECUCAO|NUMBER|22|1|266
PROCESSOATUALIZACAODRIVER|CANCELADO|NUMBER|22|1|266
PROCESSOATUALIZACAODRIVER|ERRO|NUMBER|22|1|266
PROCESSOATUALIZACAODRIVER|DETALHES|VARCHAR2|4000||266
PROCESSOATUALIZACAODRIVER|DATAINICIO|DATE|7||266
PROCESSOATUALIZACAODRIVER|DATAFIM|DATE|7||266
PROCESSOATUALIZACAODRIVER|CUSTOMCODEIDS|VARCHAR2|1000||266
PROCESSOATUALIZACAODRIVER|DATAEXECUCAO|DATE|7||266
PROCESSOATUALIZACAODRIVER|MENSAGEMERRO|VARCHAR2|4000||266
RELATORIOFONTE|ID_RELATORIOFONTE|NUMBER|22|10|64410
RELATORIOFONTE|ID_PRODUTO|NUMBER|22|10|64410
RELATORIOFONTE|DATACOLETA|DATE|7||64410
RELATORIOFONTE|RELATORIOFONTE|BLOB|4000||64410
RELATORIOFONTE|TIPO|VARCHAR2|10||64410
RELATORIOFONTE|MD5PARAMETROS|VARCHAR2|32||64410
LOGRELATORIOFONTE|ID_LOGRELATORIOFONTE|NUMBER|22|10|64410
LOGRELATORIOFONTE|ID_LOG|NUMBER|22|10|64410
LOGRELATORIOFONTE|DATA|DATE|7||64410
LOGRELATORIOFONTE|OBJETOANALISE|NUMBER|22|1|64410
LOGRELATORIOFONTE|ID_RELATORIOFONTE|NUMBER|22|10|64410
LOGRESULTADO|ID_LOG|NUMBER|22|10|73378
LOGRESULTADO|DATA|DATE|7||73378
LOGRESULTADO|OPERACAORESULTADO|BLOB|4000||73378
LOGRESULTADO|OBJETOANALISE|NUMBER|22|1|73378
LOGEXPLICAOPERACAO|ID_LOG|NUMBER|22|10|73378
LOGEXPLICAOPERACAO|DATA|DATE|7||73378
LOGEXPLICAOPERACAO|EXPLICAOPERACAO|BLOB|4000||73378
LOGEXPLICAOPERACAO|OBJETOANALISE|NUMBER|22|1|73378
SUBSCRIPTIONS|TOPIC|VARCHAR2|200||2
SUBSCRIPTIONS|ADDRESS|VARCHAR2|200||2
SCORECARD|ID|NUMBER|22|10|0
SCORECARD|NOME|VARCHAR2|100||0
SCORECARD|CRIACAO|DATE|7||0
SCORECARD|ALTERACAO|DATE|7||0
SCORECARD|OCULTO|NUMBER|22|1|0
SCORECARD|CONTEUDOJSON|BLOB|4000||0
VERSAOSCORECARD|ID|NUMBER|22|10|0
VERSAOSCORECARD|IDSCORECARD|NUMBER|22|10|0
VERSAOSCORECARD|VERSAO|NUMBER|22|10|0
VERSAOSCORECARD|DATA|DATE|7||0
VERSAOSCORECARD|PUBLICADO|NUMBER|22|1|0
VERSAOSCORECARD|CONTEUDOJSON|BLOB|4000||0
LOGEXPLICASCORECARD|ID_EXPLICASCORECARD|NUMBER|22|10|0
LOGEXPLICASCORECARD|ID_LOG|NUMBER|22|10|0
LOGEXPLICASCORECARD|DATA|DATE|7||0
LOGEXPLICASCORECARD|EXPLICASCORECARD|BLOB|4000||0
CAMPEAODESAFIANTECACHE|ID|NUMBER|22|10|0
CAMPEAODESAFIANTECACHE|CHAVE|VARCHAR2|100||0
CAMPEAODESAFIANTECACHE|DATA|DATE|7||0
CAMPEAODESAFIANTECACHE|RAMO|NUMBER|22|1|0
CONFIGAPLICACAO|EMPRESA|VARCHAR2|50||61
CONFIGAPLICACAO|BLOCO|VARCHAR2|50||61
CONFIGAPLICACAO|NOMECHAVE|VARCHAR2|50||61
CONFIGAPLICACAO|NUMERO|NUMBER|22|15|61
CONFIGAPLICACAO|TEXTO|VARCHAR2|4000||61
AUDITORIA_MIGRACAO|ID_AUDITORIA_MIGRACAO|NUMBER|22|10|0
AUDITORIA_MIGRACAO|DATA|DATE|7||0
AUDITORIA_MIGRACAO|SCRIPT|VARCHAR2|30||0
AUDITORIA_MIGRACAO|ERRO|VARCHAR2|500||0
AUDITORIA_MIGRACAO|INSTRUCAO|VARCHAR2|50||0
AUDITORIA_MIGRACAO|FINALIZADO|NUMBER|22|1|0
XMLCOLETA|ID_XMLCOLETA|NUMBER|22|15|0
XMLCOLETA|RELATORIO|BLOB|4000||0
XMLCOLETA|ID_PRODUTO|NUMBER|22|10|0
XMLCOLETA|MD5_PARAMETROS|CHAR|32||0
XMLCOLETA|DATA|DATE|7||0
LOGXMLCOLETA|ID_LOGXMLCOLETA|NUMBER|22|15|0
LOGXMLCOLETA|ID_LOG|NUMBER|22|10|0
LOGXMLCOLETA|ID_XMLCOLETA|NUMBER|22|15|0
LOGXMLCOLETA|DATA|DATE|7||0
ACESSO_EXECUCAO_CRITERIO|ID_ACESSO_EXECUCAO_CRITERIO|NUMBER|22|10|44
ACESSO_EXECUCAO_CRITERIO|ID_GRUPO|NUMBER|22|10|44
ACESSO_EXECUCAO_CRITERIO|ID_GRUPO_EXECUCAO|NUMBER|22|10|44
ACESSO_EXECUCAO_CRITERIO|ID_REGIONAL|NUMBER|22|10|44
DOCUMENTACAOCRITERIO|ID_CRITERIO|NUMBER|22|10|0
DOCUMENTACAOCRITERIO|ID_FOTO|NUMBER|22|10|0
DOCUMENTACAOCRITERIO|HASHFILTRO|NUMBER|22|10|0
DOCUMENTACAOCRITERIO|DOCUMENTACAO|BLOB|4000||0
DOCUMENTACAOCRITERIO|DATA|DATE|7||0
USUARIO_SENHAS|ID|NUMBER|22|10|30
USUARIO_SENHAS|ID_USUARIO|NUMBER|22|10|30
USUARIO_SENHAS|HASHSENHA|CHAR|64||30
USUARIO_SENHAS|HASHSENHAUPPER|CHAR|64||30
USUARIO_SENHAS|HASHSALT|CHAR|472||30
ACESSO_TIPOLISTACUSTOMIZADA|ID_ACESSO_TIPOLISTACUSTOMIZADA|NUMBER|22|10|0
ACESSO_TIPOLISTACUSTOMIZADA|ID_TIPOLISTACUSTOMIZADA|NUMBER|22|10|0
ACESSO_TIPOLISTACUSTOMIZADA|ID_GRUPO|NUMBER|22|10|0
ACESSO_TIPOLISTACUSTOMIZADA|SOMENTELEITURA|NUMBER|22|1|0
MAQUINA|MAQUINAID|NUMBER|22|10|2
MAQUINA|NOME|VARCHAR2|1000||2
MAQUINA|HASH|CHAR|32||2
USUARIO|USUARIOID|NUMBER|22|10|31
USUARIO|NOME|VARCHAR2|50||31
USUARIO|HASH|CHAR|32||31
DRIVER|DRIVERID|NUMBER|22|10|266
DRIVER|NOME|VARCHAR2|30||266
DRIVER|HASH|CHAR|32||266
PRODUTO|PRODUTOID|NUMBER|22|10|6179
PRODUTO|DRIVERID|NUMBER|22|10|6179
PRODUTO|NOME|VARCHAR2|50||6179
PRODUTO|HASH|CHAR|32||6179
LOTE|LOTEID|NUMBER|22|10|2
LOTE|GRUPOID|NUMBER|22|10|2
LOTE|CENTRODECUSTOID|NUMBER|22|10|2
LOTE|NOME|VARCHAR2|50||2
LOTE|HASH|CHAR|32||2
CAMPO|CAMPOID|NUMBER|22|10|12417
CAMPO|NOME|VARCHAR2|255||12417
CAMPO|HASH|CHAR|32||12417
OPERACAO|OPERACAOID|NUMBER|22|19|3
OPERACAO|CORRELATIONID|CHAR|32||3
OPERACAO|CODIGO|CHAR|7||3
OPERACAO|HASHCODIGO|CHAR|32||3
OPERACAO|TEMPOEXECUCAO|NUMBER|22|10|3
OPERACAO|OBJETOANALISE|NUMBER|22|3|3
OPERACAO|CODIGOOPERACAOPRINCIPAL|CHAR|7||3
OPERACAO|DATAOPERACAO|DATE|7||3
OPERACAO|MAQUINAID|NUMBER|22|10|3
OPERACAO|MAQUINAPOSPROCESSAMENTOID|NUMBER|22|10|3
OPERACAO|CENTRODECUSTOID|NUMBER|22|10|3
OPERACAO|GRUPOID|NUMBER|22|10|3
OPERACAO|USUARIOID|NUMBER|22|10|3
OPERACAO|LOTEID|NUMBER|22|10|3
OPERACAO|QUANTIDADEDECISOES|NUMBER|22|5|3
OPERACAO|QUANTIDADEOBJETOSANALISE|NUMBER|22|5|3
OPERACAO|QUANTIDADECOLETAS|NUMBER|22|5|3
OPERACAO|JSONOPERACAO|BLOB|4000||3
OPERACAO|TIPO|NUMBER|22|3|3
OPERACAO|VERSAOCRIVO|VARCHAR2|20||3
OPERACAO|DATAINSERCAO|DATE|7||3
RESPOSTA|RESPOSTAID|NUMBER|22|10|894
RESPOSTA|VALOR|VARCHAR2|255||894
RESPOSTA|HASH|CHAR|32||894
SISTEMA|SISTEMAID|NUMBER|22|10|656
SISTEMA|VALOR|VARCHAR2|255||656
SISTEMA|HASH|CHAR|32||656
SCORECARD|SCORECARDID|NUMBER|22|10|0
SCORECARD|NOME|VARCHAR2|255||0
SCORECARD|VERSAO|NUMBER|22|19|0
SCORECARD|HASH|CHAR|32||0
ACOMPANHAMENTO_EXPORTACAO|DATA_TERMINO|DATE|7||0
ACOMPANHAMENTO_EXPORTACAO|ID_USUARIO_CANCELOU|NUMBER|22|10|0
ACOMPANHAMENTO_EXPORTACAO|SERVIDOR|VARCHAR2|255||0
ACOMPANHAMENTO_EXPORTACAO|ID_MAQUINA|NUMBER|22|10|0
ACOMPANHAMENTO_EXPORTACAO|ID_REGIONAL|NUMBER|22|10|0
ACOMPANHAMENTO_EXPORTACAO|ID_GRUPO|NUMBER|22|10|0
AUDITORIA|ID_AUDITORIA|NUMBER|22|10|1096
AUDITORIA|DATA|DATE|7||1096
AUDITORIA|ID_USUARIO|NUMBER|22|10|1096
AUDITORIA|ID_OPERACAO|NUMBER|22|10|1096
AUDITORIA|ID_ENTIDADE|NUMBER|22|10|1096
AUDITORIA|ID_AFETADO|NUMBER|22|10|1096
AUDITORIA|ID_FOTO|NUMBER|22|10|1096
CACHECONFIG|ID_CACHECONFIG|NUMBER|22|10|6179
CACHECONFIG|VALIDADE|NUMBER|22|10|6179
CACHECONFIG|ID_PRODUTO|NUMBER|22|10|6179
CACHECONFIG|TIMEOUT|NUMBER|22|10|6179
CACHECONFIG|RETRIES|NUMBER|22|10|6179
CACHECONFIG|VALIDADEERRO|NUMBER|22|10|6179
CAMPO|ID_CAMPO|NUMBER|22|10|12417
CAMPO|ID_PRODUTO|NUMBER|22|10|12417
CAMPO|CHAVE|NUMBER|22|1|12417
CAMPO|NOME|VARCHAR2|200||12417
CONFIGDRIVER|ID_CONFIGDRIVER|NUMBER|22|10|1068
CONFIGDRIVER|ID_REGIONAL|NUMBER|22|10|1068
CONFIGDRIVER|ID_DRIVER|NUMBER|22|10|1068
CONFIGDRIVER|PARAMETRO|VARCHAR2|255||1068
CONFIGDRIVER|VALOR|VARCHAR2|2000||1068
CRITERIO|ID_CRITERIO|NUMBER|22|10|156
CRITERIO|NOME|VARCHAR2|100||156
CRITERIO|TIPO|CHAR|1||156
CRITERIO|XMLCRITERIO|CLOB|4000||156
CRITERIO|MD5|CHAR|32||156
CRITERIO|DATA_CRIACAO|DATE|7||156
CRITERIO|TEXTOCRITERIO|CLOB|4000||156
CRITERIO|MULTIOPERACAO|NUMBER|22|1|156
CRITERIO|SUSPEITO|NUMBER|22|1|156
CRITERIO|ID_PASTA|NUMBER|22|10|156
CRITERIO|MODELO|NUMBER|22|3|156
CRITERIO|MOTIVOSUSPEITA|VARCHAR2|4000||156
CRITERIO|ATIVO|NUMBER|22|1|156
CRITERIO|BLOQUEADO|NUMBER|22|1|156
CRITERIO|USUARIOBLOQUEIO|VARCHAR2|50||156
CRITERIO|MAQUINABLOQUEIO|VARCHAR2|1000||156
CRITERIO|CATEGORIA|NUMBER|22|10|156
CRITERIO_DISPARA|ID_CRITERIO_DISPARA|NUMBER|22|10|204
CRITERIO_DISPARA|ID_CRITERIO|NUMBER|22|10|204
CRITERIO_DISPARA|ID_CRITERIO_FILHO|NUMBER|22|10|204
CRITERIO_DISPARA|NOME_CRITERIO_FILHO|VARCHAR2|100||204
CRITERIO_PRODUTO|ID_CRITERIO|NUMBER|22|10|104
CRITERIO_PRODUTO|ID_PRODUTO|NUMBER|22|10|104
DETALHE|ID_DETALHE|NUMBER|22|10|217566
DETALHE|DESCRICAO|VARCHAR2|200||217566
DETALHE|TIPO|CHAR|1||217566
DETALHE|ID_PRODUTO|NUMBER|22|10|217566
DETALHEDISCRETA|ID_DETALHEDISCRETA|NUMBER|22|10|131584
DETALHEDISCRETA|DESCRICAO|VARCHAR2|200||131584
DETALHEDISCRETA|ID_PRODUTO|NUMBER|22|10|131584
DETALHEDISCRETA|TIPO|CHAR|1||131584
DETALHEOPCAO|ID_DETALHEOPCAO|NUMBER|22|10|241378
DETALHEOPCAO|ID_DETALHE|NUMBER|22|10|241378
DETALHEOPCAO|TEXTO|VARCHAR2|50||241378
DETALHEOPCAO|VALOR|NUMBER|22|10|241378
DRIVER|ID_DRIVER|NUMBER|22|10|266
DRIVER|NOME|VARCHAR2|30||266
DRIVER|COMPONENTE|VARCHAR2|200||266
DRIVER|ARQUIVOCONFIGURACAO|VARCHAR2|260||266
DRIVER|INATIVO|NUMBER|22|1|266
DRIVER|VERSAO|NUMBER|22|10|266
DRIVER|VERSAOMINIMA|NUMBER|22|10|266
DRIVER|INSTALADOSUCESSO|NUMBER|22|1|266
DRIVER|TIPOFONTE|CHAR|1||266
ENTIDADE|ID_ENTIDADE|NUMBER|22|10|7
ENTIDADE|DESCRICAO|VARCHAR2|25||7
FOTO|ID_FOTO|NUMBER|22|10|1079
FOTO|DATA|DATE|7||1079
FOTO_CACHECONFIG|ID_FOTO_CACHECONFIG|NUMBER|22|10|6180
FOTO_CACHECONFIG|ID_CACHECONFIG|NUMBER|22|10|6180
FOTO_CACHECONFIG|VALIDADE|NUMBER|22|10|6180
FOTO_CACHECONFIG|ID_PRODUTO|NUMBER|22|10|6180
FOTO_CACHECONFIG|TIMEOUT|NUMBER|22|10|6180
FOTO_CACHECONFIG|RETRIES|NUMBER|22|10|6180
FOTO_CACHECONFIG|VALIDADEERRO|NUMBER|22|10|6180
FOTO_CAMPO|ID_FOTO_CAMPO|NUMBER|22|10|0
FOTO_CAMPO|ID_CAMPO|NUMBER|22|10|0
FOTO_CAMPO|ID_PRODUTO|NUMBER|22|10|0
FOTO_CAMPO|CHAVE|NUMBER|22|1|0
FOTO_CAMPO|NOME|VARCHAR2|200||0
FOTO_CONFIGDRIVER|ID_FOTO_CONFIGDRIVER|NUMBER|22|10|1602
FOTO_CONFIGDRIVER|ID_CONFIGDRIVER|NUMBER|22|10|1602
FOTO_CONFIGDRIVER|ID_REGIONAL|NUMBER|22|10|1602
FOTO_CONFIGDRIVER|ID_DRIVER|NUMBER|22|10|1602
FOTO_CONFIGDRIVER|PARAMETRO|VARCHAR2|255||1602
FOTO_CONFIGDRIVER|VALOR|VARCHAR2|2000||1602
FOTO_CRITERIO|ID_FOTO_CRITERIO|NUMBER|22|10|403
FOTO_CRITERIO|ID_CRITERIO|NUMBER|22|10|403
FOTO_CRITERIO|NOME|VARCHAR2|100||403
FOTO_CRITERIO|TIPO|CHAR|1||403
FOTO_CRITERIO|XMLCRITERIO|CLOB|4000||403
FOTO_CRITERIO|MD5|CHAR|32||403
FOTO_CRITERIO|DATA_CRIACAO|DATE|7||403
FOTO_CRITERIO|TEXTOCRITERIO|CLOB|4000||403
FOTO_CRITERIO|MULTIOPERACAO|NUMBER|22|1|403
FOTO_CRITERIO|SUSPEITO|NUMBER|22|1|403
FOTO_CRITERIO|MOTIVOSUSPEITA|VARCHAR2|4000||403
FOTO_CRITERIO_DISPARA|ID_FOTO_CRITERIO_DISPARA|NUMBER|22|10|269
FOTO_CRITERIO_DISPARA|ID_CRITERIO_DISPARA|NUMBER|22|10|269
FOTO_CRITERIO_DISPARA|ID_CRITERIO|NUMBER|22|10|269
FOTO_CRITERIO_DISPARA|ID_CRITERIO_FILHO|NUMBER|22|10|269
FOTO_CRITERIO_DISPARA|NOME_CRITERIO_FILHO|VARCHAR2|100||269
FOTO_DETALHE|ID_FOTO_DETALHE|NUMBER|22|10|0
FOTO_DETALHE|ID_DETALHE|NUMBER|22|10|0
FOTO_DETALHE|DESCRICAO|VARCHAR2|200||0
FOTO_DETALHE|TIPO|CHAR|1||0
FOTO_DETALHE|ID_PRODUTO|NUMBER|22|10|0
FOTO_DETALHEDISCRETA|ID_FOTO_DETALHEDISCRETA|NUMBER|22|10|0
FOTO_DETALHEDISCRETA|ID_DETALHEDISCRETA|NUMBER|22|10|0
FOTO_DETALHEDISCRETA|DESCRICAO|VARCHAR2|200||0
FOTO_DETALHEDISCRETA|ID_PRODUTO|NUMBER|22|10|0
FOTO_DETALHEDISCRETA|TIPO|CHAR|1||0
FOTO_DETALHEOPCAO|ID_FOTO_DETALHEOPCAO|NUMBER|22|10|0
FOTO_DETALHEOPCAO|ID_DETALHEOPCAO|NUMBER|22|10|0
FOTO_DETALHEOPCAO|ID_DETALHE|NUMBER|22|10|0
FOTO_DETALHEOPCAO|TEXTO|VARCHAR2|50||0
FOTO_DETALHEOPCAO|VALOR|NUMBER|22|10|0
FOTO_DRIVER|ID_FOTO_DRIVER|NUMBER|22|10|0
FOTO_DRIVER|ID_DRIVER|NUMBER|22|10|0
FOTO_DRIVER|NOME|VARCHAR2|30||0
FOTO_DRIVER|COMPONENTE|VARCHAR2|200||0
FOTO_DRIVER|ARQUIVOCONFIGURACAO|VARCHAR2|260||0
FOTO_DRIVER|INATIVO|NUMBER|22|1|0
FOTO_DRIVER|VERSAO|NUMBER|22|10|0
FOTO_GRUPO_USUARIO|ID_FOTO_GRUPO_USUARIO|NUMBER|22|10|31
FOTO_GRUPO_USUARIO|ID_GRUPO|NUMBER|22|10|31
FOTO_GRUPO_USUARIO|NOME|VARCHAR2|50||31
FOTO_GRUPO_USUARIO|ID_REGIONAL|NUMBER|22|10|31
FOTO_GRUPO_USUARIO|PREBUSCA_DIAS|NUMBER|22|10|31
FOTO_HIST_DRIVER|ID_FOTO|NUMBER|22|10|0
FOTO_HIST_DRIVER|ID_HIST_DRIVER|NUMBER|22|10|0
FOTO_PRODUTO|ID_FOTO_PRODUTO|NUMBER|22|10|0
FOTO_PRODUTO|ID_PRODUTO|NUMBER|22|10|0
FOTO_PRODUTO|ID_DRIVER|NUMBER|22|10|0
FOTO_PRODUTO|NOME|VARCHAR2|50||0
FOTO_PRODUTO|TIPO|CHAR|1||0
FOTO_REGIONAL|ID_FOTO_REGIONAL|NUMBER|22|10|13
FOTO_REGIONAL|ID_REGIONAL|NUMBER|22|10|13
FOTO_REGIONAL|NOME|VARCHAR2|50||13
FOTO_RESPOSTA|ID_FOTO_RESPOSTA|NUMBER|22|10|1699
FOTO_RESPOSTA|ID_RESPOSTA|NUMBER|22|10|1699
FOTO_RESPOSTA|ID_CRITERIO|NUMBER|22|10|1699
FOTO_RESPOSTA|NOME|VARCHAR2|50||1699
FOTO_USUARIO|ID_FOTO_USUARIO|NUMBER|22|10|30
FOTO_USUARIO|ID_USUARIO|NUMBER|22|10|30
FOTO_USUARIO|NOME|VARCHAR2|50||30
FOTO_USUARIO|EMAIL|VARCHAR2|250||30
FOTO_USUARIO|ID_GRUPO|NUMBER|22|10|30
FOTO_USUARIO|BLOQUEADO|NUMBER|22|1|30
FOTO_USUARIO|MOTIVOBLOQUEIO|VARCHAR2|100||30
GRUPO_CRITERIO|ID_GRUPO_CRITERIO|NUMBER|22|10|37
GRUPO_CRITERIO|ID_GRUPO|NUMBER|22|10|37
GRUPO_CRITERIO|ID_CRITERIO|NUMBER|22|10|37
GRUPO_USUARIO|ID_GRUPO|NUMBER|22|10|13
GRUPO_USUARIO|NOME|VARCHAR2|50||13
GRUPO_USUARIO|ID_REGIONAL|NUMBER|22|10|13
GRUPO_USUARIO|PREBUSCA_DIAS|NUMBER|22|10|13
HIST_DRIVER|ID_HIST_DRIVER|NUMBER|22|10|266
HIST_DRIVER|DATA|DATE|7||266
LOCK_FOTO4|ID_LOCK_FOTO|NUMBER|22|1|0
LOCK_MIGRACAO4|ID_LOCK_MIGRACAO|NUMBER|22|1|0
LOG|ID_LOG|NUMBER|22|10|70810
LOG|DATA|DATE|7||70810
LOG|TIPOCONSULTA|CHAR|1||70810
LOG|CODIGO_AUTORIZACAO|VARCHAR2|10||70810
LOG|ID_LOTE|NUMBER|22|10|70810
