select t.TABLE_NAME || '|' ||
       t.CONSTRAINT_NAME || '|' ||
     t.COLUMN_NAME
from DBA_CONS_COLUMNS t
where t.OWNER = '&schema';
&schema: TRON2000
LOG_LOCALIDADE|SYS_C001684871|LOC_NU
A2109361_VCR|PK_A2109361_VCR|NUM_COTACAO
A2109361_VCR|SYS_C003501009|NUM_COTACAO
A2109361_VCR|SYS_C003501010|COD_CORRETOR_LIDER
A2109361_VCR|PK_A2109361_VCR|COD_CORRETOR_LIDER
A2109361_VCR|PK_A2109361_VCR|COD_CORRETOR_EXCLUSIVO
A2109361_VCR|SYS_C003501011|COD_CORRETOR_EXCLUSIVO
A2109367_VCR|PK_A2109367_VCR|COD_CIA
A2109367_VCR|SYS_C003501014|COD_CIA
A2109367_VCR|FK_A2109367_VCR_A2109358_VCR|COD_CIA
A2109367_VCR|FK_A2109367_VCR_A2109358_VCR|COD_SECTOR
A2109367_VCR|PK_A2109367_VCR|COD_SECTOR
A2109367_VCR|SYS_C003501015|COD_SECTOR
A2109367_VCR|FK_A2109367_VCR_A2109358_VCR|COD_RAMO
A2109367_VCR|PK_A2109367_VCR|COD_RAMO
A2109367_VCR|SYS_C003501016|COD_RAMO
A2109367_VCR|FK_A2109367_VCR_A2109358_VCR|COD_CONTROLE
A2109367_VCR|SYS_C003501017|COD_CONTROLE
A2109367_VCR|PK_A2109367_VCR|COD_ITEM_RELATORIO
A2109367_VCR|SYS_C003501018|COD_ITEM_RELATORIO
A2109506_VCR|SYS_C003501021|COD_COLABORADOR
A2109506_VCR|FK_A2109506_VCR_A2109120_VCR|COD_COLABORADOR
A2109506_VCR|SYS_C003501022|PCT_MAX
A2109506_VCR|SYS_C003501023|PCT_MIN
A2109506_VCR|PK_A2109506_VCR|FEC_INCLUSAO
A2109126_VCR|A2109126_VCR_PK|COD_CIA
A2109126_VCR|SYS_C003756692|COD_CIA
A2109126_VCR|A2109126_VCR_PK|COD_ITEM
A2109126_VCR|SYS_C003756693|COD_ITEM
A2109126_VCR|A2109126_VCR_PK|NUM_COTACAO
A2109126_VCR|SYS_C003756694|NUM_COTACAO
A2109126_VCR|SYS_C003756695|COD_STATUS_VALIDACAO_CALCULO
A2109507_VCR|FK_A2109507_VCR_A2109120_VCR|COD_COLABORADOR
A2109507_VCR|SYS_C003501026|COD_COLABORADOR
A2109507_VCR|SYS_C003501027|PCT_MAX
A2109507_VCR|SYS_C003501028|PCT_MIN
A2109507_VCR|PK_A2109507_VCR|FEC_INCLUSAO
B2009054_VCR|PK_B2009054_VCR|COD_CIA
B2009054_VCR|PK_B2009054_VCR|COD_RAMO
B2009054_VCR|PK_B2009054_VCR|COD_COB
B2009051_VCR|PK_B2009051_VCR|COD_CIA
B2009051_VCR|PK_B2009051_VCR|COD_SECTOR
B2009051_VCR|PK_B2009051_VCR|COD_RAMO
B2009051_VCR|PK_B2009051_VCR|NUM_POLIZA
B2009051_VCR|PK_B2009051_VCR|NUM_SPTO
A7009017_VCR|SYS_C003205886|COD_CIA
A7009017_VCR|SYS_C003205887|COD_EMP_RECEP_VCR
A7009017_VCR|SYS_C003205888|COD_RAMO
A7009017_VCR|SYS_C003205889|NUM_PROTOCOLO_VCR
A7009017_VCR|SYS_C003205890|COD_NIVEL_SINI_VCR
A7009017_VCR|SYS_C003205891|NUM_TRC_VCR
A7009017_VCR|SYS_C003205892|COD_GRUPO_SINI_VCR
A7009017_VCR|SYS_C003205893|MCA_A7000025_VCR
A7009017_VCR|SYS_C003205894|FEC_EQUIPO_VCR
A7009017_VCR|SYS_C003205895|NUM_HORA_EQUIPO_VCR
A2100170|SYS_C003685517|COD_CIA
A2100170|PK_A2100170|COD_CIA
A2100170|SYS_C003685518|NUM_POLIZA
A2100170|PK_A2100170|NUM_POLIZA
A2100170|SYS_C003685519|NUM_SPTO
A2100170|PK_A2100170|NUM_SPTO
A2100170|SYS_C003685520|NUM_APLI
A2100170|PK_A2100170|NUM_APLI
A2100170|SYS_C003685521|NUM_SPTO_APLI
A2100170|PK_A2100170|NUM_SPTO_APLI
A2100170|SYS_C003685522|NUM_RIESGO
A2100170|PK_A2100170|NUM_RIESGO
A2100170|SYS_C003685523|NUM_PERIODO
A2100170|PK_A2100170|NUM_PERIODO
A2100170|PK_A2100170|COD_COB
A2100170|SYS_C003685524|COD_COB
A2100170|PK_A2100170|COD_DESGLOSE
A2100170|SYS_C003685525|COD_DESGLOSE
A2100170|SYS_C003685526|COD_ECO
A2100170|SYS_C003685527|IMP_ACUMULADO_ANUAL
A2100170|SYS_C003685528|COD_RAMO
A2100170|PK_A2100170|COD_RAMO
A9989037_VCR|SYS_C003722364|COD_ORIGEM
A9989037_VCR|PK_A9989037_VCR|COD_CIA
A9989037_VCR|SYS_C003722365|COD_CIA
A9989037_VCR|SYS_C003722366|COD_CLIENTE
A9989037_VCR|SYS_C003722367|MCA_SEXO
A9989037_VCR|SYS_C003722368|MCA_TIP_PESSOA
A9989037_VCR|SYS_C003722369|NOM_TERCERO
A9989037_VCR|SYS_C003722370|NOM_ENDERECO
A9989037_VCR|SYS_C003722371|NUM_APARTADO
A9989037_VCR|SYS_C003722372|NOM_CIDADE
A9989037_VCR|SYS_C003722373|NOM_BAIRRO
A9989037_VCR|SYS_C003722374|COD_ESTADO
A9989037_VCR|SYS_C003722375|COD_PAIS
A9989037_VCR|SYS_C003722376|COD_POSTAL
A9989037_VCR|SYS_C003722377|TLF_NUMERO
A9989037_VCR|SYS_C003722378|COD_DOCUM
A9989037_VCR|SYS_C003722379|NUM_PROPOSTA
A9989037_VCR|SYS_C003722380|NUM_POLIZA
A9989037_VCR|SYS_C003722381|COD_RAMO
A9989037_VCR|SYS_C003722382|COD_PRODUTO
A9989037_VCR|SYS_C003722383|COD_COBRO_POLIZA
A9989037_VCR|SYS_C003722384|NUM_SPTO
A9989037_VCR|SYS_C003722385|COD_TERRITORIAL
A9989037_VCR|SYS_C003722386|COD_AGENCIA
A9989037_VCR|SYS_C003722387|COD_AGENTE
A9989037_VCR|SYS_C003722388|COD_MATRIC_AGENTE
A9989037_VCR|SYS_C003722389|COD_LANCTO
A9989037_VCR|SYS_C003722390|NUM_IDENT_PARC
A9989037_VCR|SYS_C003722391|NUM_PARCELA
A9989037_VCR|SYS_C003722392|NUM_PARC_TOTAL
A9989037_VCR|SYS_C003722393|FEC_DOCTO
A9989037_VCR|SYS_C003722394|FEC_LANCTO
A9989037_VCR|SYS_C003722395|IMP_PARCELA
A9989037_VCR|SYS_C003722396|IMP_PARCELA_00
A9989037_VCR|SYS_C003722397|COD_MOEDA
A9989037_VCR|SYS_C003722398|IMP_PARCELA_VCTO1
A9989037_VCR|SYS_C003722399|FEC_VCTO1_PARCELA
A9989037_VCR|SYS_C003722400|TIP_EST_PARCELA
A9989037_VCR|SYS_C003722401|COD_GESTOR_COB
A9989037_VCR|SYS_C003722402|COD_FORMA_COB
A9989037_VCR|SYS_C003722403|COD_BANC_CONV_COB
A9989037_VCR|SYS_C003722404|COD_CONVENIO_COB
A9989037_VCR|SYS_C003722405|NUM_NOSSO_NUMERO
A9989037_VCR|PK_A9989037_VCR|NUM_NOSSO_NUMERO
A9989037_VCR|SYS_C003722406|COD_PLAN_COB
A9989037_VCR|SYS_C003722407|TIP_DOCTO_COB
A9989037_VCR|SYS_C003722408|COD_EVENTO_00
A2999026_VCR|PK_A2999026_VCR|NUM_LOG_ERRO
A2999026_VCR|SYS_C003726610|COD_USUARIO
A2999026_VCR|SYS_C003726611|FEC_LOG_ERRO
A2999026_VCR|SYS_C003726612|COD_PROCESSO
A2999026_VCR|SYS_C003726613|NOM_PROCESSO
A2999026_VCR|SYS_C003726614|COD_ERRO
A2999026_VCR|SYS_C003726615|DS_ERRO
G1009000_VCR|SYS_C003206096|COD_CIA
G1009000_VCR|SYS_C003206097|COD_CIA_PARA
A9989010_VCR|SYS_C003863974|VAL_VLTOTAL_LIQ
A9989010_VCR|SYS_C003863975|COD_USR_SOLICITANTE
A9989013_VCR|SYS_C003882341|VAL_DESP_ACESS
A9989020_VCR|SYS_C003882346|IMP_PARCELA_TOTAL
A9989020_VCR|SYS_C003882347|IMP_RESTITUICAO
A9989020_VCR|SYS_C003882348|IMP_DIFERENCA
A9989021_VCR|SYS_C004009359|NUM_IDENT_PARC
A9989021_VCR|SYS_C004009360|NUM_PARCELA
A9989011_VCR|SYS_C003863979|NUM_LOTE_SAP
A9989011_VCR|SYS_C003863980|NUM_ITEM_SAP
A9989017_VCR|PK_A9989017_VCR|NUM_LOTE_SAP
A9989017_VCR|SYS_C003882344|NUM_LOTE_SAP
A9989017_VCR|PK_A9989017_VCR|NUM_ITEM_SAP
A9989017_VCR|SYS_C003882345|NUM_ITEM_SAP
BIN$h/KmdGRGAZjgUwrOQh2FEg==$0|BIN$h/KmdGRFAZjgUwrOQh2FEg==$0|NUM_POLIZA
A1009203_VCR|PK_A1009203_VCR|COD_CIA
A1009203_VCR|SYS_C003717964|COD_CIA
A1009203_VCR|SYS_C003717965|COD_SECTOR
A1009203_VCR|PK_A1009203_VCR|COD_SECTOR
A1009203_VCR|PK_A1009203_VCR|COD_RAMO
A1009203_VCR|SYS_C003717966|COD_RAMO
A1009203_VCR|PK_A1009203_VCR|COD_PLAN_PAGO
A1009203_VCR|SYS_C003717967|COD_PLAN_PAGO
A1009203_VCR|SYS_C003717968|MCA_PLAN_PAGO_CUSTOM_VCR
A1009203_VCR|SYS_C003717969|NUM_DIAS_PARA_EMISSAO_VCR
A1009203_VCR|SYS_C003717970|QTD_DIAS
A1009203_VCR|PK_A1009203_VCR|FEC_VIG_INI_VCR
A1009203_VCR|SYS_C003717971|FEC_VIG_INI_VCR
A1009203_VCR|SYS_C003717972|COD_USR
A1009203_VCR|SYS_C003717973|FEC_ACTU
A2009530_VCR|PK_A2009530_VCR|COD_CIA
A2009530_VCR|SYS_C003717974|COD_CIA
A2009530_VCR|SYS_C003717975|COD_SECTOR
A2009530_VCR|PK_A2009530_VCR|COD_RAMO
A2009530_VCR|SYS_C003717976|COD_RAMO
A2009530_VCR|PK_A2009530_VCR|NUM_POLIZA
A2009530_VCR|SYS_C003717977|NUM_POLIZA
A2009530_VCR|PK_A2009530_VCR|NUM_SPTO
A2009530_VCR|SYS_C003717978|NUM_SPTO
A2009530_VCR|SYS_C003717979|PCT_COMIS
A2009530_VCR|SYS_C003717980|NUM_CUOTA
A2009530_VCR|PK_A2009530_VCR|NUM_CUOTA
A2009530_VCR|SYS_C003717981|FEC_EFEC_RECIBO
A2009530_VCR|SYS_C003717982|FEC_VCTO_RECIBO
A2009530_VCR|SYS_C003717983|IMP_RECIBO
A2009530_VCR|SYS_C003717984|COD_USR
A2009530_VCR|SYS_C003717985|FEC_ACTU
TMP_CMD_4112878_FCA|SYS_C003556195|NUM_FCA
A7009306_VCR|PK_A7009306_VCR|COD_CIA
A7009306_VCR|SYS_C003590368|COD_CIA
A7009306_VCR|PK_A7009306_VCR|NUM_SINI
A7009306_VCR|SYS_C003590369|NUM_SINI
A7009306_VCR|PK_A7009306_VCR|NUM_EXP
A7009306_VCR|SYS_C003590370|NUM_EXP
A7009306_VCR|PK_A7009306_VCR|TIP_EXP
A7009306_VCR|SYS_C003590371|TIP_EXP
A7009306_VCR|PK_A7009306_VCR|NUM_PROPOSTA
A7009306_VCR|SYS_C003590372|NUM_PROPOSTA
A7009306_VCR|SYS_C003590373|VAL_INDENIZAR_SEG
A7009306_VCR|SYS_C003590374|VAL_RASSARCIR
A7009306_VCR|SYS_C003590375|NUM_PARCELA
A7009306_VCR|SYS_C003590376|VAL_PARCELA
A7009306_VCR|SYS_C003590377|VAL_TOT_PARCELADO
A7009307_VCR|SYS_C003590379|COD_CIA
A7009307_VCR|PK_A7009307_VCR|COD_CIA
A7009307_VCR|PK_A7009307_VCR|VAL_PREJUIZO
A7009307_VCR|SYS_C003590380|VAL_PREJUIZO
A7009307_VCR|PK_A7009307_VCR|VAL_MINIMO
A7009307_VCR|SYS_C003590381|VAL_MINIMO
A7009307_VCR|PK_A7009307_VCR|VAL_MAXIMO
A7009307_VCR|SYS_C003590382|VAL_MAXIMO
A7009307_VCR|PK_A7009307_VCR|NUM_NIVEL_ALCADA
A7009307_VCR|SYS_C003590383|NUM_NIVEL_ALCADA
A7009307_VCR|SYS_C003590384|DES_NIVEL_ALCADA
A7009307_VCR|SYS_C003590385|COD_USER
A7009308_VCR|SYS_C003590387|COD_CIA
A7009308_VCR|SYS_C003590388|TIP_VENDA_SALVADO
A7009308_VCR|SYS_C003590389|VAL_PERCENTUAL
A7009308_VCR|SYS_C003590390|MCA_INABILITADO
A9989025_VCR|SYS_C003863977|NUM_LOTE_SAP
A9989025_VCR|SYS_C003863978|NUM_ITEM_SAP
A9989024_VCR|SYS_C003863976|COD_DIG_CCONTA
A9989019_VCR|PK_A9989019_VCR|NUM_LOTE_SAP
A9989019_VCR|SYS_C003882342|NUM_LOTE_SAP
A9989019_VCR|PK_A9989019_VCR|NUM_ITEM_SAP
A9989019_VCR|SYS_C003882343|NUM_ITEM_SAP
A9989030_VCR|SYS_C003882370|NUM_LOTE_SAP
A9989030_VCR|SYS_C003882371|NUM_ITEM_SAP
A9989031_VCR|PK_A9989031_VCR|COD_VERBA_CONTABIL
A2109129_VCR_REC|SYS_C003278540|COD_ITEM
A2109129_VCR_REC|A2109129_PK_REC1|COD_ITEM
A2109129_VCR_REC|SYS_C003278541|NUM_COTACAO
A2109129_VCR_REC|A2109129_PK_REC1|NUM_COTACAO
A2109129_VCR_REC|SYS_C003278542|COD_ITEM_COBERTURA
A2109129_VCR_REC|A2109129_PK_REC1|COD_ITEM_COBERTURA
A2109129_VCR_REC|SYS_C003278543|COD_CIA
A2109129_VCR_REC|A2109129_PK_REC1|COD_CIA
A2109121_VCR_REC|SYS_C003278548|COD_CIA
A2109121_VCR_REC|SYS_C003278654|COD_CIA
A2109121_VCR_REC|SYS_C003278653|COD_CIA
A2109121_VCR_REC|SYS_C003278653|NUM_COTACAO
A2109121_VCR_REC|SYS_C003278549|NUM_COTACAO
A2109121_VCR_REC|SYS_C003278550|COD_SECTOR
A2109121_VCR_REC|SYS_C003278654|COD_SECTOR
A2109121_VCR_REC|SYS_C003278551|COD_RAMO
A2109121_VCR_REC|SYS_C003278654|COD_RAMO
A2109121_VCR_REC|SYS_C003278552|NUM_VERSAO
A2109121_VCR_REC|SYS_C003278654|NUM_VERSAO
A2109121_VCR_REC|SYS_C003278553|COD_STATUS
A2109121_VCR_REC|SYS_C003278655|COD_EVENTO_NEGOCIO
A2109121_VCR_REC|SYS_C003278554|COD_EVENTO_NEGOCIO
A2109126_VCR_REC|SYS_C003278544|COD_CIA
A2109126_VCR_REC|SYS_C003278775|COD_CIA
A2109126_VCR_REC|SYS_C003278545|COD_ITEM
A2109126_VCR_REC|SYS_C003278775|COD_ITEM
A2109126_VCR_REC|SYS_C003278546|NUM_COTACAO
A2109126_VCR_REC|SYS_C003278775|NUM_COTACAO
A2109126_VCR_REC|SYS_C003278547|COD_STATUS_VALIDACAO_CALCULO
A2109126_VCR_REC10|SYS_C003344527|COD_STATUS_VALIDACAO_CALCULO
A2998001_VCR|PK_A2998001_VCR|COD_CIA
A2998001_VCR|SYS_C003449082|COD_CIA
A2998001_VCR|SYS_C003449083|NUM_POLIZA
A2998001_VCR|PK_A2998001_VCR|NUM_POLIZA
A2998001_VCR|PK_A2998001_VCR|NUM_SPTO
A2998001_VCR|SYS_C003449084|NUM_SPTO
A2109129_VCR_REC10|A2109129_PK_VCR_REC10|COD_ITEM
A2109129_VCR_REC10|SYS_C003344537|COD_ITEM
A2109129_VCR_REC10|A2109129_PK_VCR_REC10|NUM_COTACAO
A2109129_VCR_REC10|SYS_C003344538|NUM_COTACAO
A2109129_VCR_REC10|A2109129_PK_VCR_REC10|COD_ITEM_COBERTURA
A2109129_VCR_REC10|SYS_C003344539|COD_ITEM_COBERTURA
A2109129_VCR_REC10|A2109129_PK_VCR_REC10|COD_CIA
A2109129_VCR_REC10|SYS_C003344540|COD_CIA
A7009321_CRG_TRN|SYS_C003716692|COD_CIA
A7009321_CRG_TRN|SYS_C003716693|NUM_SINI
A7009321_CRG_TRN|SYS_C003716694|NUM_EXP
A7009321_CRG_TRN|SYS_C003716695|COD_COB
A7009321_CRG_TRN|SYS_C003716696|COD_RAMO
A7009321_CRG_TRN|SYS_C003716697|FEC_APER_EXP
A7009321_CRG_TRN|SYS_C003716698|COD_CTO_RVA
A7009304_VCR|PK_A7009304_VCR|COD_CIA
A7009304_VCR|SYS_C003716699|COD_CIA
A7009304_VCR|SYS_C003716700|IMP_LIMITE
A7009304_VCR|SYS_C003716701|IMP_AJUSTES
A7009304_VCR|SYS_C003716702|QTD_DIAS_AJUSTE
A7009304_VCR|SYS_C003716703|QTD_DIAS_PRAZO_VCR
A7009304_VCR|SYS_C003716704|FEC_ACTU
A7009304_VCR|PK_A7009304_VCR|FEC_VIG_VCR
A7009304_VCR|SYS_C003716705|FEC_VIG_VCR
A7009304_VCR|SYS_C003716706|COD_USR
A7009309_VCR|PK_A7009309_VCR|COD_CIA
A7009309_VCR|SYS_C003716707|COD_CIA
A7009309_VCR|PK_A7009309_VCR|NUM_SINI
A7009309_VCR|SYS_C003716708|NUM_SINI
A7009309_VCR|PK_A7009309_VCR|NUM_EXP
A7009309_VCR|SYS_C003716709|NUM_EXP
A7009309_VCR|PK_A7009309_VCR|TIP_DOCUM
A7009309_VCR|SYS_C003716710|TIP_DOCUM
A7009309_VCR|PK_A7009309_VCR|COD_DOCUM
A7009309_VCR|SYS_C003716711|COD_DOCUM
A7009309_VCR|PK_A7009309_VCR|NUM_SOLIC_PP
A7009309_VCR|SYS_C003716712|NUM_SOLIC_PP
A7009309_VCR|PK_A7009309_VCR|NUM_ORDEN
A7009309_VCR|SYS_C003716713|NUM_ORDEN
A7009309_VCR|SYS_C003716714|COD_ACT_TERCERO
A7009309_VCR|SYS_C003716715|COD_CTO_COB_PAG
A7009309_VCR|SYS_C003716716|IMP_LIQ
A7009309_VCR|SYS_C003716717|TIP_DOCTO
A7009309_VCR|SYS_C003716718|NUM_FRA
A7009309_VCR|SYS_C003716719|SERIE_FISCAL
A7009309_VCR|SYS_C003716720|FEC_FRA
A7009309_VCR|SYS_C003716722|MCA_SITUACAO_VCR
A7009309_VCR|SYS_C003716723|FEC_ACTU
A7009309_VCR|SYS_C003716724|COD_USR
A7009309_VCR|SYS_C003716725|FEC_INTEGRACAO
A1009097_VCR|PK01_A1009097_VCR|COD_RAMO
A1009097_VCR|SYS_C003337729|COD_RAMO
A1009097_VCR|PK01_A1009097_VCR|NUM_POLIZA_CLIENTE
A1009097_VCR|PK01_A1009097_VCR|NUM_PRODUTO_GARANTIA
A1009097_VCR|SYS_C003337731|NUM_PRODUTO_GARANTIA
A1009097_VCR|SYS_C003337732|NOM_PRODUTO_GARANTIA
A1009097_VCR|SYS_C003337733|COD_SECTOR
A1009097_VCR|SYS_C003337734|VAL_INICIAL_PRODUTO
A1009097_VCR|SYS_C003337735|VAL_FINAL_PRODUTO
A1009097_VCR|SYS_C003337736|IMP_PREMIO
A1009097_VCR|SYS_C003337737|VAL_PREMIO_TOTAL_DE
A1009097_VCR|SYS_C003337738|VAL_PREMIO_TOTAL_ATE
A1009097_VCR|SYS_C003337739|COD_CUADRO_COM
A1009097_VCR|SYS_C003337740|MCA_HABILITADO
A1009098_VCR|NUM_CERTIFICADO_PKA|COD_RAMO
A1009098_VCR|NUM_CERTIFICADO_PKA|NUM_CERTIFICADO
A1009111_VCR|SYS_C003337743|COD_DOCUM
A1009111_VCR|SYS_C003337744|COD_CORR_VCR
A1009111_VCR|SYS_C003337745|FEC_REMESSA_VCR
A1009111_VCR|SYS_C003337746|NUM_CERTIFICADO_GAR_EST
A1009111_VCR|NUM_CERTIFICADO_PK1|NUM_CERTIFICADO
A1009111_VCR|SYS_C003337747|NUM_CERTIFICADO
A2109126_VCR_05042013|SYS_C003444310|COD_CIA
A2109126_VCR_05042013|SYS_C003444311|COD_ITEM
A2109126_VCR_05042013|SYS_C003444312|NUM_COTACAO
A2109126_VCR_05042013|SYS_C003444313|COD_STATUS_VALIDACAO_CALCULO
A2109121_VCR_05042013|SYS_C003444314|COD_CIA
A2109121_VCR_05042013|SYS_C003444315|NUM_COTACAO
A2109121_VCR_05042013|SYS_C003444316|COD_SECTOR
A2109121_VCR_05042013|SYS_C003444317|COD_RAMO
A2109121_VCR_05042013|SYS_C003444318|NUM_VERSAO
A2109121_VCR_05042013|SYS_C003444319|COD_STATUS
A2109121_VCR_05042013|SYS_C003444320|COD_EVENTO_NEGOCIO
A2109129_VCR_05042013|SYS_C003444321|COD_ITEM
A2109129_VCR_05042013|SYS_C003444322|NUM_COTACAO
A2109129_VCR_05042013|SYS_C003444323|COD_ITEM_COBERTURA
A2109129_VCR_05042013|SYS_C003444324|COD_CIA
A9989085_VCR|SYS_C004009342|COD_DOCUM_PAGADOR
A9989085_VCR|SYS_C004009343|NOM_PAGADOR
A9989085_VCR|SYS_C004009344|NOM_ENDERECO_PAGADOR
A9989085_VCR|SYS_C004009345|NOM_CIDADE_PAGADOR
A9989085_VCR|SYS_C004009346|COD_ESTADO_PAGADOR
A9989085_VCR|SYS_C004009347|COD_POSTAL_PAGADOR
A9989085_VCR|SYS_C004009348|NOM_BAIRRO_PAGADOR
A9989085_VCR|SYS_C004009349|TXT_RODAPE_PAGADOR
A9989085_VCR|SYS_C004009350|COD_LINHA_DIGITAVEL
A9989085_VCR|SYS_C004009351|COD_BARRAS_BOLETO
A9989085_VCR|SYS_C004009352|COD_BARRAS_SIMBOLO
A9989085_VCR|SYS_C004009353|MCA_RET_BANCO_INCONS
A9989085_VCR|SYS_C004009354|COD_MOTIVO_RET_INCONS
A9989085_VCR|PK_A9989085_VCR|NUM_IDENT_PARC
A9989085_VCR|SYS_C004009355|NUM_IDENT_PARC
A9989085_VCR|SYS_C004009356|NUM_LOTE_SAP
A9989085_VCR|SYS_C004009357|NUM_ITEM_SAP
A2009144_VCR|PK_A2009144_VCR|COD_CIA
A2009144_VCR|SYS_C003283444|COD_CIA
A2009144_VCR|PK_A2009144_VCR|COD_SECTOR
A2009144_VCR|SYS_C003283445|COD_SECTOR
A2009144_VCR|PK_A2009144_VCR|COD_RAMO
A2009144_VCR|SYS_C003283446|COD_RAMO
A2009144_VCR|CHECK_MCA_INH|MCA_INH
A2009144_VCR|SYS_C003283447|MCA_INH
A2009144_VCR|SYS_C003283448|COD_USR
A2009144_VCR|SYS_C003283449|FEC_ACTU
A7009286_VCR|PK_A7009286_VCR|COD_CIA
A7009286_VCR|SYS_C003283491|COD_CIA
A7009286_VCR|PK_A7009286_VCR|NUM_SINI
A7009286_VCR|SYS_C003283492|NUM_SINI
A7009286_VCR|PK_A7009286_VCR|NUM_EXP
A7009286_VCR|SYS_C003283493|NUM_EXP
A7009286_VCR|SYS_C003283494|NUM_INSP_REF
A7009286_VCR|SYS_C003283495|NUM_ORDEN_INSP_REF
A7009286_VCR|SYS_C003283496|COD_CAUSA_INSP
A7009286_VCR|SYS_C003283497|FEC_SOLICITUD
A7009286_VCR|SYS_C003283498|COD_ACT_INSP
A7009286_VCR|SYS_C003283499|FEC_PREV_INSP
A7009286_VCR|SYS_C003283500|HORA_PREV_INSP
A7009286_VCR|SYS_C003283501|OBS
A7009286_VCR|SYS_C003283502|MCA_SITUACAO_VCR
A7009286_VCR|SYS_C003283503|FEC_SITUACAO_VCR
A7009286_VCR|PK_A7009286_VCR|NUM_ORDEN
A7009286_VCR|SYS_C003283504|NUM_ORDEN
A7009286_VCR|SYS_C003283505|COD_USR
A7009287_VCR|PK_A7009287_VCR|COD_CIA
A7009287_VCR|SYS_C003283507|COD_CIA
A7009287_VCR|PK_A7009287_VCR|NUM_SINI
A7009287_VCR|SYS_C003283508|NUM_SINI
A7009287_VCR|PK_A7009287_VCR|NUM_EXP
A7009287_VCR|SYS_C003283509|NUM_EXP
A7009287_VCR|SYS_C003283510|NUM_INSP
A7009287_VCR|SYS_C003283511|NUM_ORDEN_INSP
A7009287_VCR|SYS_C003283512|TXT_AVISO
A7009287_VCR|SYS_C003283513|MCA_PRIVADO
A7009287_VCR|SYS_C003283514|MCA_SITUACAO_VCR
A7009287_VCR|SYS_C003283515|FEC_SITUACAO_VCR
A7009287_VCR|PK_A7009287_VCR|NUM_ORDEN
A7009287_VCR|SYS_C003283516|NUM_ORDEN
A7009287_VCR|SYS_C003283517|TIP_MENSAJE
A7009287_VCR|SYS_C003283518|COD_TRAMITE
A7009287_VCR|SYS_C003283519|TIP_TRAMITE
A7009287_VCR|SYS_C003283520|TIP_EST_TRAMITE
A7009287_VCR|SYS_C003283521|SUB_TIP_TRAMITE
A7009287_VCR|SYS_C003283522|COD_USR
A7009287_VCR|SYS_C003283523|NUM_SECU
A7009287_VCR|SYS_C003283524|COD_NIVEL
A7009288_VCR|PK_A7009288_VCR|COD_CIA
A7009288_VCR|SYS_C003283526|COD_CIA
A7009288_VCR|PK_A7009288_VCR|NUM_SINI
A7009288_VCR|SYS_C003283527|NUM_SINI
A7009288_VCR|PK_A7009288_VCR|NUM_EXP
A7009288_VCR|SYS_C003283528|NUM_EXP
A7009288_VCR|SYS_C003283529|COD_SECTOR
A7009288_VCR|SYS_C003283530|COD_RAMO
A7009288_VCR|SYS_C003283531|NUM_LIQ
A7009288_VCR|SYS_C003283532|COD_COB
A7009288_VCR|SYS_C003283533|COD_CTO_RVA
A7009288_VCR|SYS_C003283534|SUMA_ASEG
A7009288_VCR|SYS_C003283535|FEC_SOLICITUD
A7009288_VCR|SYS_C003283536|MCA_SITUACAO_VCR
A7009288_VCR|SYS_C003283537|FEC_SITUACAO_VCR
A7009288_VCR|PK_A7009288_VCR|NUM_ORDEN
A7009288_VCR|SYS_C003283538|NUM_ORDEN
A7009288_VCR|SYS_C003283539|COD_CIA_CAPTURA
A7009288_VCR|SYS_C003283540|COD_USR_TRAMITADOR
A7009288_VCR|SYS_C003283541|COD_USR
A7009289_VCR|PK_A7009289_VCR|COD_CIA
A7009289_VCR|SYS_C003283543|COD_CIA
A7009289_VCR|PK_A7009289_VCR|NUM_SINI
A7009289_VCR|SYS_C003283544|NUM_SINI
A7009289_VCR|PK_A7009289_VCR|NUM_EXP
A7009289_VCR|SYS_C003283545|NUM_EXP
A7009289_VCR|SYS_C003283546|COD_SECTOR
A7009289_VCR|SYS_C003283547|COD_RAMO
A7009289_VCR|SYS_C003283548|NUM_SINI_REF
A7009289_VCR|SYS_C003283549|COD_CIA_CAPTURA
A7009289_VCR|SYS_C003283550|TIP_DOCUM
A7009289_VCR|PK_A7009289_VCR|TIP_DOCUM
A7009289_VCR|PK_A7009289_VCR|COD_DOCUM
A7009289_VCR|SYS_C003283551|COD_DOCUM
A7009289_VCR|SYS_C003283552|NOM_TERCERO
A7009289_VCR|SYS_C003283553|TIP_DOMICILIO
A7009289_VCR|SYS_C003283554|COD_ACT_TERCERO
A7009289_VCR|SYS_C003283555|COD_COB
A7009289_VCR|SYS_C003283556|COD_CTO_RVA
A7009289_VCR|SYS_C003283557|COD_CTO_COB_PAG
A7009289_VCR|SYS_C003283558|TIP_LIQ
A7009289_VCR|SYS_C003283559|IMP_LIQ
A7009289_VCR|SYS_C003283560|COD_MON
A7009289_VCR|SYS_C003283561|MCA_SITUACAO_VCR
A7009289_VCR|SYS_C003283562|FEC_SITUACAO_VCR
A7009289_VCR|PK_A7009289_VCR|NUM_ORDEN
A7009289_VCR|SYS_C003283563|NUM_ORDEN
A7009289_VCR|SYS_C003283564|COD_USR
A7009290_VCR|PK_A7009290_VCR|COD_CIA
A7009290_VCR|SYS_C003283566|COD_CIA
A7009290_VCR|PK_A7009290_VCR|NUM_SINI
