select t.TABLE_NAME || '|' ||
       t.CONSTRAINT_NAME || '|' ||
     t.COLUMN_NAME
from DBA_CONS_COLUMNS t
where t.OWNER = '&schema';
&schema: TRON2000
LOG_LOCALIDADE|SYS_C001684871|LOC_NU
H9989016_VCR|SYS_C003722904|COD_VERBA_NN
H9989016_VCR|SYS_C003722905|COD_SEGMENTO_NN
H9989016_VCR|SYS_C003722906|COD_TIPO_OPER
H9989016_VCR|SYS_C003722907|NUM_LOTE
H9989016_VCR|SYS_C003722908|NUM_SEQ_REG
H9989016_VCR|SYS_C003722909|COD_USR
A9989034_VCR|PK_A9989034_VCR|COD_ORIGEM
A9989034_VCR|SYS_C003722910|COD_ORIGEM
A9989034_VCR|PK_A9989034_VCR|COD_CIA
A9989034_VCR|SYS_C003722911|COD_CIA
A9989034_VCR|PK_A9989034_VCR|NUM_RECIBO
TA031007_VCR|SYS_C002263376|COD_CIA
TA031007_VCR|SYS_C002263370|COD_CIA
TA031007_VCR|SYS_C002263376|NUM_VERSAO
TA031007_VCR|SYS_C002263371|NUM_VERSAO
TA031007_VCR|SYS_C002263376|COD_SUBPRODUTO
TA031007_VCR|SYS_C002263372|COD_SUBPRODUTO
TA031007_VCR|SYS_C002263376|NUM_IDADE
TA031007_VCR|SYS_C002263373|NUM_IDADE
TA031007_VCR|SYS_C002263376|COD_CATEGORIA
TA031007_VCR|SYS_C002263374|COD_CATEGORIA
TA031007_VCR|SYS_C002263375|COD_CONFIGURACAO
TA031007_VCR|SYS_C002263376|COD_CONFIGURACAO
TA031016_VCR|SYS_C002263383|COD_CIA
TA031016_VCR|SYS_C002263377|COD_CIA
TA031016_VCR|SYS_C002263383|NUM_VERSAO
TA031016_VCR|SYS_C002263378|NUM_VERSAO
TA031016_VCR|SYS_C002263383|COD_SUBPRODUTO
TA031016_VCR|SYS_C002263379|COD_SUBPRODUTO
TA031016_VCR|SYS_C002263383|MCA_RENOV_CORRETOR
TA031016_VCR|SYS_C002263380|MCA_RENOV_CORRETOR
TA031016_VCR|SYS_C002263381|TIP_SEGURO
TA031016_VCR|SYS_C002263383|TIP_SEGURO
TA031016_VCR|SYS_C002263383|COD_ZONA
TA031016_VCR|SYS_C002263382|COD_ZONA
TA031017_VCR|SYS_C002263384|COD_CIA
TA031017_VCR|SYS_C002263387|COD_CIA
TA031017_VCR|SYS_C002263387|NUM_VERSAO
TA031017_VCR|SYS_C002263385|NUM_VERSAO
TA031017_VCR|SYS_C002263387|COD_SUBPRODUTO
TA031017_VCR|SYS_C002263386|COD_SUBPRODUTO
TA031018_VCR|SYS_C002263404|COD_CIA
TA031018_VCR|SYS_C002263388|COD_CIA
TA031018_VCR|SYS_C002263404|NUM_VERSAO
TA031018_VCR|SYS_C002263389|NUM_VERSAO
TA031018_VCR|SYS_C002263404|COD_SUBPRODUTO
TA031018_VCR|SYS_C002263390|COD_SUBPRODUTO
TA031018_VCR|SYS_C002263404|COD_BONUS
TA031018_VCR|SYS_C002263391|COD_BONUS
TA031018_VCR|SYS_C002263404|COD_CATEGORIA
TA031018_VCR|SYS_C002263392|COD_CATEGORIA
TA031018_VCR|SYS_C002263404|COD_CLASSE_VEICULO
TA031018_VCR|SYS_C002263393|COD_CLASSE_VEICULO
TA031018_VCR|SYS_C002263404|COD_PRINCIPAL_CONDUTOR
TA031018_VCR|SYS_C002263394|COD_PRINCIPAL_CONDUTOR
TA031018_VCR|SYS_C002263404|COD_CORRETOR
TA031018_VCR|SYS_C002263395|COD_CORRETOR
TA031018_VCR|SYS_C002263404|COD_MADRE
TA031018_VCR|SYS_C002263396|COD_MADRE
TA031018_VCR|SYS_C002263404|COD_TERRITORIAL
TA031018_VCR|SYS_C002263397|COD_TERRITORIAL
TA031018_VCR|SYS_C002263404|TIP_SEGURO
TA031018_VCR|SYS_C002263398|TIP_SEGURO
TA031018_VCR|SYS_C002263404|COD_ZONA
TA031018_VCR|SYS_C002263399|COD_ZONA
TA031018_VCR|SYS_C002263400|COD_CIDADE
TA031018_VCR|SYS_C002263401|NUM_MOD_DE
TA031018_VCR|SYS_C002263402|NUM_MOD_ATE
TA031018_VCR|SYS_C002263403|VAL_FATOR
TA031019_VCR|SYS_C002263405|COD_CIA
TA031019_VCR|SYS_C002263415|COD_CIA
TA031019_VCR|SYS_C002263406|NUM_VERSAO
TA031019_VCR|SYS_C002263415|NUM_VERSAO
TA031019_VCR|SYS_C002263415|COD_SUBPRODUTO
TA031019_VCR|SYS_C002263407|COD_SUBPRODUTO
TA031019_VCR|SYS_C002263408|COD_CLASSE_VEICULO
TA031019_VCR|SYS_C002263415|COD_CLASSE_VEICULO
TA031019_VCR|SYS_C002263415|COD_MADRE
TA031019_VCR|SYS_C002263409|COD_MADRE
TA031019_VCR|SYS_C002263415|COD_ZONA
TA031019_VCR|SYS_C002263410|COD_ZONA
TA031019_VCR|SYS_C002263415|COD_CATEGORIA
TA031019_VCR|SYS_C002263411|COD_CATEGORIA
TA031019_VCR|SYS_C002263412|COD_CIDADE
TA031019_VCR|SYS_C002263413|NUM_ANO_MODELO_DE
TA031019_VCR|SYS_C002263414|NUM_ANO_MODELO_ATE
TA031020_VCR|SYS_C002263420|COD_CIA
TA031020_VCR|SYS_C002263416|COD_CIA
TA031020_VCR|SYS_C002263420|NUM_VERSAO
TA031020_VCR|SYS_C002263417|NUM_VERSAO
TA031020_VCR|SYS_C002263420|COD_SUBPRODUTO
TA031020_VCR|SYS_C002263418|COD_SUBPRODUTO
TA031020_VCR|SYS_C002263419|TIP_VIGENCIA
TA031020_VCR|SYS_C002263420|TIP_VIGENCIA
TA031021_VCR|SYS_C002263425|COD_CIA
TA031021_VCR|SYS_C002263421|COD_CIA
TA031021_VCR|SYS_C002263422|NUM_VERSAO
TA031021_VCR|SYS_C002263425|NUM_VERSAO
TA031021_VCR|SYS_C002263425|COD_SUBPRODUTO
TA031021_VCR|SYS_C002263423|COD_SUBPRODUTO
TA031021_VCR|SYS_C002263425|COD_CATEGORIA
TA031021_VCR|SYS_C002263424|COD_CATEGORIA
TA031022_VCR|SYS_C002263431|COD_CIA
TA031022_VCR|SYS_C002263426|COD_CIA
TA031022_VCR|SYS_C002263431|NUM_VERSAO
TA031022_VCR|SYS_C002263427|NUM_VERSAO
TA031022_VCR|SYS_C002263431|COD_SUBPRODUTO
TA031022_VCR|SYS_C002263428|COD_SUBPRODUTO
TA031022_VCR|SYS_C002263431|COD_ZONA
TA031022_VCR|SYS_C002263429|COD_ZONA
TA031022_VCR|SYS_C002263431|COD_SEGURADORA
TA031022_VCR|SYS_C002263430|COD_SEGURADORA
TA031023_VCR|SYS_C002263436|COD_CIA
TA031023_VCR|SYS_C002263432|COD_CIA
TA031023_VCR|SYS_C002263436|NUM_VERSAO
TA031023_VCR|SYS_C002263433|NUM_VERSAO
TA031023_VCR|SYS_C002263436|COD_SUBPRODUTO
TA031023_VCR|SYS_C002263434|COD_SUBPRODUTO
TA031023_VCR|SYS_C002263436|COD_COMBUSTIVEL
TA031023_VCR|SYS_C002263435|COD_COMBUSTIVEL
TA031024_VCR|SYS_C002263441|COD_CIA
TA031024_VCR|SYS_C002263437|COD_CIA
TA031024_VCR|SYS_C002263441|NUM_VERSAO
TA031024_VCR|SYS_C002263438|NUM_VERSAO
TA031024_VCR|SYS_C002263439|COD_SUBPRODUTO
TA031024_VCR|SYS_C002263441|COD_SUBPRODUTO
TA031024_VCR|SYS_C002263441|NUM_PORTAS
TA031024_VCR|SYS_C002263440|NUM_PORTAS
TA031025_VCR|SYS_C002263448|COD_CIA
TA031025_VCR|SYS_C002263442|COD_CIA
TA031025_VCR|SYS_C002263448|NUM_VERSAO
TA031025_VCR|SYS_C002263443|NUM_VERSAO
TA031025_VCR|SYS_C002263448|COD_SUBPRODUTO
TA031025_VCR|SYS_C002263444|COD_SUBPRODUTO
TA031025_VCR|SYS_C002263448|COD_CAMPANHA
TA031025_VCR|SYS_C002263445|COD_CAMPANHA
TA031025_VCR|SYS_C002263448|COD_CATEGORIA
TA031025_VCR|SYS_C002263446|COD_CATEGORIA
TA031025_VCR|SYS_C002263447|COD_CORRETOR
TA031025_VCR|SYS_C002263448|COD_CORRETOR
TA031026_VCR|SYS_C002263455|COD_CIA
TA031026_VCR|SYS_C002263449|COD_CIA
TA031026_VCR|SYS_C002263455|NUM_VERSAO
TA031026_VCR|SYS_C002263450|NUM_VERSAO
TA031026_VCR|SYS_C002263455|COD_SUBPRODUTO
TA031026_VCR|SYS_C002263451|COD_SUBPRODUTO
TA031026_VCR|SYS_C002263455|COD_CATEGORIA
TA031026_VCR|SYS_C002263452|COD_CATEGORIA
TA031026_VCR|SYS_C002263453|COD_FRANQUIA
TA031026_VCR|SYS_C002263455|COD_FRANQUIA
TA031026_VCR|SYS_C002263455|COD_ZONA
TA031026_VCR|SYS_C002263454|COD_ZONA
TA031027_VCR|SYS_C002263456|COD_CIA
TA031027_VCR|SYS_C002263457|NUM_VERSAO
TA031027_VCR|SYS_C002263458|COD_SUBPRODUTO
TA031027_VCR|SYS_C002263459|COD_CATEGORIA
TA031027_VCR|SYS_C002263460|COD_MADRE
TA031027_VCR|SYS_C002263461|COD_CATEGORIA_AGREGADA
TA031028_VCR|SYS_C002263473|COD_CIA
TA031028_VCR|SYS_C002263463|COD_CIA
TA031028_VCR|SYS_C002263473|NUM_VERSAO
TA031028_VCR|SYS_C002263464|NUM_VERSAO
TA031028_VCR|SYS_C002263473|COD_SUBPRODUTO
TA031028_VCR|SYS_C002263465|COD_SUBPRODUTO
TA031028_VCR|SYS_C002263473|COD_CATEGORIA
TA031028_VCR|SYS_C002263466|COD_CATEGORIA
TA031028_VCR|SYS_C002263473|COD_TERRITORIAL
TA031028_VCR|SYS_C002263467|COD_TERRITORIAL
TA031028_VCR|SYS_C002263473|COD_ZONA
TA031028_VCR|SYS_C002263468|COD_ZONA
TA031028_VCR|SYS_C002263473|NUM_FATOR_DE
TA031028_VCR|SYS_C002263469|NUM_FATOR_DE
TA031028_VCR|SYS_C002263470|NUM_FATOR_ATE
TA031028_VCR|SYS_C002263473|NUM_FATOR_ATE
TA031028_VCR|SYS_C002263473|NUM_ANO_MODELO_DE
TA031028_VCR|SYS_C002263471|NUM_ANO_MODELO_DE
TA031028_VCR|SYS_C002263473|NUM_ANO_MODELO_ATE
TA031028_VCR|SYS_C002263472|NUM_ANO_MODELO_ATE
TA031029_VCR|SYS_C002263480|COD_CIA
TA031029_VCR|SYS_C002263474|COD_CIA
TA031029_VCR|SYS_C002263480|NUM_VERSAO
TA031029_VCR|SYS_C002263475|NUM_VERSAO
TA031029_VCR|SYS_C002263480|COD_SUBPRODUTO
TA031029_VCR|SYS_C002263476|COD_SUBPRODUTO
TA031029_VCR|SYS_C002263480|COD_CLASSE_CORRETOR
TA031029_VCR|SYS_C002263477|COD_CLASSE_CORRETOR
TA031029_VCR|SYS_C002263478|VAL_GRUPO_MIN
TA031029_VCR|SYS_C002263480|VAL_GRUPO_MIN
TA031029_VCR|SYS_C002263479|VAL_GRUPO_MAX
TA031030_VCR|SYS_C002263485|COD_CIA
TA031030_VCR|SYS_C002263481|COD_CIA
TA031030_VCR|SYS_C002263485|NUM_VERSAO
TA031030_VCR|SYS_C002263482|NUM_VERSAO
TA031030_VCR|SYS_C002263485|COD_SUBPRODUTO
TA031030_VCR|SYS_C002263483|COD_SUBPRODUTO
TA031030_VCR|SYS_C002263485|NUM_QTD_DIAS
TA031030_VCR|SYS_C002263484|NUM_QTD_DIAS
TA031031_VCR|SYS_C002263490|COD_CIA
TA031031_VCR|SYS_C002263486|COD_CIA
TA031031_VCR|SYS_C002263490|NUM_VERSAO
TA031031_VCR|SYS_C002263487|NUM_VERSAO
TA031031_VCR|SYS_C002263490|COD_SUBPRODUTO
TA031031_VCR|SYS_C002263488|COD_SUBPRODUTO
TA031031_VCR|SYS_C002263490|NUM_QTD_MESES
TA031031_VCR|SYS_C002263489|NUM_QTD_MESES
TA031077_VCR|PK_TA031077_VCR|COD_CIA
TA031077_VCR|SYS_C002263491|COD_CIA
TA031077_VCR|PK_TA031077_VCR|COD_MARCA_VEIC_VCR
TA031077_VCR|SYS_C002263492|COD_MARCA_VEIC_VCR
A2109169_VCR|SYS_C002263498|COD_CIA
A2109169_VCR|SYS_C002263494|COD_CIA
A2109169_VCR|SYS_C002263498|COD_SECTOR
A2109169_VCR|SYS_C002263495|COD_SECTOR
A2109169_VCR|SYS_C002263498|COD_RAMO
A2109169_VCR|SYS_C002263496|COD_RAMO
A2109169_VCR|SYS_C002263498|COD_COB
A2109169_VCR|SYS_C002263497|COD_COB
A2109127_VCR|SYS_C002263503|COD_ITEM
A2109127_VCR|SYS_C002263499|COD_ITEM
A2109127_VCR|SYS_C002263503|NUM_COTACAO
A2109127_VCR|SYS_C002263500|NUM_COTACAO
A2109127_VCR|SYS_C002263503|COD_CIA
A2109127_VCR|SYS_C002263501|COD_CIA
A2109127_VCR|SYS_C002263502|COD_ACESSORIO
A2109127_VCR|SYS_C002263503|COD_ACESSORIO
A2109128_VCR|SYS_C002263507|COD_ITEM
A2109128_VCR|SYS_C002263504|COD_ITEM
A2109128_VCR|SYS_C002263507|NUM_COTACAO
A2109128_VCR|SYS_C002263505|NUM_COTACAO
A2109128_VCR|SYS_C002263507|COD_CIA
A2109128_VCR|SYS_C002263506|COD_CIA
A2109129_VCR_HIST|A2109129_VCR_PK_HIST|COD_ITEM
A2109129_VCR_HIST|SYS_C002263508|COD_ITEM
A2109129_VCR_HIST|A2109129_VCR_PK_HIST|NUM_COTACAO
A2109129_VCR_HIST|SYS_C002263509|NUM_COTACAO
A2109129_VCR_HIST|A2109129_VCR_PK_HIST|COD_ITEM_COBERTURA
A2109129_VCR_HIST|SYS_C002263510|COD_ITEM_COBERTURA
A2109129_VCR_HIST|A2109129_VCR_PK_HIST|COD_CIA
A2109129_VCR_HIST|SYS_C002263511|COD_CIA
A2109130_VCR|SYS_C002263517|COD_ITEM
A2109130_VCR|SYS_C002263513|COD_ITEM
A2109130_VCR|SYS_C002263517|NUM_COTACAO
A2109130_VCR|SYS_C002263514|NUM_COTACAO
A2109130_VCR|SYS_C002263517|COD_CIA
A2109130_VCR|SYS_C002263515|COD_CIA
A2109130_VCR|SYS_C002263516|COD_OPCIONAL
A2109130_VCR|SYS_C002263517|COD_OPCIONAL
A2109131_VCR|UK_01_A2109131_VCR|NUM_COTACAO
A2109131_VCR|SYS_C002263518|NUM_COTACAO
A2109131_VCR|UK_01_A2109131_VCR|COD_SEQ
A2109131_VCR|SYS_C002263519|COD_SEQ
A2109131_VCR|UK_01_A2109131_VCR|COD_ITEM
A2109131_VCR|SYS_C002263520|NUM_NIVEL
A2109131_VCR|UK_01_A2109131_VCR|COD_ITEM_COBERTURA
A2109131_VCR|UK_01_A2109131_VCR|COD_CIA
A2109131_VCR|SYS_C002263521|COD_CIA
A2109132_VCR|SYS_C002263525|NUM_COTACAO
A2109132_VCR|SYS_C002263523|NUM_COTACAO
A2109132_VCR|SYS_C002263525|COD_CIA
A2109132_VCR|SYS_C002263524|COD_CIA
TA031041_VCR|SYS_C002263531|COD_CIA
TA031041_VCR|SYS_C002263526|COD_CIA
TA031041_VCR|SYS_C002263531|NUM_VERSAO
TA031041_VCR|SYS_C002263527|NUM_VERSAO
TA031041_VCR|SYS_C002263531|COD_SUBPRODUTO
TA031041_VCR|SYS_C002263528|COD_SUBPRODUTO
TA031041_VCR|SYS_C002263531|COD_ITEM_COBERTURA
TA031041_VCR|SYS_C002263529|COD_ITEM_COBERTURA
TA031041_VCR|SYS_C002263530|VAL_TAXA
TA031042_VCR|SYS_C002263532|COD_CIA
TA031042_VCR|SYS_C002263536|COD_CIA
TA031042_VCR|SYS_C002263536|NUM_VERSAO
TA031042_VCR|SYS_C002263533|NUM_VERSAO
TA031042_VCR|SYS_C002263536|COD_SUBPRODUTO
TA031042_VCR|SYS_C002263534|COD_SUBPRODUTO
TA031042_VCR|SYS_C002263536|COD_CARROCERIA
TA031042_VCR|SYS_C002263535|COD_CARROCERIA
TA031043_VCR|SYS_C002263543|COD_CIA
TA031043_VCR|SYS_C002263537|COD_CIA
TA031043_VCR|SYS_C002263543|NUM_VERSAO
TA031043_VCR|SYS_C002263538|NUM_VERSAO
TA031043_VCR|SYS_C002263543|COD_SUBPRODUTO
TA031043_VCR|SYS_C002263539|COD_SUBPRODUTO
TA031043_VCR|SYS_C002263540|NUM_QTDE_DIARIAS
TA031043_VCR|SYS_C002263543|NUM_QTDE_DIARIAS
TA031043_VCR|SYS_C002263541|VAL_FATOR_QTDE_DIARIAS
TA031043_VCR|SYS_C002263542|VAL_QTDE_DIARIAS
TA031044_VCR|SYS_C002263551|COD_CIA
TA031044_VCR|SYS_C002263544|COD_CIA
TA031044_VCR|SYS_C002263551|NUM_VERSAO
TA031044_VCR|SYS_C002263545|NUM_VERSAO
TA031044_VCR|SYS_C002263551|COD_SUBPRODUTO
TA031044_VCR|SYS_C002263546|COD_SUBPRODUTO
TA031044_VCR|SYS_C002263551|COD_ITEM_COBERTURA
TA031044_VCR|SYS_C002263547|COD_ITEM_COBERTURA
TA031044_VCR|SYS_C002263548|COD_ZONA
TA031044_VCR|SYS_C002263551|COD_ZONA
TA031044_VCR|SYS_C002263551|COD_MADRE
TA031044_VCR|SYS_C002263549|COD_MADRE
TA031044_VCR|SYS_C002263551|COD_MARCA_VEIC_VCR
TA031044_VCR|SYS_C002263550|COD_MARCA_VEIC_VCR
TA031045_VCR|SYS_C002263552|COD_CIA
TA031045_VCR|SYS_C002263560|COD_CIA
TA031045_VCR|SYS_C002263553|NUM_VERSAO
TA031045_VCR|SYS_C002263560|NUM_VERSAO
TA031045_VCR|SYS_C002263554|COD_SUBPRODUTO
TA031045_VCR|SYS_C002263560|COD_SUBPRODUTO
TA031045_VCR|SYS_C002263555|COD_ZONA
TA031045_VCR|SYS_C002263560|COD_ZONA
TA031045_VCR|SYS_C002263556|COD_ITEM_COBERTURA
TA031045_VCR|SYS_C002263560|COD_ITEM_COBERTURA
TA031045_VCR|SYS_C002263560|COD_MODALIDADE
TA031045_VCR|SYS_C002263557|COD_MODALIDADE
TA031045_VCR|SYS_C002263560|COD_TERRITORIAL
TA031045_VCR|SYS_C002263558|COD_TERRITORIAL
TA031045_VCR|SYS_C002263560|COD_CATEGORIA
TA031045_VCR|SYS_C002263559|COD_CATEGORIA
TA031046_VCR|PK_TA031046_VCR|COD_CIA
TA031046_VCR|SYS_C002263561|COD_CIA
TA031046_VCR|PK_TA031046_VCR|NUM_VERSAO
TA031046_VCR|SYS_C002263562|NUM_VERSAO
TA031046_VCR|PK_TA031046_VCR|COD_EQUIPAMENTO
TA031046_VCR|SYS_C002263563|COD_EQUIPAMENTO
TA031046_VCR|PK_TA031046_VCR|COD_SUBPRODUTO
TA031046_VCR|SYS_C002263564|COD_SUBPRODUTO
TA031047_VCR|SYS_C002263571|COD_CIA
TA031047_VCR|SYS_C002263566|COD_CIA
TA031047_VCR|SYS_C002263571|NUM_VERSAO
TA031047_VCR|SYS_C002263567|NUM_VERSAO
TA031047_VCR|SYS_C002263571|COD_SUBPRODUTO
TA031047_VCR|SYS_C002263568|COD_SUBPRODUTO
TA031047_VCR|SYS_C002263571|COD_MARCA_VEIC_VCR
TA031047_VCR|SYS_C002263569|COD_MARCA_VEIC_VCR
TA031047_VCR|SYS_C002263571|COD_CAMPANHA
TA031047_VCR|SYS_C002263570|COD_CAMPANHA
TA031048_VCR|SYS_C002263581|COD_CIA
TA031048_VCR|SYS_C002263572|COD_CIA
TA031048_VCR|SYS_C002263581|NUM_VERSAO
TA031048_VCR|SYS_C002263573|NUM_VERSAO
TA031048_VCR|SYS_C002263581|COD_SUBPRODUTO
TA031048_VCR|SYS_C002263574|COD_SUBPRODUTO
TA031048_VCR|SYS_C002263581|COD_CATEGORIA
TA031048_VCR|SYS_C002263575|COD_CATEGORIA
TA031048_VCR|SYS_C002263576|COD_CLASSE_VEICULO
TA031048_VCR|SYS_C002263581|COD_CLASSE_VEICULO
TA031048_VCR|SYS_C002263581|COD_MADRE
TA031048_VCR|SYS_C002263577|COD_MADRE
TA031048_VCR|SYS_C002263581|COD_ZONA
TA031048_VCR|SYS_C002263578|COD_ZONA
TA031048_VCR|SYS_C002263581|NUM_IDADE_VEICULO_DE
TA031048_VCR|SYS_C002263579|NUM_IDADE_VEICULO_DE
TA031048_VCR|SYS_C002263581|NUM_IDADE_VEICULO_ATE
TA031048_VCR|SYS_C002263580|NUM_IDADE_VEICULO_ATE
A2109123_VCR|SYS_C002263585|COD_CIA
A2109123_VCR|SYS_C002263782|COD_CIA
A2109123_VCR|SYS_C002263582|COD_CIA
A2109123_VCR|SYS_C002263585|NUM_COTACAO
A2109123_VCR|SYS_C002263583|NUM_COTACAO
A2109123_VCR|SYS_C002263782|NUM_COTACAO
A2109123_VCR|SYS_C002263585|COD_ITEM_COBERTURA
A2109123_VCR|SYS_C002263584|COD_ITEM_COBERTURA
A2109124_VCR|SYS_C002263589|NUM_COTACAO
A2109124_VCR|SYS_C002263586|NUM_COTACAO
A2109124_VCR|SYS_C002263589|COD_CIA
A2109124_VCR|SYS_C002263587|COD_CIA
A2109124_VCR|SYS_C002263589|COD_COMENTARIO
A2109124_VCR|SYS_C002263588|COD_COMENTARIO
A2109125_VCR|SYS_C002263592|NUM_COTACAO
A2109125_VCR|SYS_C002263590|NUM_COTACAO
A2109125_VCR|SYS_C002263592|COD_CIA
A2109125_VCR|SYS_C002263591|COD_CIA
A2109126_VCR_HIST|SYS_C002263597|COD_CIA
A2109126_VCR_HIST|SYS_C002263593|COD_CIA
A2109126_VCR_HIST|SYS_C002263597|COD_ITEM
A2109126_VCR_HIST|SYS_C002263594|COD_ITEM
A2109126_VCR_HIST|SYS_C002263597|NUM_COTACAO
A2109126_VCR_HIST|SYS_C002263595|NUM_COTACAO
A2109126_VCR_HIST|SYS_C002263596|COD_STATUS_VALIDACAO_CALCULO
A2109171_VCR|PK_A2109171_VCR|COD_CIA
A2109171_VCR|SYS_C002263598|COD_CIA
A2109171_VCR|PK_A2109171_VCR|TIP_DOCUM
A2109171_VCR|SYS_C002263599|TIP_DOCUM
A2109171_VCR|PK_A2109171_VCR|COD_DOCUM
A2109171_VCR|SYS_C002263600|COD_DOCUM
TA031057_VCR|PK_TA031057_VCR|COD_CIA
TA031057_VCR|SYS_C002263602|COD_CIA
TA031057_VCR|PK_TA031057_VCR|NUM_VERSAO
TA031057_VCR|SYS_C002263603|NUM_VERSAO
TA031057_VCR|PK_TA031057_VCR|COD_SUBPRODUTO
TA031057_VCR|SYS_C002263604|COD_SUBPRODUTO
TA031057_VCR|PK_TA031057_VCR|COD_CATEGORIA
TA031057_VCR|SYS_C002263605|COD_CATEGORIA
TA031057_VCR|SYS_C002263606|COD_ITEM_COBERTURA
TA031057_VCR|PK_TA031057_VCR|COD_ITEM_COBERTURA
TA031057_VCR|PK_TA031057_VCR|COD_TERRITORIAL
TA031057_VCR|SYS_C002263607|COD_TERRITORIAL
TA031057_VCR|PK_TA031057_VCR|MCA_ZERO_KM
TA031057_VCR|SYS_C002263608|MCA_ZERO_KM
TA031057_VCR|PK_TA031057_VCR|COD_MADRE
TA031057_VCR|SYS_C002263609|COD_MADRE
TA031057_VCR|PK_TA031057_VCR|COD_CONFIGURACAO
TA031057_VCR|SYS_C002263610|COD_CONFIGURACAO
TA031058_VCR|SYS_C002263618|COD_CIA
TA031058_VCR|SYS_C002263612|COD_CIA
TA031058_VCR|SYS_C002263618|NUM_VERSAO
TA031058_VCR|SYS_C002263613|NUM_VERSAO
TA031058_VCR|SYS_C002263618|COD_SUBPRODUTO
TA031058_VCR|SYS_C002263614|COD_SUBPRODUTO
TA031058_VCR|SYS_C002263615|COD_CAMPANHA
TA031058_VCR|SYS_C002263618|COD_CAMPANHA
TA031058_VCR|SYS_C002263618|COD_MARCA_VEIC_VCR
TA031058_VCR|SYS_C002263616|COD_MARCA_VEIC_VCR
TA031058_VCR|SYS_C002263618|COD_TERRITORIAL
TA031058_VCR|SYS_C002263617|COD_TERRITORIAL
TA031059_VCR|SYS_C002263633|COD_CIA
TA031059_VCR|SYS_C002263619|COD_CIA
TA031059_VCR|SYS_C002263620|NUM_VERSAO
TA031059_VCR|SYS_C002263633|NUM_VERSAO
TA031059_VCR|SYS_C002263621|COD_SUBPRODUTO
TA031059_VCR|SYS_C002263633|COD_SUBPRODUTO
TA031059_VCR|SYS_C002263622|COD_CLASSE_CORRETOR
TA031059_VCR|SYS_C002263633|COD_CLASSE_CORRETOR
TA031059_VCR|SYS_C002263623|COD_CLASSE_VEICULO
TA031059_VCR|SYS_C002263633|COD_CLASSE_VEICULO
TA031059_VCR|SYS_C002263624|COD_CATEGORIA
TA031059_VCR|SYS_C002263633|COD_CATEGORIA
TA031059_VCR|SYS_C002263633|COD_CORRETOR
TA031059_VCR|SYS_C002263625|COD_CORRETOR
TA031059_VCR|SYS_C002263626|COD_GRUPO_REGIAO
TA031059_VCR|SYS_C002263633|COD_GRUPO_REGIAO
TA031059_VCR|SYS_C002263627|COD_MADRE
TA031059_VCR|SYS_C002263633|COD_MADRE
TA031059_VCR|SYS_C002263628|COD_MARCA_VEIC_VCR
TA031059_VCR|SYS_C002263633|COD_MARCA_VEIC_VCR
TA031059_VCR|SYS_C002263629|TIP_SEGURO
TA031059_VCR|SYS_C002263633|TIP_SEGURO
TA031059_VCR|SYS_C002263633|NUM_ANO_MODELO_DE
TA031059_VCR|SYS_C002263630|NUM_ANO_MODELO_DE
TA031059_VCR|SYS_C002263633|NUM_ANO_MODELO_ATE
TA031059_VCR|SYS_C002263631|NUM_ANO_MODELO_ATE
TA031059_VCR|SYS_C002263633|COD_MODALIDADE
TA031059_VCR|SYS_C002263632|COD_MODALIDADE
TA031060_VCR|SYS_C002263637|COD_CIA
TA031060_VCR|SYS_C002263634|COD_CIA
TA031060_VCR|SYS_C002263637|NUM_VERSAO
TA031060_VCR|SYS_C002263635|NUM_VERSAO
TA031060_VCR|SYS_C002263637|COD_SUBPRODUTO
TA031060_VCR|SYS_C002263636|COD_SUBPRODUTO
TA031061_VCR|PK_TA031061_VCR|COD_CIDADE
TA031061_VCR|SYS_C002263638|COD_CIDADE
TA031061_VCR|PK_TA031061_VCR|NUM_CEP_FAIXA_INICIAL
TA031061_VCR|SYS_C002263639|NUM_CEP_FAIXA_INICIAL
TA031061_VCR|SYS_C002263640|NUM_CEP_FAIXA_FINAL
TA031061_VCR|PK_TA031061_VCR|COD_CIA
TA031061_VCR|SYS_C002263641|COD_CIA
TA031061_VCR|SYS_C002263642|COD_SUBPRODUTO
TA031061_VCR|PK_TA031061_VCR|COD_SUBPRODUTO
TA031061_VCR|PK_TA031061_VCR|NUM_VERSAO
TA031061_VCR|SYS_C002263643|NUM_VERSAO
TA031062_VCR|PK_TA031062_VCR|COD_CIA
TA031062_VCR|SYS_C002263645|COD_CIA
TA031062_VCR|PK_TA031062_VCR|NUM_VERSAO
TA031062_VCR|SYS_C002263646|NUM_VERSAO
TA031062_VCR|PK_TA031062_VCR|COD_SUBPRODUTO
TA031062_VCR|SYS_C002263647|COD_SUBPRODUTO
TA031062_VCR|PK_TA031062_VCR|COD_GRUPO_LOJACK
TA031062_VCR|SYS_C002263648|COD_GRUPO_LOJACK
TA031062_VCR|PK_TA031062_VCR|COD_MARCA_VEIC_VCR
TA031062_VCR|SYS_C002263649|COD_MARCA_VEIC_VCR
TA031063_VCR|SYS_C002263655|COD_CIA
TA031063_VCR|SYS_C002263651|COD_CIA
TA031063_VCR|SYS_C002263655|NUM_VERSAO
TA031063_VCR|SYS_C002263652|NUM_VERSAO
TA031063_VCR|SYS_C002263655|COD_SUBPRODUTO
