&schema: NCMADM
MVP_SAP_CO0002_NOT_FISCA|CD_PAIS|VARCHAR2|3||0
MVP_SAP_CO0002_NOT_FISCA|CD_POSTAL|VARCHAR2|8||0
MVP_SAP_CO0002_NOT_FISCA|CD_ESTADO|VARCHAR2|2||0
MVP_SAP_CO0002_NOT_FISCA|NM_CIDADE|VARCHAR2|40||0
MVP_SAP_CO0002_NOT_FISCA|NM_BAIRRO|VARCHAR2|40||0
MVP_SAP_CO0002_NOT_FISCA|NO_TELEFONE|VARCHAR2|30||0
MVP_SAP_CO0002_NOT_FISCA|NM_COMPLEMENTO|VARCHAR2|40||0
MVP_SAP_CO0002_NOT_FISCA|NO_APARTADO|VARCHAR2|10||0
MVP_SAP_CO0002_NOT_FISCA|NM_ENDERECO|VARCHAR2|60||0
MVP_SAP_CO0002_NOT_FISCA|NM_APELIDO|VARCHAR2|35||0
MVP_SAP_CO0002_NOT_FISCA|NM_TERCERO2|VARCHAR2|35||0
MVP_SAP_CO0002_NOT_FISCA|NM_TERCERO1|VARCHAR2|35||0
MVP_SAP_CO0002_NOT_FISCA|NM_TERCERO|VARCHAR2|35||0
MVP_SAP_CO0002_NOT_FISCA|CD_DOCUMENTO|NUMBER|22|20|0
MVP_SAP_CO0002_NOT_FISCA|DT_EMISSAO|DATE|7||0
MVP_SAP_CO0002_NOT_FISCA|DT_EMISSAO_LOTE|DATE|7||0
MVP_SAP_CO0002_NOT_FISCA|NO_SEQUENCIA_REGISTRO|NUMBER|22|9|0
MVP_SAP_CO0002_NOT_FISCA|NO_LOTE|NUMBER|22|10|0
MVP_SAP_CO0002_NOT_FISCA|CD_TIP0_NOTA|NUMBER|22|1|0
MVP_SAP_CO0002_NOT_FISCA|CD_ORIGEM|NUMBER|22|6|0
MVP_SAP_CO0002_NOT_FISCA|CD_CIA|NUMBER|22|2|0
MVP_SAP_CO0002_BACKUP|USEROWNER_ID|NUMBER|22|20|0
MVP_SAP_CO0002_BACKUP|DATACADASTRO|DATE|7||0
MVP_SAP_CO0002_BACKUP|ID|NUMBER|22|20|0
MVP_SAP_CO0002_BACKUP|DT_SITUACAO_VCR|DATE|7||0
MVP_SAP_CO0002_BACKUP|CD_USUARIO|VARCHAR2|8||0
MVP_SAP_CO0002_BACKUP|CD_SITUACAO_VCR|NUMBER|22|1|0
MVP_SAP_CO0002_BACKUP|DS_ERRO|VARCHAR2|2000||0
MVP_SAP_CO0002_BACKUP|VL_VLREAL|NUMBER|22|19|0
MVP_SAP_CO0002_BACKUP|NO_QUANTIDADE|NUMBER|22|6|0
MVP_SAP_CO0002_BACKUP|NO_EXPEDIENTE|NUMBER|22|2|0
MVP_SAP_CO0002_BACKUP|NO_SINISTRO|NUMBER|22|15|0
MVP_SAP_CO0002_BACKUP|NO_SERIE|VARCHAR2|20||0
MVP_SAP_CO0002_BACKUP|NO_MATRICULA_VCR|VARCHAR2|8||0
MVP_SAP_CO0002_BACKUP|NO_ANO_SUB_MODELO|NUMBER|22|4|0
MVP_SAP_CO0002_BACKUP|NM_MARCA|VARCHAR2|60||0
MVP_SAP_CO0002_BACKUP|NO_ITEM|NUMBER|22|3|0
MVP_SAP_CO0002_BACKUP|CD_DOCUMENTO_IE|VARCHAR2|20||0
MVP_SAP_CO0002_BACKUP|NM_EMAIL|VARCHAR2|60||0
MVP_SAP_CO0002_BACKUP|CD_PAIS|VARCHAR2|3||0
MVP_SAP_CO0002_BACKUP|CD_POSTAL|VARCHAR2|8||0
MVP_SAP_CO0002_BACKUP|CD_ESTADO|VARCHAR2|2||0
MVP_SAP_CO0002_BACKUP|NM_CIDADE|VARCHAR2|40||0
MVP_SAP_CO0002_BACKUP|NM_BAIRRO|VARCHAR2|40||0
MVP_SAP_CO0002_BACKUP|NO_TELEFONE|VARCHAR2|30||0
MVP_SAP_CO0002_BACKUP|NM_COMPLEMENTO|VARCHAR2|40||0
MVP_SAP_CO0002_BACKUP|NO_APARTADO|VARCHAR2|10||0
MVP_SAP_CO0002_BACKUP|NM_ENDERECO|VARCHAR2|60||0
MVP_SAP_CO0002_BACKUP|NM_APELIDO|VARCHAR2|35||0
MVP_SAP_CO0002_BACKUP|NM_TERCERO2|VARCHAR2|35||0
MVP_SAP_CO0002_BACKUP|NM_TERCERO1|VARCHAR2|35||0
MVP_SAP_CO0002_BACKUP|NM_TERCERO|VARCHAR2|35||0
MVP_SAP_CO0002_BACKUP|CD_DOCUMENTO|NUMBER|22|20|0
MVP_SAP_CO0002_BACKUP|DT_EMISSAO|DATE|7||0
MVP_SAP_CO0002_BACKUP|DT_EMISSAO_LOTE|DATE|7||0
MVP_SAP_CO0002_BACKUP|NO_SEQUENCIA_REGISTRO|NUMBER|22|9|0
MVP_SAP_CO0002_BACKUP|NO_LOTE|NUMBER|22|10|0
MVP_SAP_CO0002_BACKUP|CD_TIP0_NOTA|NUMBER|22|1|0
MVP_SAP_CO0002_BACKUP|CD_ORIGEM|NUMBER|22|6|0
MVP_SAP_CO0002_BACKUP|CD_CIA|NUMBER|22|2|0
MVP_SAP_CO0002_BACKUP|DATA_LIMPEZA|DATE|7||0
MVP_SAP_BATIMENTO_CONTABIL|USEROWNER_ID|NUMBER|22|20|709624940
MVP_SAP_BATIMENTO_CONTABIL|DATACADASTRO|DATE|7||709624940
MVP_SAP_BATIMENTO_CONTABIL|ID|NUMBER|22|20|709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_STATUS|VARCHAR2|1||709624940
MVP_SAP_BATIMENTO_CONTABIL|VL_CONTABIL|NUMBER|22|13|709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_CONTA_CONTABIL|NUMBER|22|10|709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_MOEDA|VARCHAR2|3||709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_LANCTO|VARCHAR2|2||709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_SEGMENTO|VARCHAR2|10||709624940
MVP_SAP_BATIMENTO_CONTABIL|DT_CONTABIL|DATE|7||709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_VERBA_CONTABIL|VARCHAR2|4||709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_EVENTO_CONTABIL|VARCHAR2|5||709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_TIPO_RO|VARCHAR2|4||709624940
MVP_SAP_BATIMENTO_CONTABIL|DT_ANO_MES|VARCHAR2|6||709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_ORIGEM|NUMBER|22|6|709624940
MVP_SAP_BATIMENTO_CONTABIL|CD_CIA|NUMBER|22|4|709624940
MVP_SAP_BATIMENTO_APURACAO|USEROWNER_ID|NUMBER|22|20|56152825
MVP_SAP_BATIMENTO_APURACAO|DATACADASTRO|DATE|7||56152825
MVP_SAP_BATIMENTO_APURACAO|ID|NUMBER|22|20|56152825
MVP_SAP_BATIMENTO_APURACAO|CD_STATUS|VARCHAR2|1||56152825
MVP_SAP_BATIMENTO_APURACAO|VL_IMP_TAXA_CAMBIO|NUMBER|22|9|56152825
MVP_SAP_BATIMENTO_APURACAO|VL_REAIS|NUMBER|22|13|56152825
MVP_SAP_BATIMENTO_APURACAO|VL_ORIGINAL|NUMBER|22|13|56152825
MVP_SAP_BATIMENTO_APURACAO|CD_MOEDA|VARCHAR2|5||56152825
MVP_SAP_BATIMENTO_APURACAO|CD_VERBA_CONTABIL|VARCHAR2|4||56152825
MVP_SAP_BATIMENTO_APURACAO|CD_EVENTO_CONTABIL|VARCHAR2|5||56152825
MVP_SAP_BATIMENTO_APURACAO|CD_LANCTO|VARCHAR2|2||56152825
MVP_SAP_BATIMENTO_APURACAO|CD_SEGMENTO|VARCHAR2|10||56152825
MVP_SAP_BATIMENTO_APURACAO|NO_IDENT_PARC|VARCHAR2|42||56152825
MVP_SAP_BATIMENTO_APURACAO|CD_TIPO_RO|VARCHAR2|4||56152825
MVP_SAP_BATIMENTO_APURACAO|DT_ANO_MES|VARCHAR2|6||56152825
MVP_SAP_BATIMENTO_APURACAO|CD_ORIGEM|NUMBER|22|6|56152825
MVP_SAP_BATIMENTO_APURACAO|CD_CIA|NUMBER|22|4|56152825
MVP_RELACIONADO|DOCUMENTOPESSOA_ID|NUMBER|22|20|333502
MVP_RELACIONADO|DS_GRAU_RELAC|VARCHAR2|100||333502
MVP_RELACIONADO|NO_SERASA|NUMBER|22|10|333502
MVP_RELACIONADO|PESSOA_ID|NUMBER|22|20|333502
MVP_RELACIONADO|USEROWNER_ID|NUMBER|22|20|333502
MVP_RELACIONADO|DATACADASTRO|DATE|7||333502
MVP_RELACIONADO|ID|NUMBER|22|20|333502
MVP_PROPOSTAS_GERAR_CARTA|PROPOSTA_ID|NUMBER|22|20|1021
MVP_PROPOSTAS_A_EXCLUIR|PROPOSTAEXCLUIR_ID|NUMBER|22|20|2594
MVP_PROPOSTAS_A_EXCLUIR|PROPOSTABASE_ID|NUMBER|22|20|2594
MVP_PROFISSAO_RESTRITA|USEROWNER_ID|NUMBER|22|9|38
MVP_PROFISSAO_RESTRITA|PRODUTO_ID|NUMBER|22|9|38
MVP_PROFISSAO_RESTRITA|ATIVIDADEPROFISSIONAL_ID|NUMBER|22|9|38
MVP_PROFISSAO_RESTRITA|DATACADASTRO|DATE|7||38
MVP_PROFISSAO_RESTRITA|ID|NUMBER|22|19|38
MVP_PRODUTO_QUESTIONARIO|QUESTIONARIO_ID|NUMBER|22|9|11
MVP_PRODUTO_QUESTIONARIO|PRODUTO_ID|NUMBER|22|20|11
MVP_PRODUTO_PERIOD_PAGTO|QT_DIAS_INTERVALO_REPIQUE|NUMBER|22|3|17
MVP_PRODUTO_PERIOD_PAGTO|QT_REPIQUE|NUMBER|22|3|17
MVP_PRODUTO_PERIOD_PAGTO|IC_RECOBRANCA|NUMBER|22|1|17
MVP_PRODUTO_PERIOD_PAGTO|IC_ENDOSSO|NUMBER|22|1|17
MVP_PRODUTO_PERIOD_PAGTO|IC_CONTRATACAO|NUMBER|22|1|17
MVP_PRODUTO_PERIOD_PAGTO|PERIODICIDADEPAGTO_ID|NUMBER|22|20|17
MVP_PRODUTO_PERIOD_PAGTO|PRODUTO_ID|NUMBER|22|9|17
MVP_PRODUTO_PERIOD_PAGTO|ID|NUMBER|22|20|17
MVP_PREMIOS_RECEBER|DT_PAGAMENTO|DATE|7||0
MVP_PREMIOS_RECEBER|IC_ESTADO|VARCHAR2|15||0
MVP_PREMIOS_RECEBER|VL_CUSTO_APOLICE|NUMBER|22|15|0
MVP_PREMIOS_RECEBER|VL_LIQUIDO_PARCELA|NUMBER|22|15|0
MVP_PREMIOS_RECEBER|VL_IOF_PARCELA|NUMBER|22|15|0
MVP_PREMIOS_RECEBER|NO_QTD_PARCELAS_PENDENTES|NUMBER|22|5|0
MVP_PREMIOS_RECEBER|DT_VENCIMENTO|DATE|7||0
MVP_PREMIOS_RECEBER|NO_PARCELA|NUMBER|22|5|0
MVP_PREMIOS_RECEBER|VL_PARCELA|NUMBER|22|15|0
MVP_PREMIOS_RECEBER|NO_QTD_PARCELAS|NUMBER|22|5|0
MVP_PREMIOS_RECEBER|DT_VIGENCIA_FIM|DATE|7||0
MVP_PREMIOS_RECEBER|DT_VIGENCIA_INICIO|DATE|7||0
MVP_PREMIOS_RECEBER|PROPOSTA_ID|NUMBER|22|20|0
MVP_PREMIOS_RECEBER|DESCRIPTION|VARCHAR2|100||0
MVP_PREMIOS_RECEBER|USEROWNER_ID|NUMBER|22|20|0
MVP_PREMIOS_RECEBER|DATACADASTRO|DATE|7||0
MVP_PREMIOS_RECEBER|ID|NUMBER|22|20|0
MVP_PORTABILIDADE_SAIDA_ARQ|OWNERID|NUMBER|22|9|6946
MVP_PORTABILIDADE_SAIDA_ARQ|OWNERCLASS|VARCHAR2|255||6946
MVP_PORTABILIDADE_SAIDA_ARQ|USEROWNER_ID|NUMBER|22|9|6946
MVP_PORTABILIDADE_SAIDA_ARQ|DATACADASTRO|DATE|7||6946
MVP_PORTABILIDADE_SAIDA_ARQ|ID|NUMBER|22|20|6946
MVP_PMBAC_MOVIMENTOCONTACOTA|MOTIVOMOVIMENTO_ID|NUMBER|22|20|10543890
MVP_PMBAC_MOVIMENTOCONTACOTA|VALOR|FLOAT|22|126|10543890
MVP_PMBAC_MOVIMENTOCONTACOTA|USEROWNER_ID|NUMBER|22|20|10543890
MVP_PMBAC_MOVIMENTOCONTACOTA|CONTACOTA_ID|NUMBER|22|20|10543890
MVP_PMBAC_MOVIMENTOCONTACOTA|DESCRIPTION|VARCHAR2|255||10543890
MVP_PMBAC_MOVIMENTOCONTACOTA|DATACADASTRO|TIMESTAMP(6)|11||10543890
MVP_PMBAC_MOVIMENTOCONTACOTA|ID|NUMBER|22|20|10543890
PROPOSTA_FERIADO|PROXIMADATACORTE|DATE|7||44065
PROPOSTA_FERIADO|PROXIMADATACOMPETENCIA|DATE|7||44065
PROPOSTA_FERIADO|NUMEROAPOLICE|NUMBER|22|16|44065
PROPOSTA_FERIADO|NUMERO|NUMBER|22|15|44065
PROPOSTA_FERIADO|DATAVIGENCIAINICIO|DATE|7||44065
PROPOSTA_FERIADO|DATAVIGENCIAFIM|DATE|7||44065
PROPOSTA_FERIADO|DATACONTRATACAO|DATE|7||44065
PROPOSTA_FERIADO|DATACANCELAMENTO|DATE|7||44065
PROPOSTA_FERIADO|DATAACEITACAO|DATE|7||44065
PROPOSTA_FERIADO|CODIGORETORNOACEITACAO|VARCHAR2|255||44065
PROPOSTA_FERIADO|ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|USERCANCELAMENTO_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|APOLICEMAE_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|DATAPRNEANTERIOR|DATE|7||44065
PROPOSTA_FERIADO|DATAPRNEATUAL|DATE|7||44065
PROPOSTA_FERIADO|VALORPRNEATUAL|NUMBER|22|15|44065
PROPOSTA_FERIADO|VALORPRNEANTERIOR|NUMBER|22|15|44065
PROPOSTA_FERIADO|DATAVIGENCIAIMPRESSAOFIM|DATE|7||44065
PROPOSTA_FERIADO|DATAVIGENCIAIMPRESSAOINICIO|DATE|7||44065
PROPOSTA_FERIADO|VALORCANCELAMENTOREAL|NUMBER|22|15|44065
PROPOSTA_FERIADO|DIGITONUMEROPROPOSTAPRODUTO|NUMBER|22|1|44065
PROPOSTA_FERIADO|NUMEROPROPOSTAPRODUTO|NUMBER|22|20|44065
PROPOSTA_FERIADO|MOTIVOCANCELAMENTO_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|VALORIOFDEVEDOR|FLOAT|22|126|44065
PROPOSTA_FERIADO|VALORLIQUIDOAPAGARANUAL|NUMBER|22|12|44065
PROPOSTA_FERIADO|QTDAUSENCIASBANCOPARACANCELAR|NUMBER|22|9|44065
PROPOSTA_FERIADO|QTDDEBTSUSPENSIONREALIZADOS|NUMBER|22|9|44065
PROPOSTA_FERIADO|COTACAO_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|ULTIMONUMEROENDOSSOSOLICITADO|NUMBER|22|20|44065
PROPOSTA_FERIADO|ULTIMONUMEROAPORTE|NUMBER|22||44065
PROPOSTA_FERIADO|ULTNUMFATURAPROPOSTAGERADA|NUMBER|22||44065
PROPOSTA_FERIADO|VALORTOTALAPAGARANUAL|NUMBER|22|38|44065
PROPOSTA_FERIADO|DATAPPNGANTERIOR|DATE|7||44065
PROPOSTA_FERIADO|DATAPPNGATUAL|DATE|7||44065
PROPOSTA_FERIADO|VALORPPNGANTERIOR|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORPPNGATUAL|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORCOMISSAODEVEDOR|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORLIQUIDODEVEDOR|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORTOTALDEVEDOR|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORLIQUIDOAPAGAREMISSAO|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORCOMISSAORESIDUO|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORCOMISSAOPORCOBRANCA|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORCOMISSAOTOTALEMISSAO|NUMBER|22|38|44065
PROPOSTA_FERIADO|VALORTOTALAPAGAREMISSAO|NUMBER|22|38|44065
PROPOSTA_FERIADO|DATAEMISSAOFIM|DATE|7||44065
PROPOSTA_FERIADO|DATAEMISSAOINICIO|DATE|7||44065
PROPOSTA_FERIADO|DATARECUSA|TIMESTAMP(6)|11||44065
PROPOSTA_FERIADO|CORRETOR_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|AGENCIAANGARIADORA_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|DADOSBANCARIOSCOBRANCA_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|VENCIMENTOCOBRANCA_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|BENEFICIARIO_ID|NUMBER|22|20|44065
PROPOSTA_FERIADO|QUANTIDADEFATURASRECUSADAS|NUMBER|22||44065
PROPOSTA_FERIADO|PROXIMADATAVENCIMENTO|DATE|7||44065
PROPOSTA_ARQUIVOGERADO|ARQUIVOGERADOLIST_ID|NUMBER|22|20|283340
PROPOSTA_ARQUIVOGERADO|PROPOSTA_ID|NUMBER|22|20|283340
PROPOSTACONTADOR|USEROWNER_ID|NUMBER|22|20|462495
PROPOSTACONTADOR|VALOR|NUMBER|22|9|462495
PROPOSTACONTADOR|PROPOSTA_ID|NUMBER|22|20|462495
PROPOSTACONTADOR|TIPOCONTADOR|VARCHAR2|255||462495
PROPOSTACONTADOR|DATACADASTRO|TIMESTAMP(6)|11||462495
PROPOSTACONTADOR|ID|NUMBER|22|20|462495
PROPOSTA|VALORCOMISSAOPORCOBRANCA|NUMBER|22|38|2127880
PROPOSTA|VALORCOMISSAOTOTALEMISSAO|NUMBER|22|38|2127880
PROPOSTA|VALORTOTALAPAGAREMISSAO|NUMBER|22|38|2127880
PROPOSTA|DATAEMISSAOFIM|DATE|7||2127880
PROPOSTA|DATAEMISSAOINICIO|DATE|7||2127880
PROPOSTA|DATARECUSA|TIMESTAMP(6)|11||2127880
PROPOSTA|CORRETOR_ID|NUMBER|22|20|2127880
PROPOSTA|AGENCIAANGARIADORA_ID|NUMBER|22|20|2127880
PROPOSTA|DADOSBANCARIOSCOBRANCA_ID|NUMBER|22|20|2127880
PROPOSTA|VENCIMENTOCOBRANCA_ID|NUMBER|22|20|2127880
PROPOSTA|BENEFICIARIO_ID|NUMBER|22|20|2127880
PROPOSTA|QUANTIDADEFATURASRECUSADAS|NUMBER|22||2127880
PROPOSTA|PROXIMADATAVENCIMENTO|DATE|7||2127880
PROPOSTA|PROXIMADATACORTE|DATE|7||2127880
PROPOSTA|PROXIMADATACOMPETENCIA|DATE|7||2127880
PROPOSTA|NUMEROAPOLICE|NUMBER|22|16|2127880
PROPOSTA|NUMERO|NUMBER|22|15|2127880
PROPOSTA|DATAVIGENCIAINICIO|DATE|7||2127880
PROPOSTA|DATAVIGENCIAFIM|DATE|7||2127880
PROPOSTA|DATACONTRATACAO|DATE|7||2127880
PROPOSTA|DATACANCELAMENTO|DATE|7||2127880
PROPOSTA|DATAACEITACAO|DATE|7||2127880
PROPOSTA|CODIGORETORNOACEITACAO|VARCHAR2|255||2127880
PROPOSTA|ID|NUMBER|22|20|2127880
PROPOSTA|CODIGO_MIGRACAO|NUMBER|22||2127880
PROPOSTA|IC_RENOVACAO_COBERTURA|NUMBER|22|1|2127880
PROPOSTA|CREDITOPESSOAL_ID|NUMBER|22|20|2127880
PROPOSTA|DT_ENVIO_BNC|DATE|7||2127880
PROPOSTA|DT_ULTIMA_RENOVACAO|DATE|7||2127880
PROPOSTA|IC_PROPOSTA_MIGRADA|VARCHAR2|1||2127880
PROPOSTA|IC_IOF_RESIDUAL_PAGO|VARCHAR2|1||2127880
PROPOSTA|USERCANCELAMENTO_ID|NUMBER|22|20|2127880
PROPOSTA|APOLICEMAE_ID|NUMBER|22|20|2127880
PROPOSTA|DATAPRNEANTERIOR|DATE|7||2127880
PROPOSTA|DATAPRNEATUAL|DATE|7||2127880
PROPOSTA|VALORPRNEATUAL|NUMBER|22|15|2127880
PROPOSTA|VALORPRNEANTERIOR|NUMBER|22|15|2127880
PROPOSTA|DATAVIGENCIAIMPRESSAOFIM|DATE|7||2127880
PROPOSTA|DATAVIGENCIAIMPRESSAOINICIO|DATE|7||2127880
PROPOSTA|VALORCANCELAMENTOREAL|NUMBER|22|15|2127880
PROPOSTA|DIGITONUMEROPROPOSTAPRODUTO|NUMBER|22|1|2127880
PROPOSTA|NUMEROPROPOSTAPRODUTO|NUMBER|22|20|2127880
PROPOSTA|MOTIVOCANCELAMENTO_ID|NUMBER|22|20|2127880
PROPOSTA|VALORIOFDEVEDOR|FLOAT|22|126|2127880
PROPOSTA|VALORLIQUIDOAPAGARANUAL|NUMBER|22|12|2127880
PROPOSTA|QTDAUSENCIASBANCOPARACANCELAR|NUMBER|22|9|2127880
PROPOSTA|QTDDEBTSUSPENSIONREALIZADOS|NUMBER|22|9|2127880
PROPOSTA|COTACAO_ID|NUMBER|22|20|2127880
PROPOSTA|ULTIMONUMEROENDOSSOSOLICITADO|NUMBER|22|20|2127880
PROPOSTA|ULTIMONUMEROAPORTE|NUMBER|22||2127880
PROPOSTA|ULTNUMFATURAPROPOSTAGERADA|NUMBER|22||2127880
PROPOSTA|VALORTOTALAPAGARANUAL|NUMBER|22|38|2127880
PROPOSTA|DATAPPNGANTERIOR|DATE|7||2127880
PROPOSTA|DATAPPNGATUAL|DATE|7||2127880
PROPOSTA|VALORPPNGANTERIOR|NUMBER|22|38|2127880
PROPOSTA|VALORPPNGATUAL|NUMBER|22|38|2127880
PROPOSTA|VALORCOMISSAODEVEDOR|NUMBER|22|38|2127880
PROPOSTA|VALORLIQUIDODEVEDOR|NUMBER|22|38|2127880
PROPOSTA|VALORTOTALDEVEDOR|NUMBER|22|38|2127880
PROPOSTA|VALORLIQUIDOAPAGAREMISSAO|NUMBER|22|38|2127880
PROPOSTA|VALORCOMISSAORESIDUO|NUMBER|22|38|2127880
PROPOSTA|DT_REENQUADRAMENTO|DATE|7||2127880
PRODVENCCOBRANCA|VENCIMENTOCOBRANCA_ID|NUMBER|22|20|479
PRODVENCCOBRANCA|PRODUTO_ID|NUMBER|22|20|479
PRODVENCCOBRANCA|USEROWNER_ID|NUMBER|22|20|479
PRODVENCCOBRANCA|DATACADASTRO|TIMESTAMP(6)|11||479
PRODVENCCOBRANCA|ID|NUMBER|22|20|479
PRODUTO_TP_DOC_IMPR|ATIVO|NUMBER|22|1|226
PRODUTO_TP_DOC_IMPR|TIPOPROCESSO|VARCHAR2|100||226
PRODUTO_TP_DOC_IMPR|CODIGOCOMPOSICAO|VARCHAR2|100||226
PRODUTO_TP_DOC_IMPR|GERAAR|NUMBER|22|1|226
PRODUTO_TP_DOC_IMPR|TIPODOCUMENTOIMPRESSAO_ID|NUMBER|22|20|226
PRODUTO_TP_DOC_IMPR|PRODUTO_ID|NUMBER|22|20|226
PRODUTO_TP_DOC_IMPR|USEROWNER_ID|NUMBER|22|20|226
PRODUTO_TP_DOC_IMPR|DATACADASTRO|TIMESTAMP(6)|11||226
PRODUTO_TP_DOC_IMPR|ID|NUMBER|22|20|226
PRODUTO_TP_CONTRATO_DB|CONTRATAVEL|NUMBER|22|1|7
PRODUTO_TP_CONTRATO_DB|TIPOCONTRATO_ID|NUMBER|22|20|7
PRODUTO_TP_CONTRATO_DB|PRODUTO_ID|NUMBER|22|20|7
PRODUTO_TP_CONTRATO_DB|USEROWNER_ID|NUMBER|22|20|7
PRODUTO_TP_CONTRATO_DB|DATACADASTRO|TIMESTAMP(6)|11||7
PRODUTO_TP_CONTRATO_DB|ID|NUMBER|22|20|7
PRODUTO_PLANOPRODUTO|PLANOPRODUTOLIST_ID|NUMBER|22|20|4
PRODUTO_PLANOPRODUTO|PRODUTO_ID|NUMBER|22|20|4
PRODUTO_PENDENCIA|PENDENCIALIST_ID|NUMBER|22|20|36
PRODUTO_PENDENCIA|PRODUTO_ID|NUMBER|22|20|36
PRODUTOCATEGORIA|QUANTIDADEMINIMA|NUMBER|22|20|2
PRODUTOCATEGORIA|PRODUTO_ID|NUMBER|22|20|2
PRODUTOCATEGORIA|CATEGORIA_ID|NUMBER|22|20|2
PRODUTOCATEGORIA|USEROWNER_ID|NUMBER|22|20|2
PRODUTOCATEGORIA|OBRIGATORIO|NUMBER|22|1|2
PRODUTOCATEGORIA|DATACADASTRO|TIMESTAMP(6)|11||2
PRODUTOCATEGORIA|ID|NUMBER|22|20|2
PRODUTOCAPITALIZACAO|PERIODICIDADE|VARCHAR2|15||2
PRODUTOCAPITALIZACAO|DATAGERACAOPEDIDOEMTRANSITO|TIMESTAMP(6)|11||2
PRODUTOCAPITALIZACAO|LIMITEDIASPARAPEDIDO|NUMBER|22|20|2
PRODUTOCAPITALIZACAO|QUANTIDADEPEDIDO|NUMBER|22|20|2
PRODUTOCAPITALIZACAO|QUANTIDADEMINIMONUMEROS|NUMBER|22|20|2
PRODUTOCAPITALIZACAO|LIMITEDIASVALIDADESERIE|NUMBER|22|20|2
PRODUTOCAPITALIZACAO|USEROWNER_ID|NUMBER|22|20|2
PRODUTOCAPITALIZACAO|DESCRIPTION|VARCHAR2|255||2
PRODUTOCAPITALIZACAO|DATACADASTRO|TIMESTAMP(6)|11||2
PRODUTOCAPITALIZACAO|ID|NUMBER|22|20|2
PRODUTO|RAMOPRODUTOCONCILIACAO_ID|NUMBER|22|20|17
PRODUTO|CODIGO_MIGRACAO|NUMBER|22||17
PRODUTO|NM_SEQUENCE_APOLICE|VARCHAR2|60||17
PRODUTO|QT_MESES_RENOVACAO|NUMBER|22|9|17
PRODUTO|SEQUENCENAME|VARCHAR2|30||17
PRODUTO|GERANUMEROFATURAENDOSSO|NUMBER|22|1|17
PRODUTO|COD_COMP_NUMERO|VARCHAR2|3||17
PRODUTO|ULT_NUM_PROPOSTA_PRODUTO|NUMBER|22|20|17
PRODUTO|SUBTIPOPRODUTO_ID|NUMBER|22|20|17
PRODUTO|ULTIMONUMEROAPOLICEPLANO|NUMBER|22|15|17
PRODUTO|MODALIDADEPRODUTO|VARCHAR2|255||17
PRODUTO|TIPOPRODUTO|VARCHAR2|255||17
PRODUTO|QTDAUSENCIASBANCOPARACANCELAR|NUMBER|22|9|17
PRODUTO|PRIMEIRASUSPENSAO|NUMBER|22|9|17
PRODUTO|TEMPOMAXIMODEBTSUSPENSION|NUMBER|22|9|17
PRODUTO|QTDMAXIMASUSPENSOESPLANO|NUMBER|22|9|17
PRODUTO|PERIODOENTRESUSPENSOES|NUMBER|22|9|17
PRODUTO|GRUPOPRODUTO_ID|NUMBER|22|20|17
PRODUTO|ESTADOPRODUTO|VARCHAR2|255||17
PRODUTO|PORCENTAGEMCOMISSAO|NUMBER|22|38|17
PRODUTO|TIPOPESSOA|VARCHAR2|255||17
PRODUTO|TIPOPRECIFICACAO|VARCHAR2|255||17
PRODUTO|QTDEDIASLIMEXAMECOMPLEMENTAR|NUMBER|22|9|17
PRODUTO|ENTIDADECORPORATIVA_ID|NUMBER|22|20|17
PRODUTO|CORRETOR_ID|NUMBER|22|20|17
PRODUTO|RAMOPRODUTO_ID|NUMBER|22|20|17
PRODUTO|USEROWNER_ID|NUMBER|22|20|17
PRODUTO|CONVENIOBANCO_ID|NUMBER|22|20|17
PRODUTO|VALMIXLIMCAPINDIVIDUAL|FLOAT|22|126|17
PRODUTO|VALMAXLIMCAPINDIVIDUAL|FLOAT|22|126|17
PRODUTO|VALORMAXIMOCUSTOINICIAL|FLOAT|22|126|17
