select t.INDEX_NAME || '|' ||
       t.INDEX_TYPE || '|' ||
	   t.TABLE_NAME || '|' ||
	   t.VISIBILITY || '|' ||
       t.UNIQUENESS || '|' ||
	   t.STATUS
from DBA_INDEXES t
where t.OWNER = '&schema';
&schema: ARISADM
IDX_ASDB_SYSDBLANGUAGE_B|NORMAL|ASDB_SYSDBLANGUAGE|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111759C00004$$|LOB|ASDB_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
IDX_ASDB_SERVERCONFIG_B|NORMAL|ASDB_SERVERCONFIG|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SERVERCONFIG_WA|NORMAL|ASDB_SERVERCONFIG|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111755C00004$$|LOB|ASDB_SERVERCONFIG|VISIBLE|UNIQUE|VALID
SYS_C0014419|NORMAL|ASDB_SERVERCONFIG|VISIBLE|UNIQUE|VALID
SYS_C0014417|NORMAL|ASDB_SCRIPTPARAMSET|VISIBLE|UNIQUE|VALID
IDX_ASDB_SCRIPTPARAMSET_WA|NORMAL|ASDB_SCRIPTPARAMSET|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SCRIPTPARAMSET_B|NORMAL|ASDB_SCRIPTPARAMSET|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111751C00004$$|LOB|ASDB_SCRIPTPARAMSET|VISIBLE|UNIQUE|VALID
IDX_ASDB_SCRIPTPARAMETERS_B|NORMAL|ASDB_SCRIPTPARAMETERS|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SCRIPTPARAMETERS_WA|NORMAL|ASDB_SCRIPTPARAMETERS|VISIBLE|NONUNIQUE|VALI
SYS_IL0000111747C00004$$|LOB|ASDB_SCRIPTPARAMETERS|VISIBLE|UNIQUE|VALID
SYS_C0014415|NORMAL|ASDB_SCRIPTPARAMETERS|VISIBLE|UNIQUE|VALID
SYS_C0014413|NORMAL|ASDB_SCRIPTIMPORTS|VISIBLE|UNIQUE|VALID
IDX_ASDB_SCRIPTIMPORTS_WA|NORMAL|ASDB_SCRIPTIMPORTS|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SCRIPTIMPORTS_B|NORMAL|ASDB_SCRIPTIMPORTS|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111743C00004$$|LOB|ASDB_SCRIPTIMPORTS|VISIBLE|UNIQUE|VALID
SYS_C0014411|NORMAL|ASDB_SCRIPTCONTENT|VISIBLE|UNIQUE|VALID
IDX_ASDB_SCRIPTCONTENT_WA|NORMAL|ASDB_SCRIPTCONTENT|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SCRIPTCONTENT_B|NORMAL|ASDB_SCRIPTCONTENT|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111739C00004$$|LOB|ASDB_SCRIPTCONTENT|VISIBLE|UNIQUE|VALID
SYS_C0014409|NORMAL|ASDB_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
IDX_ASDB_SCRIPTCATEGORY_WA|NORMAL|ASDB_SCRIPTCATEGORY|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SCRIPTCATEGORY_B|NORMAL|ASDB_SCRIPTCATEGORY|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111735C00004$$|LOB|ASDB_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014407|NORMAL|ASDB_SCRIPT|VISIBLE|UNIQUE|VALID
IDX_ASDB_SCRIPT_WA|NORMAL|ASDB_SCRIPT|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_SCRIPT_B|NORMAL|ASDB_SCRIPT|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111731C00004$$|LOB|ASDB_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_C0014405|NORMAL|ASDB_RULE|VISIBLE|UNIQUE|VALID
IDX_ASDB_RULE_WA|NORMAL|ASDB_RULE|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_RULE_B|NORMAL|ASDB_RULE|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111727C00004$$|LOB|ASDB_RULE|VISIBLE|UNIQUE|VALID
SYS_C0014403|NORMAL|ASDB_PROPERTY|VISIBLE|UNIQUE|VALID
IDX_ASDB_PROPERTY_WA|NORMAL|ASDB_PROPERTY|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_PROPERTY_B|NORMAL|ASDB_PROPERTY|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111723C00004$$|LOB|ASDB_PROPERTY|VISIBLE|UNIQUE|VALID
SYS_C0014401|NORMAL|ASDB_PROPERTIES|VISIBLE|UNIQUE|VALID
SYS_C0014399|NORMAL|ASDB_PROFILERULESCRPT|VISIBLE|UNIQUE|VALID
IDX_ASDB_PROFILERULESCRPT_WA|NORMAL|ASDB_PROFILERULESCRPT|VISIBLE|NONUNIQUE|VALI
IDX_ASDB_PROFILERULESCRPT_B|NORMAL|ASDB_PROFILERULESCRPT|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111717C00004$$|LOB|ASDB_PROFILERULESCRPT|VISIBLE|UNIQUE|VALID
SYS_C0014397|NORMAL|ASDB_MT_RLIB|VISIBLE|UNIQUE|VALID
IDX_ASDB_MT_RLIB_WA|NORMAL|ASDB_MT_RLIB|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_MT_RLIB_B|NORMAL|ASDB_MT_RLIB|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111713C00004$$|LOB|ASDB_MT_RLIB|VISIBLE|UNIQUE|VALID
SYS_C0014395|NORMAL|ASDB_MT_CATEGORY|VISIBLE|UNIQUE|VALID
IDX_ASDB_MT_CATEGORY_WA|NORMAL|ASDB_MT_CATEGORY|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_MT_CATEGORY_B|NORMAL|ASDB_MT_CATEGORY|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111709C00004$$|LOB|ASDB_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014393|NORMAL|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00004$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00005$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00006$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00007$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00008$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00009$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00010$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00011$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00012$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111687C00013$$|LOB|ASDB_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_C0014390|NORMAL|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00004$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00005$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00006$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00007$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00008$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00009$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00010$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00011$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00012$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111665C00013$$|LOB|ASDB_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_C0014387|NORMAL|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00004$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00005$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00006$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00007$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00008$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00009$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00010$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00011$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00012$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111643C00013$$|LOB|ASDB_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014384|NORMAL|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00004$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00005$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00006$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00007$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00008$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00009$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00010$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00011$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00012$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111621C00013$$|LOB|ASDB_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_C0014381|NORMAL|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00004$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00005$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00006$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00007$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00008$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00009$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00010$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00011$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00012$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111599C00013$$|LOB|ASDB_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_C0014378|NORMAL|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00004$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00005$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00006$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00007$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00008$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00009$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00010$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00011$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00012$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111577C00013$$|LOB|ASDB_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111541C00006$$|LOB|ASDB_B_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_C0014359|NORMAL|ASDB_B_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111537C00006$$|LOB|ASDB_B_XMI_STYLE_SHCNT|VISIBLE|UNIQUE|VALID
SYS_C0014355|NORMAL|ASDB_B_XMI_STYLE_SHCNT|VISIBLE|UNIQUE|VALID
SYS_IL0000111533C00006$$|LOB|ASDB_B_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_C0014351|NORMAL|ASDB_B_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111529C00006$$|LOB|ASDB_B_SERVERCONFIG|VISIBLE|UNIQUE|VALID
SYS_C0014347|NORMAL|ASDB_B_SERVERCONFIG|VISIBLE|UNIQUE|VALID
SYS_IL0000111525C00006$$|LOB|ASDB_B_SCRIPTPARAMSET|VISIBLE|UNIQUE|VALID
SYS_C0014343|NORMAL|ASDB_B_SCRIPTPARAMSET|VISIBLE|UNIQUE|VALID
SYS_IL0000111521C00006$$|LOB|ASDB_B_SCRIPTPARAMETERS|VISIBLE|UNIQUE|VALID
SYS_C0014339|NORMAL|ASDB_B_SCRIPTPARAMETERS|VISIBLE|UNIQUE|VALID
SYS_IL0000111517C00006$$|LOB|ASDB_B_SCRIPTIMPORTS|VISIBLE|UNIQUE|VALID
SYS_C0014335|NORMAL|ASDB_B_SCRIPTIMPORTS|VISIBLE|UNIQUE|VALID
SYS_IL0000111513C00006$$|LOB|ASDB_B_SCRIPTCONTENT|VISIBLE|UNIQUE|VALID
SYS_C0014331|NORMAL|ASDB_B_SCRIPTCONTENT|VISIBLE|UNIQUE|VALID
SYS_IL0000111509C00006$$|LOB|ASDB_B_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014327|NORMAL|ASDB_B_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111505C00006$$|LOB|ASDB_B_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_C0014323|NORMAL|ASDB_B_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111501C00006$$|LOB|ASDB_B_RULE|VISIBLE|UNIQUE|VALID
SYS_C0014319|NORMAL|ASDB_B_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111497C00006$$|LOB|ASDB_B_PROPERTY|VISIBLE|UNIQUE|VALID
SYS_C0014315|NORMAL|ASDB_B_PROPERTY|VISIBLE|UNIQUE|VALID
SYS_IL0000111493C00006$$|LOB|ASDB_B_PROFILERULESCRPT|VISIBLE|UNIQUE|VALID
SYS_C0014311|NORMAL|ASDB_B_PROFILERULESCRPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111489C00006$$|LOB|ASDB_B_MT_RLIB|VISIBLE|UNIQUE|VALID
SYS_C0014307|NORMAL|ASDB_B_MT_RLIB|VISIBLE|UNIQUE|VALID
SYS_IL0000111485C00006$$|LOB|ASDB_B_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014303|NORMAL|ASDB_B_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00005$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00006$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00007$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00008$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00009$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00010$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00011$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00012$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00013$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111463C00014$$|LOB|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_C0014299|NORMAL|ASDB_B_FI_XMI_STYLE_SHEET|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00005$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00006$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00007$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00008$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00009$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00010$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00011$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00012$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00013$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111441C00014$$|LOB|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_C0014295|NORMAL|ASDB_B_FI_SYSDBLANGUAGE|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00005$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00006$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00007$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00008$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00009$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00010$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00011$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00012$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00013$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111419C00014$$|LOB|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014291|NORMAL|ASDB_B_FI_SCRIPTCATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00005$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00006$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00007$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00008$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00009$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00010$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00011$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00012$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00013$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111397C00014$$|LOB|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_C0014287|NORMAL|ASDB_B_FI_SCRIPT|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00005$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00006$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00007$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00008$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00009$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00010$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00011$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00012$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00013$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111375C00014$$|LOB|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_C0014283|NORMAL|ASDB_B_FI_RULE|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00005$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00006$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00007$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00008$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00009$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00010$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00011$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00012$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00013$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111353C00014$$|LOB|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_C0014279|NORMAL|ASDB_B_FI_MT_CATEGORY|VISIBLE|UNIQUE|VALID
SYS_IL0000111349C00006$$|LOB|ASDB_B_BO_TEMPLATE|VISIBLE|UNIQUE|VALID
SYS_C0014275|NORMAL|ASDB_B_BO_TEMPLATE|VISIBLE|UNIQUE|VALID
SYS_IL0000111345C00006$$|LOB|ASDB_B_BO_RULES|VISIBLE|UNIQUE|VALID
SYS_C0014271|NORMAL|ASDB_B_BO_RULES|VISIBLE|UNIQUE|VALID
SYS_IL0000111341C00006$$|LOB|ASDB_B_BO_PROPERTY|VISIBLE|UNIQUE|VALID
SYS_C0014267|NORMAL|ASDB_B_BO_PROPERTY|VISIBLE|UNIQUE|VALID
SYS_IL0000111337C00006$$|LOB|ASDB_B_BO_PROFILE|VISIBLE|UNIQUE|VALID
SYS_C0014263|NORMAL|ASDB_B_BO_PROFILE|VISIBLE|UNIQUE|VALID
SYS_IL0000111333C00006$$|LOB|ASDB_B_BO_MAPPING|VISIBLE|UNIQUE|VALID
SYS_C0014259|NORMAL|ASDB_B_BO_MAPPING|VISIBLE|UNIQUE|VALID
SYS_IL0000111329C00006$$|LOB|ASDB_B_BO_KPIE_SCHEMA|VISIBLE|UNIQUE|VALID
SYS_C0014255|NORMAL|ASDB_B_BO_KPIE_SCHEMA|VISIBLE|UNIQUE|VALID
SYS_IL0000111325C00006$$|LOB|ASDB_B_BO_KPIE_PRJ|VISIBLE|UNIQUE|VALID
SYS_C0014251|NORMAL|ASDB_B_BO_KPIE_PRJ|VISIBLE|UNIQUE|VALID
SYS_IL0000111321C00006$$|LOB|ASDB_B_BO_KPIE_CONFIG|VISIBLE|UNIQUE|VALID
SYS_C0014247|NORMAL|ASDB_B_BO_KPIE_CONFIG|VISIBLE|UNIQUE|VALID
SYS_IL0000111317C00006$$|LOB|ASDB_B_ACCOUNTLOG|VISIBLE|UNIQUE|VALID
SYS_C0014243|NORMAL|ASDB_B_ACCOUNTLOG|VISIBLE|UNIQUE|VALID
SYS_C0014375|NORMAL|ASDB_BO_TEMPLATE|VISIBLE|UNIQUE|VALID
IDX_ASDB_BO_TEMPLATE_WA|NORMAL|ASDB_BO_TEMPLATE|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_BO_TEMPLATE_B|NORMAL|ASDB_BO_TEMPLATE|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111573C00004$$|LOB|ASDB_BO_TEMPLATE|VISIBLE|UNIQUE|VALID
SYS_C0014373|NORMAL|ASDB_BO_RULES|VISIBLE|UNIQUE|VALID
IDX_ASDB_BO_RULES_WA|NORMAL|ASDB_BO_RULES|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_BO_RULES_B|NORMAL|ASDB_BO_RULES|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111569C00004$$|LOB|ASDB_BO_RULES|VISIBLE|UNIQUE|VALID
SYS_C0014371|NORMAL|ASDB_BO_PROPERTY|VISIBLE|UNIQUE|VALID
IDX_ASDB_BO_PROPERTY_WA|NORMAL|ASDB_BO_PROPERTY|VISIBLE|NONUNIQUE|VALID
IDX_ASDB_BO_PROPERTY_B|NORMAL|ASDB_BO_PROPERTY|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111565C00004$$|LOB|ASDB_BO_PROPERTY|VISIBLE|UNIQUE|VALID
IDX_ASDB_BO_PROFILE_B|NORMAL|ASDB_BO_PROFILE|VISIBLE|NONUNIQUE|VALID
SYS_IL0000111561C00004$$|LOB|ASDB_BO_PROFILE|VISIBLE|UNIQUE|VALID
SYS_C0014369|NORMAL|ASDB_BO_PROFILE|VISIBLE|UNIQUE|VALID
IDX_ASDB_BO_PROFILE_WA|NORMAL|ASDB_BO_PROFILE|VISIBLE|NONUNIQUE|VALID
